Date,HomeTeam,AwayTeam,FTHG,FTAG
13/08/2021,M'gladbach,Bayern Munich,1,1
14/08/2021,Augsburg,Hoffenheim,0,4
14/08/2021,Bielefeld,Freiburg,0,0
14/08/2021,Stuttgart,Greuther Furth,5,1
14/08/2021,Union Berlin,Leverkusen,1,1
14/08/2021,Wolfsburg,Bochum,1,0
14/08/2021,Dortmund,Ein Frankfurt,5,2
15/08/2021,Mainz,RB Leipzig,1,0
15/08/2021,FC Koln,Hertha,3,1
20/08/2021,RB Leipzig,Stuttgart,4,0
21/08/2021,Bochum,Mainz,2,0
21/08/2021,Ein Frankfurt,Augsburg,0,0
21/08/2021,Freiburg,Dortmund,2,1
21/08/2021,Greuther Furth,Bielefeld,1,1
21/08/2021,Hertha,Wolfsburg,1,2
21/08/2021,Leverkusen,M'gladbach,4,0
22/08/2021,Hoffenheim,Union Berlin,2,2
22/08/2021,Bayern Munich,FC Koln,3,2
27/08/2021,Dortmund,Hoffenheim,3,2
28/08/2021,Augsburg,Leverkusen,1,4
28/08/2021,Bielefeld,Ein Frankfurt,1,1
28/08/2021,FC Koln,Bochum,2,1
28/08/2021,Mainz,Greuther Furth,3,0
28/08/2021,Stuttgart,Freiburg,2,3
28/08/2021,Bayern Munich,Hertha,5,0
29/08/2021,Union Berlin,M'gladbach,2,1
29/08/2021,Wolfsburg,RB Leipzig,1,0
11/09/2021,Freiburg,FC Koln,1,1
11/09/2021,Greuther Furth,Wolfsburg,0,2
11/09/2021,Hoffenheim,Mainz,0,2
11/09/2021,Leverkusen,Dortmund,3,4
11/09/2021,Union Berlin,Augsburg,0,0
11/09/2021,RB Leipzig,Bayern Munich,1,4
12/09/2021,Ein Frankfurt,Stuttgart,1,1
12/09/2021,Bochum,Hertha,1,3
12/09/2021,M'gladbach,Bielefeld,3,1
17/09/2021,Hertha,Greuther Furth,2,1
18/09/2021,Augsburg,M'gladbach,1,0
18/09/2021,Bayern Munich,Bochum,7,0
18/09/2021,Bielefeld,Hoffenheim,0,0
18/09/2021,Mainz,Freiburg,0,0
18/09/2021,FC Koln,RB Leipzig,1,1
19/09/2021,Stuttgart,Leverkusen,1,3
19/09/2021,Dortmund,Union Berlin,4,2
19/09/2021,Wolfsburg,Ein Frankfurt,1,1
24/09/2021,Greuther Furth,Bayern Munich,1,3
25/09/2021,Ein Frankfurt,FC Koln,1,1
25/09/2021,Hoffenheim,Wolfsburg,3,1
25/09/2021,Leverkusen,Mainz,1,0
25/09/2021,RB Leipzig,Hertha,6,0
25/09/2021,Union Berlin,Bielefeld,1,0
25/09/2021,M'gladbach,Dortmund,1,0
26/09/2021,Bochum,Stuttgart,0,0
26/09/2021,Freiburg,Augsburg,3,0
01/10/2021,FC Koln,Greuther Furth,3,1
02/10/2021,Dortmund,Augsburg,2,1
02/10/2021,Hertha,Freiburg,1,2
02/10/2021,Stuttgart,Hoffenheim,3,1
02/10/2021,Wolfsburg,M'gladbach,1,3
02/10/2021,RB Leipzig,Bochum,3,0
03/10/2021,Mainz,Union Berlin,1,2
03/10/2021,Bayern Munich,Ein Frankfurt,1,2
03/10/2021,Bielefeld,Leverkusen,0,4
15/10/2021,Hoffenheim,FC Koln,5,0
16/10/2021,Dortmund,Mainz,3,1
16/10/2021,Ein Frankfurt,Hertha,1,2
16/10/2021,Freiburg,RB Leipzig,1,1
16/10/2021,Greuther Furth,Bochum,0,1
16/10/2021,Union Berlin,Wolfsburg,2,0
16/10/2021,M'gladbach,Stuttgart,1,1
17/10/2021,Leverkusen,Bayern Munich,1,5
17/10/2021,Augsburg,Bielefeld,1,1
22/10/2021,Mainz,Augsburg,4,1
23/10/2021,Bayern Munich,Hoffenheim,4,0
23/10/2021,Bielefeld,Dortmund,1,3
23/10/2021,RB Leipzig,Greuther Furth,4,1
23/10/2021,Wolfsburg,Freiburg,0,2
23/10/2021,Hertha,M'gladbach,1,0
24/10/2021,FC Koln,Leverkusen,2,2
24/10/2021,Stuttgart,Union Berlin,1,1
24/10/2021,Bochum,Ein Frankfurt,2,0
29/10/2021,Hoffenheim,Hertha,2,0
30/10/2021,Bielefeld,Mainz,1,2
30/10/2021,Dortmund,FC Koln,2,0
