Date,HomeTeam,AwayTeam,FTHG,FTAG
22/08/14,Bayern Munich,Wolfsburg,2,1
23/08/14,Dortmund,Leverkusen,0,2
23/08/14,Ein Frankfurt,Freiburg,1,0
23/08/14,FC Koln,Hamburg,0,0
23/08/14,Hannover,Schalke 04,2,1
23/08/14,Hertha,Werder Bremen,2,2
23/08/14,Hoffenheim,Augsburg,2,0
24/08/14,M'gladbach,Stuttgart,1,1
24/08/14,Paderborn,Mainz,2,2
29/08/14,Augsburg,Dortmund,2,3
30/08/14,Hamburg,Paderborn,0,3
30/08/14,Leverkusen,Hertha,4,2
30/08/14,Schalke 04,Bayern Munich,1,1
30/08/14,Stuttgart,FC Koln,0,2
30/08/14,Werder Bremen,Hoffenheim,1,1
30/08/14,Wolfsburg,Ein Frankfurt,2,2
31/08/14,Freiburg,M'gladbach,0,0
31/08/14,Mainz,Hannover,0,0
12/09/14,Leverkusen,Werder Bremen,3,3
13/09/14,Bayern Munich,Stuttgart,2,0
13/09/14,Dortmund,Freiburg,3,1
13/09/14,Hertha,Mainz,1,3
13/09/14,Hoffenheim,Wolfsburg,1,1
13/09/14,M'gladbach,Schalke 04,4,1
13/09/14,Paderborn,FC Koln,0,0
14/09/14,Ein Frankfurt,Augsburg,0,1
14/09/14,Hannover,Hamburg,2,0
19/09/14,Freiburg,Hertha,2,2
20/09/14,Augsburg,Werder Bremen,4,2
20/09/14,Hamburg,Bayern Munich,0,0
20/09/14,Mainz,Dortmund,2,0
20/09/14,Paderborn,Hannover,2,0
20/09/14,Schalke 04,Ein Frankfurt,2,2
20/09/14,Stuttgart,Hoffenheim,0,2
21/09/14,FC Koln,M'gladbach,0,0
21/09/14,Wolfsburg,Leverkusen,4,1
23/09/14,Bayern Munich,Paderborn,4,0
23/09/14,Ein Frankfurt,Mainz,2,2
23/09/14,Hoffenheim,Freiburg,3,3
23/09/14,Werder Bremen,Schalke 04,0,3
24/09/14,Dortmund,Stuttgart,2,2
24/09/14,Hannover,FC Koln,1,0
24/09/14,Hertha,Wolfsburg,1,0
24/09/14,Leverkusen,Augsburg,1,0
24/09/14,M'gladbach,Hamburg,1,0
26/09/14,Mainz,Hoffenheim,0,0
27/09/14,FC Koln,Bayern Munich,0,2
27/09/14,Freiburg,Leverkusen,0,0
27/09/14,Paderborn,M'gladbach,1,2
27/09/14,Schalke 04,Dortmund,2,1
27/09/14,Stuttgart,Hannover,1,0
27/09/14,Wolfsburg,Werder Bremen,2,1
28/09/14,Augsburg,Hertha,1,0
28/09/14,Hamburg,Ein Frankfurt,1,2
03/10/14,Hertha,Stuttgart,3,2
04/10/14,Bayern Munich,Hannover,4,0
04/10/14,Dortmund,Hamburg,0,1
04/10/14,Ein Frankfurt,FC Koln,3,2
04/10/14,Hoffenheim,Schalke 04,2,1
04/10/14,Leverkusen,Paderborn,2,2
04/10/14,Werder Bremen,Freiburg,1,1
05/10/14,M'gladbach,Mainz,1,1
05/10/14,Wolfsburg,Augsburg,1,0
18/10/14,Bayern Munich,Werder Bremen,6,0
18/10/14,FC Koln,Dortmund,2,1
18/10/14,Freiburg,Wolfsburg,1,2
18/10/14,Hannover,M'gladbach,0,3
18/10/14,Mainz,Augsburg,2,1
18/10/14,Schalke 04,Hertha,2,0
18/10/14,Stuttgart,Leverkusen,3,3
19/10/14,Hamburg,Hoffenheim,1,1
19/10/14,Paderborn,Ein Frankfurt,3,1
24/10/14,Werder Bremen,FC Koln,0,1
25/10/14,Augsburg,Freiburg,2,0
25/10/14,Dortmund,Hannover,0,1
25/10/14,Ein Frankfurt,Stuttgart,4,5
25/10/14,Hertha,Hamburg,3,0
25/10/14,Hoffenheim,Paderborn,1,0
25/10/14,Leverkusen,Schalke 04,1,0
26/10/14,M'gladbach,Bayern Munich,0,0
26/10/14,Wolfsburg,Mainz,3,0
31/10/14,Schalke 04,Augsburg,1,0
01/11/14,Bayern Munich,Dortmund,2,1
01/11/14,Hamburg,Leverkusen,1,0
01/11/14,Hannover,Ein Frankfurt,1,0
01/11/14,Mainz,Werder Bremen,1,2
01/11/14,Stuttgart,Wolfsburg,0,4
02/11/14,FC Koln,Freiburg,0,1
02/11/14,M'gladbach,Hoffenheim,3,1
02/11/14,Paderborn,Hertha,3,1
07/11/14,Hertha,Hannover,0,2
08/11/14,Augsburg,Paderborn,3,0
08/11/14,Ein Frankfurt,Bayern Munich,0,4
08/11/14,Freiburg,Schalke 04,2,0
08/11/14,Hoffenheim,FC Koln,3,4
08/11/14,Leverkusen,Mainz,0,0
08/11/14,Werder Bremen,Stuttgart,2,0
09/11/14,Dortmund,M'gladbach,1,0
09/11/14,Wolfsburg,Hamburg,2,0
22/11/14,Bayern Munich,Hoffenheim,4,0
22/11/14,FC Koln,Hertha,1,2
22/11/14,Hannover,Leverkusen,1,3
22/11/14,Mainz,Freiburg,2,2
22/11/14,M'gladbach,Ein Frankfurt,1,3
22/11/14,Paderborn,Dortmund,2,2
22/11/14,Schalke 04,Wolfsburg,3,2
23/11/14,Hamburg,Werder Bremen,2,0
23/11/14,Stuttgart,Augsburg,0,1
28/11/14,Freiburg,Stuttgart,1,4
29/11/14,Augsburg,Hamburg,3,1
29/11/14,Hertha,Bayern Munich,0,1
29/11/14,Hoffenheim,Hannover,4,3
29/11/14,Leverkusen,FC Koln,5,1
29/11/14,Schalke 04,Mainz,4,1
29/11/14,Werder Bremen,Paderborn,4,0
30/11/14,Ein Frankfurt,Dortmund,2,0
30/11/14,Wolfsburg,M'gladbach,1,0
05/12/14,Dortmund,Hoffenheim,1,0
06/12/14,Bayern Munich,Leverkusen,1,0
06/12/14,FC Koln,Augsburg,1,2
06/12/14,Hannover,Wolfsburg,1,3
06/12/14,M'gladbach,Hertha,3,2
06/12/14,Paderborn,Freiburg,1,1
06/12/14,Stuttgart,Schalke 04,0,4
07/12/14,Ein Frankfurt,Werder Bremen,5,2
07/12/14,Hamburg,Mainz,2,1
12/12/14,Hoffenheim,Ein Frankfurt,3,2
13/12/14,Augsburg,Bayern Munich,0,4
13/12/14,Freiburg,Hamburg,0,0
13/12/14,Hertha,Dortmund,1,0
13/12/14,Mainz,Stuttgart,1,1
13/12/14,Schalke 04,FC Koln,1,2
13/12/14,Werder Bremen,Hannover,3,3
14/12/14,Leverkusen,M'gladbach,1,1
14/12/14,Wolfsburg,Paderborn,1,1
16/12/14,Bayern Munich,Freiburg,2,0
16/12/14,FC Koln,Mainz,0,0
16/12/14,Hamburg,Stuttgart,0,1
16/12/14,Hannover,Augsburg,2,0
17/12/14,Dortmund,Wolfsburg,2,2
17/12/14,Ein Frankfurt,Hertha,4,4
17/12/14,Hoffenheim,Leverkusen,0,1
17/12/14,M'gladbach,Werder Bremen,4,1
17/12/14,Paderborn,Schalke 04,1,2
19/12/14,Mainz,Bayern Munich,1,2
20/12/14,Augsburg,M'gladbach,2,1
20/12/14,Leverkusen,Ein Frankfurt,1,1
20/12/14,Schalke 04,Hamburg,0,0
20/12/14,Stuttgart,Paderborn,0,0
20/12/14,Werder Bremen,Dortmund,2,1
20/12/14,Wolfsburg,FC Koln,2,1
21/12/14,Freiburg,Hannover,2,2
21/12/14,Hertha,Hoffenheim,0,5
30/01/15,Wolfsburg,Bayern Munich,4,1
31/01/15,Freiburg,Ein Frankfurt,4,1
31/01/15,Hamburg,FC Koln,0,2
31/01/15,Leverkusen,Dortmund,0,0
31/01/15,Mainz,Paderborn,5,0
31/01/15,Schalke 04,Hannover,1,0
31/01/15,Stuttgart,M'gladbach,0,1
01/02/15,Augsburg,Hoffenheim,3,1
01/02/15,Werder Bremen,Hertha,2,0
03/02/15,Bayern Munich,Schalke 04,1,1
