Date,HomeTeam,AwayTeam,FTHG,FTAG
26/10/2019,Bayern Munich,Union Berlin,2,1
26/10/2019,Freiburg,RB Leipzig,2,1
26/10/2019,Hertha,Hoffenheim,2,3
26/10/2019,Paderborn,Fortuna Dusseldorf,2,0
26/10/2019,Schalke 04,Dortmund,0,0
26/10/2019,Leverkusen,Werder Bremen,2,2
27/10/2019,Wolfsburg,Augsburg,0,0
27/10/2019,M'gladbach,Ein Frankfurt,4,2
01/11/2019,Hoffenheim,Paderborn,3,0
02/11/2019,Dortmund,Wolfsburg,3,0
02/11/2019,Ein Frankfurt,Bayern Munich,5,1
02/11/2019,Leverkusen,M'gladbach,1,2
02/11/2019,RB Leipzig,Mainz,8,0
02/11/2019,Werder Bremen,Freiburg,2,2
02/11/2019,Union Berlin,Hertha,1,0
03/11/2019,Fortuna Dusseldorf,FC Koln,2,0
03/11/2019,Augsburg,Schalke 04,2,3
08/11/2019,FC Koln,Hoffenheim,1,2
09/11/2019,Hertha,RB Leipzig,2,4
09/11/2019,Mainz,Union Berlin,2,3
09/11/2019,Paderborn,Augsburg,0,1
09/11/2019,Schalke 04,Fortuna Dusseldorf,3,3
09/11/2019,Bayern Munich,Dortmund,4,0
10/11/2019,M'gladbach,Werder Bremen,3,1
10/11/2019,Wolfsburg,Leverkusen,0,2
10/11/2019,Freiburg,Ein Frankfurt,1,0
22/11/2019,Dortmund,Paderborn,3,3
23/11/2019,Ein Frankfurt,Wolfsburg,0,2
23/11/2019,Fortuna Dusseldorf,Bayern Munich,0,4
23/11/2019,Leverkusen,Freiburg,1,1
23/11/2019,Union Berlin,M'gladbach,2,0
23/11/2019,Werder Bremen,Schalke 04,1,2
23/11/2019,RB Leipzig,FC Koln,4,1
24/11/2019,Augsburg,Hertha,4,0
24/11/2019,Hoffenheim,Mainz,1,5
29/11/2019,Schalke 04,Union Berlin,2,1
30/11/2019,FC Koln,Augsburg,1,1
30/11/2019,Hertha,Dortmund,1,2
30/11/2019,Hoffenheim,Fortuna Dusseldorf,1,1
30/11/2019,Paderborn,RB Leipzig,2,3
30/11/2019,Bayern Munich,Leverkusen,1,2
01/12/2019,M'gladbach,Freiburg,4,2
01/12/2019,Wolfsburg,Werder Bremen,2,3
02/12/2019,Mainz,Ein Frankfurt,2,1
06/12/2019,Ein Frankfurt,Hertha,2,2
07/12/2019,Augsburg,Mainz,2,1
07/12/2019,Dortmund,Fortuna Dusseldorf,5,0
07/12/2019,Freiburg,Wolfsburg,1,0
07/12/2019,M'gladbach,Bayern Munich,2,1
07/12/2019,RB Leipzig,Hoffenheim,3,1
07/12/2019,Leverkusen,Schalke 04,2,1
08/12/2019,Union Berlin,FC Koln,2,0
08/12/2019,Werder Bremen,Paderborn,0,1
13/12/2019,Hoffenheim,Augsburg,2,4
14/12/2019,Bayern Munich,Werder Bremen,6,1
14/12/2019,FC Koln,Leverkusen,2,0
14/12/2019,Hertha,Freiburg,1,0
14/12/2019,Mainz,Dortmund,0,4
14/12/2019,Paderborn,Union Berlin,1,1
14/12/2019,Fortuna Dusseldorf,RB Leipzig,0,3
15/12/2019,Wolfsburg,M'gladbach,2,1
15/12/2019,Schalke 04,Ein Frankfurt,1,0
17/12/2019,Werder Bremen,Mainz,0,5
17/12/2019,Augsburg,Fortuna Dusseldorf,3,0
17/12/2019,Dortmund,RB Leipzig,3,3
17/12/2019,Union Berlin,Hoffenheim,0,2
18/12/2019,Leverkusen,Hertha,0,1
18/12/2019,Ein Frankfurt,FC Koln,2,4
18/12/2019,Freiburg,Bayern Munich,1,3
18/12/2019,M'gladbach,Paderborn,2,0
18/12/2019,Wolfsburg,Schalke 04,1,1
20/12/2019,Hoffenheim,Dortmund,2,1
21/12/2019,Bayern Munich,Wolfsburg,2,0
21/12/2019,FC Koln,Werder Bremen,1,0
21/12/2019,Mainz,Leverkusen,0,1
21/12/2019,RB Leipzig,Augsburg,3,1
21/12/2019,Schalke 04,Freiburg,2,2
21/12/2019,Hertha,M'gladbach,0,0
22/12/2019,Fortuna Dusseldorf,Union Berlin,2,1
22/12/2019,Paderborn,Ein Frankfurt,2,1
17/01/2020,Schalke 04,M'gladbach,2,0
18/01/2020,Augsburg,Dortmund,3,5
18/01/2020,FC Koln,Wolfsburg,3,1
18/01/2020,Fortuna Dusseldorf,Werder Bremen,0,1
18/01/2020,Hoffenheim,Ein Frankfurt,1,2
18/01/2020,Mainz,Freiburg,1,2
18/01/2020,RB Leipzig,Union Berlin,3,1
19/01/2020,Hertha,Bayern Munich,0,4
19/01/2020,Paderborn,Leverkusen,1,4
24/01/2020,Dortmund,FC Koln,5,1
25/01/2020,Ein Frankfurt,RB Leipzig,2,0
25/01/2020,Freiburg,Paderborn,0,2
25/01/2020,M'gladbach,Mainz,3,1
25/01/2020,Union Berlin,Augsburg,2,0
25/01/2020,Wolfsburg,Hertha,1,2
25/01/2020,Bayern Munich,Schalke 04,5,0
26/01/2020,Werder Bremen,Hoffenheim,0,3
26/01/2020,Leverkusen,Fortuna Dusseldorf,3,0
31/01/2020,Hertha,Schalke 04,0,0
01/02/2020,Augsburg,Werder Bremen,2,1
01/02/2020,Dortmund,Union Berlin,5,0
01/02/2020,Fortuna Dusseldorf,Ein Frankfurt,1,1
01/02/2020,Hoffenheim,Leverkusen,2,1
01/02/2020,Mainz,Bayern Munich,1,3
01/02/2020,RB Leipzig,M'gladbach,2,2
02/02/2020,FC Koln,Freiburg,4,0
02/02/2020,Paderborn,Wolfsburg,2,4
07/02/2020,Ein Frankfurt,Augsburg,5,0
08/02/2020,Freiburg,Hoffenheim,1,0
08/02/2020,Hertha,Mainz,1,3
08/02/2020,Schalke 04,Paderborn,1,1
08/02/2020,Werder Bremen,Union Berlin,0,2
08/02/2020,Wolfsburg,Fortuna Dusseldorf,1,1
08/02/2020,Leverkusen,Dortmund,4,3
09/02/2020,Bayern Munich,RB Leipzig,0,0
14/02/2020,Dortmund,Ein Frankfurt,4,0
15/02/2020,Augsburg,Freiburg,1,1
15/02/2020,Hoffenheim,Wolfsburg,2,3
15/02/2020,Paderborn,Hertha,1,2
15/02/2020,RB Leipzig,Werder Bremen,3,0
15/02/2020,Union Berlin,Leverkusen,2,3
15/02/2020,Fortuna Dusseldorf,M'gladbach,1,4
16/02/2020,FC Koln,Bayern Munich,1,4
16/02/2020,Mainz,Schalke 04,0,0
21/02/2020,Bayern Munich,Paderborn,3,2
22/02/2020,Freiburg,Fortuna Dusseldorf,0,2
22/02/2020,Hertha,FC Koln,0,5
22/02/2020,M'gladbach,Hoffenheim,1,1
22/02/2020,Werder Bremen,Dortmund,0,2
22/02/2020,Schalke 04,RB Leipzig,0,5
23/02/2020,Leverkusen,Augsburg,2,0
23/02/2020,Wolfsburg,Mainz,4,0
24/02/2020,Ein Frankfurt,Union Berlin,1,2
28/02/2020,Fortuna Dusseldorf,Hertha,3,3
29/02/2020,Augsburg,M'gladbach,2,3
29/02/2020,Dortmund,Freiburg,1,0
29/02/2020,Hoffenheim,Bayern Munich,0,6
29/02/2020,Mainz,Paderborn,2,0
29/02/2020,FC Koln,Schalke 04,3,0
01/03/2020,Union Berlin,Wolfsburg,2,2
01/03/2020,RB Leipzig,Leverkusen,1,1
06/03/2020,Paderborn,FC Koln,1,2
07/03/2020,Freiburg,Union Berlin,3,1
07/03/2020,Hertha,Werder Bremen,2,2
07/03/2020,Leverkusen,Ein Frankfurt,4,0
07/03/2020,Schalke 04,Hoffenheim,1,1
07/03/2020,Wolfsburg,RB Leipzig,0,0
07/03/2020,M'gladbach,Dortmund,1,2
08/03/2020,Bayern Munich,Augsburg,2,0
08/03/2020,Mainz,Fortuna Dusseldorf,1,1
11/03/2020,M'gladbach,FC Koln,2,1
16/05/2020,Augsburg,Wolfsburg,1,2
16/05/2020,Dortmund,Schalke 04,4,0
16/05/2020,Fortuna Dusseldorf,Paderborn,0,0
16/05/2020,Hoffenheim,Hertha,0,3
16/05/2020,RB Leipzig,Freiburg,1,1
16/05/2020,Ein Frankfurt,M'gladbach,1,3
17/05/2020,FC Koln,Mainz,2,2
17/05/2020,Union Berlin,Bayern Munich,0,2
18/05/2020,Werder Bremen,Leverkusen,1,4
22/05/2020,Hertha,Union Berlin,4,0
23/05/2020,Freiburg,Werder Bremen,0,1
23/05/2020,M'gladbach,Leverkusen,1,3
23/05/2020,Paderborn,Hoffenheim,1,1
23/05/2020,Wolfsburg,Dortmund,0,2
23/05/2020,Bayern Munich,Ein Frankfurt,5,2
24/05/2020,Schalke 04,Augsburg,0,3
24/05/2020,Mainz,RB Leipzig,0,5
24/05/2020,FC Koln,Fortuna Dusseldorf,2,2
26/05/2020,Dortmund,Bayern Munich,0,1
26/05/2020,Ein Frankfurt,Freiburg,3,3
26/05/2020,Leverkusen,Wolfsburg,1,4
26/05/2020,Werder Bremen,M'gladbach,0,0
27/05/2020,RB Leipzig,Hertha,2,2
27/05/2020,Augsburg,Paderborn,0,0
27/05/2020,Fortuna Dusseldorf,Schalke 04,2,1
27/05/2020,Hoffenheim,FC Koln,3,1
27/05/2020,Union Berlin,Mainz,1,1
29/05/2020,Freiburg,Leverkusen,0,1
30/05/2020,Hertha,Augsburg,2,0
30/05/2020,Mainz,Hoffenheim,0,1
30/05/2020,Schalke 04,Werder Bremen,0,1
30/05/2020,Wolfsburg,Ein Frankfurt,1,2
30/05/2020,Bayern Munich,Fortuna Dusseldorf,5,0
31/05/2020,M'gladbach,Union Berlin,4,1
31/05/2020,Paderborn,Dortmund,1,6
01/06/2020,FC Koln,RB Leipzig,2,4
03/06/2020,Werder Bremen,Ein Frankfurt,0,3
05/06/2020,Freiburg,M'gladbach,1,0
06/06/2020,Ein Frankfurt,Mainz,0,2
06/06/2020,Fortuna Dusseldorf,Hoffenheim,2,2
06/06/2020,Leverkusen,Bayern Munich,2,4
06/06/2020,RB Leipzig,Paderborn,1,1
06/06/2020,Dortmund,Hertha,1,0
07/06/2020,Werder Bremen,Wolfsburg,0,1
07/06/2020,Union Berlin,Schalke 04,1,1
07/06/2020,Augsburg,FC Koln,1,1
12/06/2020,Hoffenheim,RB Leipzig,0,2
13/06/2020,FC Koln,Union Berlin,1,2
13/06/2020,Fortuna Dusseldorf,Dortmund,0,1
13/06/2020,Hertha,Ein Frankfurt,1,4
13/06/2020,Paderborn,Werder Bremen,1,5
13/06/2020,Wolfsburg,Freiburg,2,2
13/06/2020,Bayern Munich,M'gladbach,2,1
14/06/2020,Mainz,Augsburg,0,1
14/06/2020,Schalke 04,Leverkusen,1,1
16/06/2020,M'gladbach,Wolfsburg,3,0
16/06/2020,Freiburg,Hertha,2,1
16/06/2020,Union Berlin,Paderborn,1,0
16/06/2020,Werder Bremen,Bayern Munich,0,1
17/06/2020,Ein Frankfurt,Schalke 04,2,1
17/06/2020,Augsburg,Hoffenheim,1,3
17/06/2020,Dortmund,Mainz,0,2
17/06/2020,Leverkusen,FC Koln,3,1
17/06/2020,RB Leipzig,Fortuna Dusseldorf,2,2
20/06/2020,Bayern Munich,Freiburg,3,1
20/06/2020,FC Koln,Ein Frankfurt,1,1
20/06/2020,Fortuna Dusseldorf,Augsburg,1,1
20/06/2020,Hertha,Leverkusen,2,0
20/06/2020,Hoffenheim,Union Berlin,4,0
20/06/2020,Mainz,Werder Bremen,3,1
20/06/2020,Paderborn,M'gladbach,1,3
20/06/2020,RB Leipzig,Dortmund,0,2
20/06/2020,Schalke 04,Wolfsburg,1,4
27/06/2020,Augsburg,RB Leipzig,1,2
27/06/2020,Dortmund,Hoffenheim,0,4
27/06/2020,Ein Frankfurt,Paderborn,3,2
27/06/2020,Freiburg,Schalke 04,4,0
27/06/2020,Leverkusen,Mainz,1,0
27/06/2020,M'gladbach,Hertha,2,1
27/06/2020,Union Berlin,Fortuna Dusseldorf,3,0
27/06/2020,Werder Bremen,FC Koln,6,1
27/06/2020,Wolfsburg,Bayern Munich,0,4
