Date,HomeTeam,AwayTeam,FTHG,FTAG
25/04/09,Bayern Munich,Schalke 04,0,1
25/04/09,Dortmund,Hamburg,2,0
25/04/09,Hannover,FC Koln,2,1
25/04/09,Leverkusen,Karlsruhe,0,1
25/04/09,Stuttgart,Ein Frankfurt,2,0
25/04/09,Werder Bremen,Bochum,3,2
26/04/09,Cottbus,Wolfsburg,2,0
26/04/09,M'gladbach,Bielefeld,1,1
01/05/09,Bochum,Hannover,0,2
02/05/09,Bayern Munich,M'gladbach,2,1
02/05/09,Bielefeld,Stuttgart,2,2
02/05/09,Ein Frankfurt,Dortmund,0,2
02/05/09,Karlsruhe,Cottbus,0,0
02/05/09,Schalke 04,Leverkusen,1,2
02/05/09,Wolfsburg,Hoffenheim,4,0
03/05/09,FC Koln,Werder Bremen,1,0
03/05/09,Hamburg,Hertha,1,1
08/05/09,Leverkusen,Bielefeld,2,2
09/05/09,Cottbus,Bayern Munich,1,3
09/05/09,Dortmund,Karlsruhe,4,0
09/05/09,Hannover,Ein Frankfurt,1,1
09/05/09,Hertha,Bochum,2,0
09/05/09,Hoffenheim,FC Koln,2,0
09/05/09,Stuttgart,Wolfsburg,4,1
10/05/09,M'gladbach,Schalke 04,1,0
10/05/09,Werder Bremen,Hamburg,2,0
12/05/09,Bayern Munich,Leverkusen,3,0
12/05/09,FC Koln,Hertha,1,2
12/05/09,Karlsruhe,Hannover,2,3
12/05/09,Wolfsburg,Dortmund,3,0
13/05/09,Bielefeld,Hoffenheim,0,2
13/05/09,Cottbus,M'gladbach,0,1
13/05/09,Ein Frankfurt,Werder Bremen,0,5
13/05/09,Hamburg,Bochum,3,1
13/05/09,Schalke 04,Stuttgart,1,2
16/05/09,Bochum,Ein Frankfurt,2,0
16/05/09,Dortmund,Bielefeld,6,0
16/05/09,Hamburg,FC Koln,0,1
16/05/09,Hannover,Wolfsburg,0,5
16/05/09,Hertha,Schalke 04,0,0
16/05/09,Hoffenheim,Bayern Munich,2,2
16/05/09,Leverkusen,M'gladbach,5,0
16/05/09,Stuttgart,Cottbus,2,0
16/05/09,Werder Bremen,Karlsruhe,1,3
23/05/09,Bayern Munich,Stuttgart,2,1
23/05/09,Bielefeld,Hannover,2,2
23/05/09,Cottbus,Leverkusen,3,0
23/05/09,Ein Frankfurt,Hamburg,2,3
23/05/09,FC Koln,Bochum,1,1
23/05/09,Karlsruhe,Hertha,4,0
23/05/09,M'gladbach,Dortmund,1,1
23/05/09,Schalke 04,Hoffenheim,2,3
23/05/09,Wolfsburg,Werder Bremen,5,1
