Date,HomeTeam,AwayTeam,FTHG,FTAG
18/09/2020,Bayern Munich,Schalke 04,8,0
19/09/2020,Ein Frankfurt,Bielefeld,1,1
19/09/2020,FC Koln,Hoffenheim,2,3
19/09/2020,Stuttgart,Freiburg,2,3
19/09/2020,Union Berlin,Augsburg,1,3
19/09/2020,Werder Bremen,Hertha,1,4
19/09/2020,Dortmund,M'gladbach,3,0
20/09/2020,RB Leipzig,Mainz,3,1
20/09/2020,Wolfsburg,Leverkusen,0,0
25/09/2020,Hertha,Ein Frankfurt,1,3
26/09/2020,Augsburg,Dortmund,2,0
26/09/2020,Bielefeld,FC Koln,1,0
26/09/2020,Leverkusen,RB Leipzig,1,1
26/09/2020,Mainz,Stuttgart,1,4
26/09/2020,M'gladbach,Union Berlin,1,1
26/09/2020,Schalke 04,Werder Bremen,1,3
27/09/2020,Hoffenheim,Bayern Munich,4,1
27/09/2020,Freiburg,Wolfsburg,1,1
02/10/2020,Union Berlin,Mainz,4,0
03/10/2020,Dortmund,Freiburg,4,0
03/10/2020,Ein Frankfurt,Hoffenheim,2,1
03/10/2020,FC Koln,M'gladbach,1,3
03/10/2020,Stuttgart,Leverkusen,1,1
03/10/2020,Werder Bremen,Bielefeld,1,0
03/10/2020,RB Leipzig,Schalke 04,4,0
04/10/2020,Wolfsburg,Augsburg,0,0
04/10/2020,Bayern Munich,Hertha,4,3
17/10/2020,Augsburg,RB Leipzig,0,2
17/10/2020,Freiburg,Werder Bremen,1,1
17/10/2020,Hertha,Stuttgart,0,2
17/10/2020,Hoffenheim,Dortmund,0,1
17/10/2020,Mainz,Leverkusen,0,1
17/10/2020,Bielefeld,Bayern Munich,1,4
17/10/2020,M'gladbach,Wolfsburg,1,1
18/10/2020,FC Koln,Ein Frankfurt,1,1
18/10/2020,Schalke 04,Union Berlin,1,1
23/10/2020,Stuttgart,FC Koln,1,1
24/10/2020,Bayern Munich,Ein Frankfurt,5,0
24/10/2020,Mainz,M'gladbach,2,3
24/10/2020,RB Leipzig,Hertha,2,1
24/10/2020,Union Berlin,Freiburg,1,1
24/10/2020,Dortmund,Schalke 04,3,0
25/10/2020,Wolfsburg,Bielefeld,2,1
25/10/2020,Werder Bremen,Hoffenheim,1,1
26/10/2020,Leverkusen,Augsburg,3,1
30/10/2020,Schalke 04,Stuttgart,1,1
31/10/2020,Augsburg,Mainz,3,1
31/10/2020,Bielefeld,Dortmund,0,2
31/10/2020,Ein Frankfurt,Werder Bremen,1,1
31/10/2020,FC Koln,Bayern Munich,1,2
31/10/2020,M'gladbach,RB Leipzig,1,0
01/11/2020,Freiburg,Leverkusen,2,4
01/11/2020,Hertha,Wolfsburg,1,1
02/11/2020,Hoffenheim,Union Berlin,1,3
06/11/2020,Werder Bremen,FC Koln,1,1
07/11/2020,Augsburg,Hertha,0,3
07/11/2020,Mainz,Schalke 04,2,2
07/11/2020,RB Leipzig,Freiburg,3,0
07/11/2020,Stuttgart,Ein Frankfurt,2,2
07/11/2020,Union Berlin,Bielefeld,5,0
07/11/2020,Dortmund,Bayern Munich,2,3
08/11/2020,Wolfsburg,Hoffenheim,2,1
08/11/2020,Leverkusen,M'gladbach,4,3
21/11/2020,Bayern Munich,Werder Bremen,1,1
21/11/2020,Bielefeld,Leverkusen,1,2
21/11/2020,Hoffenheim,Stuttgart,3,3
21/11/2020,M'gladbach,Augsburg,1,1
21/11/2020,Schalke 04,Wolfsburg,0,2
21/11/2020,Ein Frankfurt,RB Leipzig,1,1
21/11/2020,Hertha,Dortmund,2,5
22/11/2020,Freiburg,Mainz,1,3
22/11/2020,FC Koln,Union Berlin,1,2
27/11/2020,Wolfsburg,Werder Bremen,5,3
28/11/2020,Augsburg,Freiburg,1,1
28/11/2020,Dortmund,FC Koln,1,2
28/11/2020,RB Leipzig,Bielefeld,2,1
28/11/2020,Stuttgart,Bayern Munich,1,3
28/11/2020,Union Berlin,Ein Frankfurt,3,3
28/11/2020,M'gladbach,Schalke 04,4,1
29/11/2020,Leverkusen,Hertha,0,0
29/11/2020,Mainz,Hoffenheim,1,1
04/12/2020,Hertha,Union Berlin,3,1
05/12/2020,Bielefeld,Mainz,2,1
05/12/2020,Ein Frankfurt,Dortmund,1,1
05/12/2020,FC Koln,Wolfsburg,2,2
05/12/2020,Freiburg,M'gladbach,2,2
05/12/2020,Bayern Munich,RB Leipzig,3,3
06/12/2020,Werder Bremen,Stuttgart,1,2
06/12/2020,Schalke 04,Leverkusen,0,3
07/12/2020,Hoffenheim,Augsburg,3,1
11/12/2020,Wolfsburg,Ein Frankfurt,2,1
12/12/2020,Dortmund,Stuttgart,1,5
12/12/2020,Freiburg,Bielefeld,2,0
12/12/2020,Mainz,FC Koln,0,1
12/12/2020,M'gladbach,Hertha,1,1
12/12/2020,RB Leipzig,Werder Bremen,2,0
12/12/2020,Union Berlin,Bayern Munich,1,1
13/12/2020,Augsburg,Schalke 04,2,2
13/12/2020,Leverkusen,Hoffenheim,4,1
15/12/2020,Ein Frankfurt,M'gladbach,3,3
15/12/2020,Hertha,Mainz,0,0
15/12/2020,Stuttgart,Union Berlin,2,2
15/12/2020,Werder Bremen,Dortmund,1,2
16/12/2020,Schalke 04,Freiburg,0,2
16/12/2020,Bayern Munich,Wolfsburg,2,1
16/12/2020,Bielefeld,Augsburg,0,1
16/12/2020,FC Koln,Leverkusen,0,4
16/12/2020,Hoffenheim,RB Leipzig,0,1
18/12/2020,Union Berlin,Dortmund,2,1
19/12/2020,Augsburg,Ein Frankfurt,0,2
19/12/2020,Mainz,Werder Bremen,0,1
19/12/2020,M'gladbach,Hoffenheim,1,2
19/12/2020,RB Leipzig,FC Koln,0,0
