date,home_team,home_score,away_team,away_score,SOOT
2013-12-10,Vaxjo,3,HV 71,1,
2013-12-10,Skelleftea,3,Brynas,1,
2013-12-10,Linkoping,7,Leksand,1,
2013-12-10,Frolunda,3,Orebro,2,SO
2013-12-10,Farjestad,2,Lulea,1,
2013-12-10,AIK,3,Modo,2,OT
2013-12-12,Brynas,3,Linkoping,0,
2013-12-12,HV 71,3,Frolunda,2,
2013-12-12,Farjestad,1,Vaxjo,2,SO
2013-12-12,Orebro,1,AIK,4,
2013-12-12,Modo,0,Lulea,3,
2013-12-12,Leksand,0,Skelleftea,5,
2013-12-14,Modo,6,Leksand,3,
2013-12-14,Lulea,5,HV 71,3,
2013-12-14,Linkoping,6,Vaxjo,2,
2013-12-14,Frolunda,1,Skelleftea,4,
2013-12-14,Orebro,4,Farjestad,3,OT
2013-12-15,AIK,1,Brynas,8,
2013-12-26,Brynas,3,Modo,2,OT
2013-12-26,Vaxjo,2,Orebro,1,OT
2013-12-26,AIK,1,Leksand,3,
2013-12-26,Lulea,0,Farjestad,2,
2013-12-26,Skelleftea,1,Frolunda,6,
2013-12-26,HV 71,1,Linkoping,7,
2013-12-28,Orebro,4,HV 71,5,OT
2013-12-28,Linkoping,5,AIK,2,
2013-12-28,Frolunda,2,Brynas,3,OT
2013-12-28,Farjestad,2,Modo,1,
2013-12-28,Vaxjo,3,Skelleftea,2,SO
2013-12-28,Leksand,0,Lulea,3,
2013-12-30,Brynas,2,Vaxjo,5,
2013-12-30,Leksand,4,Farjestad,3,
2013-12-30,Skelleftea,4,HV 71,1,
2013-12-30,Lulea,2,Frolunda,1,
2013-12-30,Linkoping,2,Orebro,4,
2013-12-30,Modo,3,AIK,1,
2014-01-02,AIK,3,HV 71,4,OT
2014-01-04,HV 71,4,AIK,1,
2014-01-04,Frolunda,2,Farjestad,3,
2014-01-07,Skelleftea,4,Farjestad,0,
2014-01-07,Orebro,3,Brynas,6,
2014-01-07,Frolunda,4,Leksand,0,
2014-01-08,AIK,1,Lulea,4,
2014-01-08,Vaxjo,7,Linkoping,0,
2014-01-08,HV 71,2,Modo,3,
2014-01-09,Orebro,3,Skelleftea,2,SO
2014-01-09,Leksand,3,Brynas,2,
2014-01-09,Farjestad,1,Frolunda,2,
2014-01-10,Vaxjo,1,Lulea,0,
2014-01-10,Linkoping,8,Modo,2,
2014-01-11,Linkoping,3,HV 71,4,
2014-01-11,Lulea,1,Orebro,0,
2014-01-11,Skelleftea,0,Vaxjo,6,
2014-01-11,Farjestad,5,Leksand,1,
2014-01-11,Brynas,2,AIK,1,
2014-01-14,Frolunda,3,Linkoping,4,SO
2014-01-15,Modo,4,Orebro,1,
2014-01-15,Lulea,2,Skelleftea,1,
2014-01-16,Leksand,2,HV 71,4,
2014-01-16,Brynas,2,Farjestad,3,SO
2014-01-16,AIK,3,Vaxjo,1,
2014-01-17,Lulea,3,Linkoping,2,
2014-01-17,Orebro,1,Frolunda,3,
2014-01-17,Skelleftea,1,Modo,2,
2014-01-18,AIK,2,Farjestad,4,
2014-01-18,Vaxjo,4,Leksand,5,
2014-01-18,HV 71,4,Brynas,5,SO
2014-01-21,HV 71,4,Skelleftea,2,
2014-01-21,Frolunda,1,Modo,2,SO
2014-01-23,Brynas,1,Leksand,2,
2014-01-23,Farjestad,3,HV 71,4,OT
2014-01-23,Modo,1,Vaxjo,3,
2014-01-23,Linkoping,2,Skelleftea,4,
2014-01-23,Frolunda,4,AIK,1,
2014-01-23,Orebro,3,Lulea,0,
2014-01-25,Lulea,3,AIK,0,
2014-01-25,Leksand,3,Frolunda,2,
2014-01-25,Vaxjo,4,Farjestad,2,
2014-01-25,Modo,1,Linkoping,3,
2014-01-25,Brynas,3,Orebro,0,
2014-01-28,Vaxjo,7,Brynas,2,
2014-01-28,Skelleftea,5,Lulea,1,
2014-01-28,AIK,2,Orebro,1,OT
2014-01-29,Frolunda,4,HV 71,1,
2014-01-29,Leksand,0,Modo,1,
2014-01-29,Linkoping,1,Farjestad,4,
2014-01-30,Orebro,3,Vaxjo,6,
2014-01-30,Lulea,3,Brynas,1,
2014-01-30,AIK,1,Skelleftea,4,
2014-01-31,Modo,5,HV 71,1,
2014-01-31,Linkoping,3,Frolunda,5,
2014-01-31,Farjestad,4,Leksand,0,
2014-02-01,Modo,2,AIK,1,
2014-02-01,Lulea,6,Linkoping,0,
2014-02-01,Leksand,1,Orebro,3,
2014-02-01,HV 71,5,Farjestad,3,
2014-02-01,Brynas,1,Skelleftea,4,
2014-02-02,Frolunda,2,Vaxjo,1,
2014-02-04,Vaxjo,1,Skelleftea,2,OT
2014-02-04,Orebro,0,Modo,1,
2014-02-04,Leksand,5,Linkoping,2,
2014-02-04,Frolunda,4,Lulea,2,
2014-02-04,Farjestad,3,Brynas,2,OT
2014-02-04,AIK,3,HV 71,1,
2014-02-06,Brynas,3,AIK,2,OT
2014-02-06,Farjestad,2,Linkoping,4,
2014-02-06,Skelleftea,4,Orebro,2,
2014-02-06,Lulea,3,Leksand,2,OT
2014-02-06,Modo,1,Frolunda,2,
2014-02-06,HV 71,2,Vaxjo,1,
2014-02-08,Lulea,2,Vaxjo,3,
2014-02-08,Modo,4,Brynas,6,
2014-02-08,Frolunda,3,Farjestad,1,
2014-02-08,Orebro,1,Leksand,3,
2014-02-08,Skelleftea,4,HV 71,1,
2014-02-08,AIK,4,Linkoping,5,
2014-02-25,Vaxjo,3,Modo,2,OT
2014-02-25,Linkoping,6,Skelleftea,5,SO
2014-02-25,Farjestad,4,AIK,3,OT
2014-02-26,Orebro,6,Frolunda,0,
2014-02-26,Leksand,1,Brynas,0,
2014-02-26,HV 71,0,Lulea,3,
2014-02-27,AIK,2,Skelleftea,6,
2014-02-27,Modo,2,Linkoping,3,SO
2014-02-27,Farjestad,2,Vaxjo,4,
2014-02-28,Lulea,3,Orebro,4,
2014-02-28,HV 71,4,Leksand,1,
2014-02-28,Brynas,4,Frolunda,5,
2014-03-01,Orebro,1,Brynas,2,
2014-03-01,AIK,2,Lulea,1,
2014-03-01,Modo,0,Farjestad,1,
2014-03-01,Skelleftea,7,Leksand,0,
2014-03-01,Vaxjo,4,Frolunda,2,
2014-03-01,Linkoping,5,HV 71,1,
2014-03-03,Vaxjo,0,Linkoping,1,
2014-03-03,Skelleftea,1,Frolunda,6,
2014-03-03,Leksand,2,AIK,4,
2014-03-04,Lulea,3,Modo,4,SO
2014-03-04,Farjestad,5,Orebro,2,
2014-03-04,Brynas,8,HV 71,1,
2014-03-06,Frolunda,0,Leksand,3,
2014-03-06,HV 71,2,Orebro,4,
2014-03-06,Lulea,1,Farjestad,3,
2014-03-06,Modo,4,Skelleftea,2,
2014-03-06,Vaxjo,3,AIK,2,
2014-03-06,Linkoping,2,Brynas,3,
2014-03-08,Orebro,1,Linkoping,2,OT
2014-03-08,Leksand,6,Vaxjo,4,
2014-03-08,HV 71,5,Modo,3,
2014-03-08,Farjestad,3,Skelleftea,2,SO
2014-03-08,Brynas,3,Lulea,1,
2014-03-08,AIK,1,Frolunda,4,
