date,home_team,home_score,away_team,away_score,SOOT
2005-09-26,Timra,3,Djurgarden,2,
2005-09-26,Brynas,4,Leksand,1,
2005-09-26,Mora,1,Farjestad,4,
2005-09-26,HV 71,2,Sodertalje,0,
2005-09-27,Modo,3,Frolunda,1,
2005-09-27,Lulea,2,Linkoping,3,
2005-09-29,Brynas,3,Modo,2,
2005-09-29,Djurgarden,2,Sodertalje,4,
2005-09-29,Lulea,3,Farjestad,4,
2005-09-29,HV 71,6,Leksand,2,
2005-09-29,Linkoping,4,Timra,2,
2005-09-29,Frolunda,3,Mora,2,OT
2005-10-01,Timra,0,Farjestad,3,
2005-10-01,Sodertalje,1,Frolunda,11,
2005-10-01,Mora,1,HV 71,2,
2005-10-01,Modo,0,Linkoping,1,
2005-10-01,Lulea,3,Leksand,1,
2005-10-02,Djurgarden,1,Brynas,2,OT
2005-10-03,Mora,3,Timra,0,
2005-10-03,Leksand,3,Linkoping,4,
2005-10-03,Farjestad,3,Lulea,4,
2005-10-04,Frolunda,2,Djurgarden,1,
2005-10-04,Sodertalje,1,Brynas,1,OT
2005-10-04,HV 71,0,Modo,1,
2005-10-06,Lulea,6,Mora,2,
2005-10-06,Timra,3,HV 71,4,
2005-10-06,Linkoping,4,Modo,1,
2005-10-06,Farjestad,1,Frolunda,3,
2005-10-06,Djurgarden,5,Leksand,1,
2005-10-06,Brynas,3,Sodertalje,1,
2005-10-08,Frolunda,4,Timra,3,
2005-10-08,Leksand,2,Farjestad,2,OT
2005-10-08,Lulea,2,Brynas,0,
2005-10-08,Modo,3,Sodertalje,0,
2005-10-08,Linkoping,2,Mora,0,
2005-10-09,Djurgarden,2,HV 71,8,
2005-10-10,Mora,1,Modo,4,
2005-10-10,Leksand,1,Timra,2,
2005-10-10,Brynas,1,Frolunda,3,
2005-10-11,Farjestad,7,Djurgarden,1,
2005-10-11,HV 71,2,Linkoping,3,OT
2005-10-11,Sodertalje,1,Lulea,0,
2005-10-13,Frolunda,8,Lulea,2,
2005-10-13,HV 71,2,Farjestad,1,
2005-10-13,Timra,3,Brynas,2,
2005-10-13,Modo,2,Leksand,1,
2005-10-13,Mora,2,Sodertalje,1,
2005-10-13,Linkoping,4,Djurgarden,1,
2005-10-15,Sodertalje,1,Timra,2,
2005-10-15,Lulea,0,HV 71,4,
2005-10-15,Leksand,2,Frolunda,6,
2005-10-15,Farjestad,1,Linkoping,1,OT
2005-10-15,Brynas,5,Mora,4,
2005-10-16,Djurgarden,4,Modo,2,
2005-10-17,Mora,2,Leksand,0,
2005-10-17,Linkoping,4,Sodertalje,2,
2005-10-17,Frolunda,1,HV 71,2,OT
2005-10-18,Farjestad,4,Brynas,1,
2005-10-18,Lulea,5,Djurgarden,2,
2005-10-18,Modo,4,Timra,4,OT
2005-10-20,Sodertalje,2,Leksand,1,
2005-10-20,Modo,1,Farjestad,1,OT
2005-10-20,HV 71,2,Brynas,1,OT
2005-10-20,Frolunda,6,Linkoping,2,
2005-10-20,Djurgarden,2,Mora,5,
2005-10-20,Timra,2,Lulea,0,
2005-10-22,Timra,2,Linkoping,0,
2005-10-22,Lulea,3,Frolunda,6,
2005-10-22,Leksand,3,Modo,2,
2005-10-22,HV 71,4,Mora,0,
2005-10-22,Farjestad,2,Sodertalje,1,
2005-10-22,Brynas,2,Djurgarden,3,OT
2005-10-24,Mora,2,Frolunda,3,OT
2005-10-24,Modo,2,HV 71,4,
2005-10-24,Farjestad,3,Timra,2,
2005-10-25,Djurgarden,2,Lulea,0,
2005-10-25,Linkoping,3,Brynas,0,
2005-10-25,Leksand,4,Sodertalje,4,OT
2005-10-27,Sodertalje,2,Farjestad,1,
2005-10-27,Mora,1,Linkoping,3,
2005-10-27,Lulea,5,Modo,1,
2005-10-27,HV 71,2,Djurgarden,3,OT
2005-10-27,Frolunda,3,Brynas,1,
2005-10-27,Timra,1,Leksand,1,OT
2005-10-29,Sodertalje,1,Mora,2,
2005-10-29,Leksand,2,Frolunda,3,
2005-10-29,HV 71,5,Lulea,3,
2005-10-29,Farjestad,1,Modo,0,
2005-10-29,Brynas,5,Linkoping,2,
2005-10-29,Djurgarden,1,Timra,2,
2005-10-31,Linkoping,0,Lulea,0,OT
2005-10-31,Djurgarden,5,Frolunda,1,
2005-11-01,Brynas,1,Farjestad,2,
2005-11-01,Leksand,0,HV 71,3,
2005-11-01,Timra,2,Sodertalje,5,
2005-11-01,Modo,5,Mora,2,
2005-11-03,Mora,1,Brynas,4,
2005-11-03,Modo,5,Djurgarden,2,
2005-11-03,Lulea,6,Sodertalje,3,
