date,home_team,home_score,away_team,away_score,SOOT
1994-10-17,Modo,3,Brynas,3,
1994-10-18,Djurgarden,7,Leksand,1,
1994-10-20,Malmo,3,Frolunda,2,
1994-10-20,Lulea,7,Vasteras,3,
1994-10-20,HV 71,6,Rogle,3,
1994-10-20,Farjestad,2,Leksand,4,
1994-10-20,Brynas,4,Djurgarden,3,
1994-10-23,HV 71,4,Farjestad,3,
1994-10-23,Lulea,6,Frolunda,2,
1994-10-23,Modo,2,Rogle,5,
1994-10-23,Malmo,4,Brynas,3,
1994-10-23,Vasteras,1,AIK,5,
1994-10-25,Rogle,2,Malmo,6,
1994-10-25,Leksand,3,Vasteras,1,
1994-10-25,Frolunda,1,Modo,1,
1994-10-25,Farjestad,1,Djurgarden,2,
1994-10-25,Brynas,8,HV 71,6,
1994-10-25,AIK,4,Lulea,4,
1994-10-27,Farjestad,2,Brynas,4,
1994-10-27,HV 71,2,Frolunda,2,
1994-10-27,Djurgarden,4,Rogle,1,
1994-10-27,Malmo,3,AIK,1,
1994-10-27,Modo,3,Vasteras,3,
1994-10-27,Leksand,3,Lulea,4,
1994-10-30,Rogle,1,Farjestad,3,
1994-10-30,Lulea,4,Modo,7,
1994-10-30,Brynas,5,Leksand,4,
1994-10-30,AIK,2,HV 71,7,
1994-10-30,Vasteras,6,Malmo,0,
1994-11-01,Malmo,2,Lulea,4,
1994-11-01,Leksand,7,Modo,3,
1994-11-01,HV 71,6,Vasteras,5,
1994-11-01,Farjestad,5,Frolunda,4,
1994-11-01,Djurgarden,2,AIK,2,
1994-11-01,Brynas,2,Rogle,0,
1994-11-13,AIK,5,Farjestad,6,
1994-11-13,Lulea,5,HV 71,1,
1994-11-13,Rogle,4,Leksand,3,
1994-11-13,Frolunda,3,Brynas,3,
1994-11-14,Vasteras,2,Djurgarden,4,
1994-11-15,Modo,7,Malmo,4,
1994-11-15,AIK,5,Leksand,4,
1994-11-17,Rogle,4,Frolunda,3,
1994-11-17,Leksand,3,Malmo,2,
1994-11-17,HV 71,2,Modo,2,
1994-11-17,Farjestad,3,Vasteras,6,
1994-11-17,Djurgarden,4,Lulea,8,
1994-11-17,Brynas,2,AIK,2,
1994-11-20,Frolunda,7,Leksand,3,
1994-11-20,Lulea,2,Farjestad,5,
1994-11-20,Malmo,2,HV 71,2,
1994-11-20,Vasteras,2,Brynas,4,
1994-11-20,Modo,3,Djurgarden,3,
1994-11-21,AIK,2,Rogle,4,
1994-11-24,Rogle,1,Vasteras,6,
1994-11-24,Leksand,8,HV 71,2,
1994-11-24,Frolunda,5,AIK,1,
1994-11-24,Farjestad,4,Modo,2,
1994-11-24,Brynas,2,Lulea,4,
1994-11-27,Vasteras,6,Frolunda,1,
1994-11-27,Lulea,6,Rogle,2,
1994-11-27,HV 71,4,Djurgarden,2,
1994-11-27,Brynas,2,Modo,1,
1994-11-28,Malmo,6,Farjestad,2,
1994-11-29,Frolunda,2,Djurgarden,3,
1994-12-01,Vasteras,4,Lulea,2,
1994-12-01,Rogle,3,HV 71,2,
1994-12-01,Modo,10,AIK,2,
1994-12-01,Leksand,5,Farjestad,1,
1994-12-01,Frolunda,0,Malmo,4,
1994-12-01,Djurgarden,3,Brynas,2,
1994-12-04,Leksand,1,Djurgarden,1,
1994-12-04,Frolunda,4,Lulea,1,
1994-12-04,Farjestad,3,HV 71,1,
1994-12-04,Brynas,3,Malmo,1,
1994-12-04,AIK,3,Vasteras,2,
1994-12-05,Rogle,3,Modo,5,
1994-12-06,Djurgarden,2,Malmo,4,
1994-12-08,Djurgarden,2,Farjestad,4,
1994-12-08,HV 71,0,Brynas,1,
1994-12-08,Malmo,1,Rogle,0,
1994-12-08,Modo,0,Frolunda,1,
1994-12-08,Vasteras,6,Leksand,4,
1994-12-08,Lulea,5,AIK,2,
1995-01-06,Leksand,6,Vasteras,4,
1995-01-06,HV 71,3,Malmo,4,
1995-01-06,Farjestad,3,AIK,2,
1995-01-06,Djurgarden,2,Lulea,5,
1995-01-08,Vasteras,4,Brynas,1,
1995-01-08,Modo,4,Farjestad,0,
1995-01-08,Malmo,1,Leksand,1,
1995-01-08,Lulea,7,HV 71,1,
1995-01-09,AIK,0,Djurgarden,5,
1995-01-12,Djurgarden,5,Modo,4,
1995-01-12,Farjestad,2,Brynas,2,
1995-01-12,Malmo,5,Vasteras,2,
1995-01-12,Leksand,7,Lulea,2,
1995-01-12,HV 71,3,AIK,4,
1995-01-15,Modo,2,HV 71,2,
1995-01-15,Lulea,1,Malmo,1,
1995-01-15,Brynas,0,Djurgarden,5,
1995-01-15,AIK,2,Leksand,2,
1995-01-16,Vasteras,2,Farjestad,5,
1995-01-17,Brynas,5,Modo,2,
1995-01-19,Malmo,4,AIK,2,
1995-01-19,Lulea,3,Brynas,2,
1995-01-19,Leksand,3,Modo,1,
1995-01-19,HV 71,2,Vasteras,6,
1995-01-19,Djurgarden,5,Farjestad,2,
1995-01-22,AIK,0,Lulea,5,
1995-01-22,Vasteras,2,Djurgarden,3,
1995-01-22,Modo,3,Malmo,4,
1995-01-22,Farjestad,2,HV 71,4,
1995-01-23,Brynas,2,Leksand,3,
1995-01-25,AIK,3,Brynas,3,
1995-01-26,Vasteras,6,Modo,2,
1995-01-26,HV 71,3,Leksand,3,
1995-01-26,Farjestad,3,Lulea,3,
1995-01-26,Djurgarden,1,Malmo,2,
1995-01-29,AIK,1,Vasteras,5,
1995-01-29,HV 71,2,Djurgarden,3,
1995-01-29,Malmo,6,Brynas,6,
1995-01-29,Lulea,8,Modo,1,
1995-01-29,Leksand,4,Farjestad,3,
1995-01-31,Vasteras,5,Lulea,3,
1995-01-31,Modo,2,AIK,3,
1995-01-31,Farjestad,1,Malmo,4,
1995-01-31,Djurgarden,7,Leksand,3,
1995-01-31,Brynas,4,HV 71,1,
1995-02-02,Vasteras,6,Leksand,6,
1995-02-02,Modo,7,Brynas,1,
1995-02-02,Malmo,4,HV 71,1,
1995-02-02,Lulea,1,Djurgarden,5,
1995-02-02,AIK,5,Farjestad,0,
1995-02-05,Brynas,5,Vasteras,2,
1995-02-05,HV 71,4,Lulea,4,
1995-02-05,Farjestad,2,Modo,2,
1995-02-05,Djurgarden,3,AIK,2,
1995-02-06,Leksand,1,Malmo,1,
1995-02-14,Vasteras,3,Malmo,3,
1995-02-14,Modo,1,Djurgarden,4,
1995-02-14,Lulea,8,Leksand,0,
1995-02-14,Brynas,3,Farjestad,2,
1995-02-14,AIK,1,HV 71,1,
1995-02-16,Farjestad,4,Vasteras,4,
1995-02-16,Djurgarden,1,Brynas,1,
1995-02-16,Leksand,5,AIK,2,
1995-02-16,Malmo,2,Lulea,2,
1995-02-16,HV 71,2,Modo,1,
1995-02-19,Vasteras,4,HV 71,4,
1995-02-19,Modo,3,Leksand,5,
1995-02-19,Brynas,1,Lulea,6,
1995-02-19,AIK,2,Malmo,2,
1995-02-20,Farjestad,6,Djurgarden,3,
1995-02-23,Malmo,4,Modo,4,
1995-02-23,Lulea,6,AIK,4,
1995-02-23,Leksand,5,Brynas,3,
1995-02-23,HV 71,2,Farjestad,5,
1995-02-23,Djurgarden,4,Vasteras,4,
1995-02-26,Brynas,5,AIK,3,
1995-02-26,Leksand,3,HV 71,6,
1995-02-26,Malmo,0,Djurgarden,4,
1995-02-26,Modo,3,Vasteras,5,
1995-02-26,Lulea,3,Farjestad,0,
1995-02-28,Vasteras,6,AIK,4,
1995-02-28,Modo,2,Lulea,3,
1995-02-28,Farjestad,6,Leksand,7,
1995-02-28,Djurgarden,7,HV 71,4,
1995-02-28,Brynas,3,Malmo,5,
1995-03-02,Malmo,8,Farjestad,5,
1995-03-02,Lulea,4,Vasteras,4,
1995-03-02,Leksand,6,Djurgarden,0,
1995-03-02,HV 71,5,Brynas,3,
1995-03-02,AIK,5,Modo,2,
