date,home_team,home_score,away_team,away_score,SOOT
2018-09-15,Mora,2,Orebro,4,
2018-09-15,Farjestad,3,HV 71,1,
2018-09-15,Lulea,3,Brynas,1,
2018-09-15,Linkoping,4,Timra,1,
2018-09-15,Frolunda,2,Djurgarden,1,
2018-09-15,Skelleftea,5,Rogle,1,
2018-09-20,Timra,2,Vaxjo,1,
2018-09-20,Mora,2,Malmo,1,OT
2018-09-20,Lulea,2,Orebro,3,SO
2018-09-20,Linkoping,5,HV 71,1,
2018-09-20,Farjestad,1,Skelleftea,2,OT
2018-09-20,Djurgarden,5,Rogle,2,
2018-09-20,Brynas,3,Frolunda,4,OT
2018-09-22,Frolunda,3,Mora,4,
2018-09-22,Orebro,2,Djurgarden,8,
2018-09-22,Rogle,0,Brynas,4,
2018-09-22,Malmo,4,Farjestad,1,
2018-09-22,Vaxjo,0,Linkoping,1,OT
2018-09-22,HV 71,5,Lulea,2,
2018-09-22,Skelleftea,3,Timra,2,OT
2018-09-27,Brynas,1,Vaxjo,4,
2018-09-27,Djurgarden,4,Mora,1,
2018-09-27,HV 71,0,Malmo,1,
2018-09-27,Timra,1,Farjestad,0,
2018-09-27,Orebro,3,Linkoping,2,OT
2018-09-27,Rogle,1,Frolunda,2,OT
2018-09-27,Lulea,3,Skelleftea,5,
2018-09-29,Skelleftea,2,HV 71,3,SO
2018-09-29,Malmo,4,Djurgarden,3,SO
2018-09-29,Linkoping,2,Lulea,1,
2018-09-29,Vaxjo,2,Orebro,3,SO
2018-09-29,Mora,3,Brynas,2,OT
2018-10-02,Linkoping,4,Brynas,0,
2018-10-02,Malmo,1,Frolunda,2,
2018-10-02,Skelleftea,2,Vaxjo,1,
2018-10-04,Vaxjo,1,Frolunda,0,
2018-10-04,Rogle,1,Malmo,2,
2018-10-04,Lulea,3,Farjestad,0,
2018-10-04,Linkoping,7,Mora,4,
2018-10-04,HV 71,1,Djurgarden,3,
2018-10-04,Brynas,3,Timra,4,
2018-10-06,Djurgarden,1,Lulea,2,OT
2018-10-06,HV 71,3,Rogle,2,
2018-10-06,Brynas,3,Skelleftea,1,
