date,home_team,home_score,away_team,away_score,SOOT
2014-09-10,Lulea,3,Skelleftea,2,SO
2014-09-11,Frolunda,4,Brynas,0,
2014-09-11,Vaxjo,2,HV 71,0,
2014-09-11,Modo,1,Orebro,3,
2014-09-11,Leksand,1,Farjestad,2,
2014-09-13,Orebro,1,Frolunda,2,OT
2014-09-13,HV 71,6,Linkoping,4,
2014-09-13,Farjestad,2,Lulea,3,
2014-09-13,Djurgarden,2,Vaxjo,1,SO
2014-09-13,Brynas,4,Leksand,1,
2014-09-13,Skelleftea,6,Modo,2,
2014-09-15,Linkoping,2,Djurgarden,1,
2014-09-17,Orebro,1,Lulea,3,
2014-09-17,Djurgarden,4,Leksand,1,
2014-09-17,Brynas,1,Vaxjo,2,SO
2014-09-18,Farjestad,2,Modo,6,
2014-09-18,HV 71,5,Frolunda,0,
2014-09-18,Skelleftea,4,Linkoping,1,
2014-09-20,Frolunda,2,Djurgarden,1,
2014-09-20,Linkoping,3,Orebro,0,
2014-09-20,Leksand,0,Skelleftea,2,
2014-09-20,Vaxjo,3,Farjestad,4,SO
2014-09-20,Modo,4,HV 71,1,
2014-09-20,Lulea,2,Brynas,1,
2014-09-22,Linkoping,3,Vaxjo,5,
2014-09-25,Djurgarden,2,Farjestad,1,SO
2014-09-25,Orebro,2,HV 71,0,
2014-09-25,Leksand,0,Lulea,8,
2014-09-26,Skelleftea,4,Brynas,1,
2014-09-26,Frolunda,3,Modo,2,
2014-09-27,Vaxjo,4,Lulea,2,
2014-09-27,Orebro,5,Djurgarden,4,OT
2014-09-27,Modo,5,Leksand,3,
2014-09-27,HV 71,4,Skelleftea,3,
2014-09-27,Farjestad,3,Frolunda,2,SO
2014-09-27,Brynas,4,Linkoping,3,OT
2014-10-01,Brynas,4,Modo,3,
2014-10-01,Lulea,2,Frolunda,3,SO
2014-10-01,Linkoping,5,Leksand,1,
2014-10-02,Vaxjo,2,Orebro,3,
2014-10-02,Skelleftea,2,Farjestad,1,
2014-10-02,HV 71,2,Djurgarden,1,
2014-10-04,Djurgarden,1,Brynas,5,
2014-10-04,Leksand,3,Orebro,2,
2014-10-04,Lulea,2,HV 71,1,
2014-10-04,Frolunda,2,Skelleftea,3,SO
2014-10-04,Farjestad,1,Linkoping,5,
2014-10-04,Modo,0,Vaxjo,5,
2014-10-09,Orebro,5,Skelleftea,4,SO
2014-10-09,Linkoping,3,Lulea,2,
2014-10-09,Leksand,2,HV 71,3,OT
2014-10-09,Djurgarden,4,Modo,3,
2014-10-09,Vaxjo,1,Frolunda,2,
2014-10-10,Brynas,5,Farjestad,2,
2014-10-11,Skelleftea,3,Djurgarden,2,
2014-10-11,Modo,1,Lulea,4,
2014-10-11,Frolunda,4,Linkoping,1,
2014-10-11,Vaxjo,2,Leksand,0,
2014-10-11,Orebro,4,Farjestad,1,
2014-10-11,HV 71,5,Brynas,0,
2014-10-15,Farjestad,1,HV 71,2,
2014-10-15,Brynas,4,Orebro,1,
2014-10-15,Skelleftea,2,Vaxjo,1,
2014-10-15,Linkoping,1,Modo,2,
2014-10-16,Leksand,1,Frolunda,2,
2014-10-16,Lulea,3,Djurgarden,4,
2014-10-17,HV 71,6,Vaxjo,3,
2014-10-18,Orebro,3,Leksand,5,
2014-10-18,Farjestad,6,Skelleftea,3,
2014-10-18,Djurgarden,4,Linkoping,2,
2014-10-18,Modo,1,Brynas,3,
2014-10-18,Frolunda,2,Lulea,1,OT
2014-10-21,Brynas,1,Skelleftea,3,
2014-10-21,Vaxjo,5,Linkoping,4,OT
2014-10-21,HV 71,2,Leksand,0,
2014-10-22,Modo,3,Farjestad,2,SO
2014-10-22,Lulea,1,Orebro,3,
2014-10-22,Djurgarden,0,Frolunda,6,
2014-10-23,Skelleftea,1,HV 71,4,
2014-10-23,Linkoping,5,Brynas,0,
2014-10-23,Leksand,6,Vaxjo,3,
2014-10-24,Farjestad,2,Djurgarden,3,
2014-10-24,Lulea,2,Modo,3,
2014-10-24,Frolunda,1,Orebro,4,
2014-10-25,Skelleftea,2,Leksand,1,
2014-10-25,Modo,3,Frolunda,4,OT
2014-10-25,Djurgarden,2,Lulea,1,
2014-10-25,Brynas,4,HV 71,7,
2014-10-25,Orebro,5,Vaxjo,3,
2014-10-25,Linkoping,3,Farjestad,0,
2014-10-28,Frolunda,2,Farjestad,3,SO
2014-10-28,HV 71,4,Orebro,3,SO
2014-10-28,Leksand,3,Brynas,2,
2014-10-28,Lulea,4,Linkoping,3,SO
2014-10-28,Modo,3,Skelleftea,7,
2014-10-28,Vaxjo,6,Djurgarden,5,OT
2014-10-30,Skelleftea,3,Lulea,2,
2014-10-30,Orebro,3,Modo,4,SO
2014-10-30,Linkoping,2,HV 71,0,
2014-10-30,Frolunda,3,Vaxjo,2,SO
2014-10-30,Farjestad,3,Leksand,2,
2014-10-30,Brynas,4,Djurgarden,7,
2014-11-01,Leksand,3,Linkoping,2,OT
2014-11-01,Lulea,3,Farjestad,2,SO
2014-11-01,Vaxjo,5,Brynas,2,
2014-11-01,HV 71,3,Modo,4,
2014-11-01,Skelleftea,1,Frolunda,3,
2014-11-01,Djurgarden,2,Orebro,3,SO
2014-11-13,Vaxjo,2,Skelleftea,1,
2014-11-13,Orebro,4,Linkoping,3,SO
2014-11-13,Modo,1,Djurgarden,2,
2014-11-13,HV 71,2,Lulea,3,OT
2014-11-13,Frolunda,3,Leksand,1,
2014-11-13,Farjestad,3,Brynas,2,
2014-11-15,Brynas,3,Frolunda,0,
2014-11-15,Lulea,2,Vaxjo,1,
2014-11-15,Linkoping,3,Skelleftea,1,
2014-11-15,Farjestad,2,Orebro,0,
2014-11-15,Leksand,5,Modo,4,
2014-11-15,Djurgarden,3,HV 71,2,SO
2014-11-18,Brynas,7,Lulea,2,
2014-11-18,Leksand,5,Djurgarden,3,
2014-11-18,HV 71,0,Farjestad,1,
