date,home_team,home_score,away_team,away_score,SOOT
2011-09-13,Frolunda,2,Vaxjo,0,
2011-09-15,AIK,5,Timra,1,
2011-09-15,Farjestad,3,Skelleftea,2,SO
2011-09-15,Modo,1,Frolunda,4,
2011-09-15,Linkoping,3,Brynas,2,SO
2011-09-15,HV 71,1,Djurgarden,2,
2011-09-15,Lulea,2,Vaxjo,3,SO
2011-09-17,Farjestad,1,AIK,2,SO
2011-09-17,Frolunda,2,Lulea,1,
2011-09-17,Skelleftea,2,Timra,3,SO
2011-09-17,Brynas,3,HV 71,1,
2011-09-17,Djurgarden,1,Modo,4,
2011-09-17,Vaxjo,2,Linkoping,4,
2011-09-20,Linkoping,2,HV 71,1,
2011-09-20,Djurgarden,4,AIK,2,
2011-09-21,Brynas,0,Frolunda,2,
2011-09-22,Timra,1,Vaxjo,3,
2011-09-22,Modo,0,AIK,2,
2011-09-22,Lulea,5,Djurgarden,2,
2011-09-22,Linkoping,0,Skelleftea,4,
2011-09-22,HV 71,6,Farjestad,2,
2011-09-24,Farjestad,1,Brynas,4,
2011-09-24,AIK,1,Frolunda,0,SO
2011-09-24,Vaxjo,1,Skelleftea,4,
2011-09-24,Modo,3,Linkoping,2,
2011-09-24,HV 71,3,Lulea,2,SO
2011-09-24,Timra,4,Djurgarden,5,
2011-09-26,Linkoping,5,AIK,2,
2011-09-27,Vaxjo,4,Modo,2,
2011-09-27,Skelleftea,1,HV 71,3,
2011-09-27,Lulea,2,Farjestad,0,
2011-09-27,Frolunda,5,Timra,0,
2011-09-27,Djurgarden,2,Brynas,4,
2011-09-29,HV 71,6,Modo,1,
2011-09-29,Farjestad,2,Djurgarden,3,SO
2011-09-29,AIK,0,Lulea,1,
2011-09-29,Timra,4,Linkoping,2,
2011-10-01,Lulea,1,Timra,4,
2011-10-01,Djurgarden,2,Vaxjo,1,
2011-10-01,Brynas,4,AIK,3,
2011-10-01,Skelleftea,3,Frolunda,2,
2011-10-01,Modo,3,Farjestad,2,SO
2011-10-03,Vaxjo,3,Brynas,1,
2011-10-04,Skelleftea,4,Djurgarden,2,
2011-10-04,Lulea,3,Linkoping,2,
2011-10-04,Frolunda,2,Farjestad,3,OT
2011-10-04,AIK,7,HV 71,8,SO
2011-10-04,Timra,2,Modo,5,
2011-10-06,Modo,1,Skelleftea,2,
2011-10-06,Linkoping,2,Frolunda,1,
2011-10-06,HV 71,3,Timra,1,
2011-10-06,Farjestad,2,Vaxjo,3,SO
2011-10-06,Brynas,0,Lulea,1,
2011-10-08,Lulea,2,Modo,1,
2011-10-08,Timra,1,Brynas,3,
