date,home_team,home_score,away_team,away_score,SOOT
2007-09-24,HV 71,6,Frolunda,5,
2007-09-24,Sodertalje,2,Mora,1,
2007-09-24,Linkoping,3,Timra,2,
2007-09-25,Modo,5,Djurgarden,4,
2007-09-25,Lulea,2,Brynas,5,
2007-09-27,Brynas,9,Linkoping,1,
2007-09-27,Djurgarden,1,Farjestad,4,
2007-09-27,Timra,2,Sodertalje,0,
2007-09-27,Mora,4,Modo,3,
2007-09-27,Frolunda,2,Lulea,0,
2007-09-27,Skelleftea,1,HV 71,2,
2007-09-29,Sodertalje,2,Brynas,1,
2007-09-29,Skelleftea,3,Frolunda,1,
2007-09-29,Modo,1,Timra,4,
2007-09-29,Linkoping,3,Lulea,1,
2007-09-29,Farjestad,7,Mora,3,
2007-09-29,HV 71,4,Djurgarden,4,
2007-10-01,Mora,3,HV 71,2,
2007-10-01,Brynas,0,Modo,1,
2007-10-01,Timra,5,Farjestad,5,OT
2007-10-02,Lulea,2,Sodertalje,0,
2007-10-02,Frolunda,4,Linkoping,1,
2007-10-02,Djurgarden,4,Skelleftea,0,
2007-10-04,Farjestad,4,Brynas,2,
2007-10-04,Djurgarden,6,Frolunda,0,
2007-10-04,HV 71,2,Timra,1,
2007-10-04,Skelleftea,6,Mora,1,
2007-10-04,Sodertalje,4,Linkoping,3,
2007-10-04,Modo,6,Lulea,4,
2007-10-06,Timra,3,Skelleftea,2,OT
2007-10-06,Mora,3,Djurgarden,0,
2007-10-06,Lulea,6,Farjestad,4,
2007-10-06,Frolunda,4,Sodertalje,2,
2007-10-06,Brynas,4,HV 71,5,
2007-10-06,Linkoping,7,Modo,2,
2007-10-08,Skelleftea,6,Brynas,3,
2007-10-08,Modo,4,Sodertalje,3,
2007-10-09,Mora,2,Frolunda,4,
2007-10-09,HV 71,4,Lulea,0,
2007-10-09,Farjestad,2,Linkoping,3,OT
2007-10-09,Djurgarden,0,Timra,2,
2007-10-11,Brynas,1,Djurgarden,2,
2007-10-11,Frolunda,4,Modo,2,
2007-10-11,Linkoping,6,HV 71,3,
2007-10-11,Sodertalje,0,Farjestad,1,
2007-10-11,Lulea,3,Skelleftea,1,
2007-10-11,Timra,3,Mora,2,
2007-10-13,Timra,3,Frolunda,2,OT
2007-10-13,Skelleftea,4,Linkoping,1,
2007-10-13,HV 71,4,Sodertalje,1,
2007-10-13,Farjestad,2,Modo,3,OT
2007-10-13,Mora,2,Brynas,1,
2007-10-15,Lulea,4,Mora,3,OT
2007-10-15,Linkoping,0,Djurgarden,4,
2007-10-15,Frolunda,5,Farjestad,0,
2007-10-16,Sodertalje,1,Skelleftea,1,OT
2007-10-16,Modo,3,HV 71,4,
2007-10-16,Brynas,4,Timra,0,
2007-10-18,Frolunda,2,Timra,3,
2007-10-18,Farjestad,5,Skelleftea,4,OT
2007-10-18,Djurgarden,6,Lulea,1,
2007-10-20,Brynas,1,Frolunda,5,
2007-10-20,Djurgarden,1,Sodertalje,1,OT
2007-10-20,HV 71,3,Farjestad,0,
2007-10-20,Skelleftea,2,Modo,0,
2007-10-20,Timra,1,Lulea,0,
2007-10-20,Mora,0,Linkoping,0,OT
2007-10-22,Sodertalje,1,Djurgarden,2,
2007-10-22,Modo,2,Skelleftea,0,
2007-10-22,Farjestad,5,HV 71,2,
2007-10-23,Lulea,7,Timra,5,
2007-10-23,Linkoping,3,Mora,0,
2007-10-23,Frolunda,5,Brynas,1,
2007-10-25,Djurgarden,1,Linkoping,3,
2007-10-25,Farjestad,4,Frolunda,1,
2007-10-25,Skelleftea,1,Sodertalje,1,OT
2007-10-25,Mora,2,Lulea,5,
2007-10-25,Timra,3,Brynas,5,
2007-10-25,HV 71,3,Modo,2,
2007-10-27,Brynas,4,Mora,3,
2007-10-27,Sodertalje,0,HV 71,3,
2007-10-27,Modo,1,Farjestad,0,
2007-10-27,Lulea,2,Djurgarden,3,
2007-10-29,HV 71,6,Linkoping,5,OT
2007-10-29,Mora,2,Timra,5,
2007-10-29,Skelleftea,4,Lulea,3,OT
2007-10-30,Djurgarden,1,Brynas,1,OT
2007-10-30,Modo,2,Frolunda,1,
2007-10-30,Farjestad,2,Sodertalje,3,
2007-11-01,Timra,2,Djurgarden,1,OT
2007-11-01,Sodertalje,0,Modo,4,
2007-11-01,Lulea,2,HV 71,2,OT
2007-11-01,Linkoping,1,Farjestad,1,OT
2007-11-01,Frolunda,2,Mora,3,
2007-11-01,Brynas,4,Skelleftea,3,OT
2007-11-03,Skelleftea,2,Timra,1,
2007-11-03,Djurgarden,0,Mora,3,
2007-11-03,HV 71,5,Brynas,1,
2007-11-03,Modo,2,Linkoping,0,
2007-11-03,Sodertalje,7,Frolunda,2,
2007-11-03,Farjestad,5,Lulea,3,
2007-11-05,Linkoping,3,Skelleftea,2,
2007-11-13,Frolunda,5,Djurgarden,4,
2007-11-15,Brynas,2,Farjestad,5,
2007-11-15,Linkoping,3,Sodertalje,2,
2007-11-15,Lulea,2,Modo,3,OT
2007-11-15,Mora,3,Skelleftea,2,
2007-11-15,Timra,3,HV 71,1,
2007-11-17,Skelleftea,3,Djurgarden,4,
2007-11-17,Modo,2,Brynas,3,
2007-11-17,Linkoping,6,Frolunda,2,
2007-11-17,HV 71,4,Mora,2,
2007-11-17,Farjestad,7,Timra,1,
2007-11-17,Sodertalje,3,Lulea,4,
2007-11-19,Mora,1,Farjestad,4,
2007-11-19,Djurgarden,2,HV 71,8,
2007-11-19,Brynas,1,Sodertalje,3,
2007-11-20,Timra,2,Modo,1,
2007-11-20,Lulea,2,Linkoping,2,OT
2007-11-20,Frolunda,4,Skelleftea,1,
2007-11-22,HV 71,6,Skelleftea,2,
2007-11-22,Linkoping,6,Brynas,0,
2007-11-22,Farjestad,0,Djurgarden,3,
2007-11-22,Modo,2,Mora,3,
2007-11-22,Lulea,1,Frolunda,7,
2007-11-22,Sodertalje,3,Timra,1,
2007-11-24,Frolunda,2,HV 71,3,
2007-11-24,Brynas,2,Lulea,1,OT
2007-11-24,Skelleftea,3,Farjestad,3,OT
2007-11-24,Mora,1,Sodertalje,1,OT
2007-11-24,Djurgarden,4,Modo,1,
2007-11-24,Timra,2,Linkoping,6,
2007-11-26,Modo,2,Timra,0,
2007-11-26,Linkoping,4,Sodertalje,3,
2007-11-26,HV 71,5,Frolunda,3,
2007-11-27,Skelleftea,2,Farjestad,4,
2007-11-27,Lulea,5,Djurgarden,2,
2007-11-27,Brynas,1,Mora,0,
2007-11-29,Sodertalje,0,Skelleftea,1,
2007-11-29,Mora,4,HV 71,3,
2007-11-29,Frolunda,0,Lulea,6,
2007-11-29,Farjestad,8,Brynas,3,
2007-11-29,Djurgarden,4,Modo,2,
2007-11-29,Timra,3,Linkoping,1,
2007-12-01,Brynas,10,Sodertalje,2,
2007-12-01,Djurgarden,1,Timra,3,
2007-12-01,HV 71,3,Farjestad,1,
2007-12-01,Modo,1,Frolunda,2,
