date,home_team,home_score,away_team,away_score,SOOT
1993-09-23,Malmo,5,Vasteras,2,
1993-09-23,Djurgarden,5,Frolunda,0,
1993-09-23,Farjestad,3,Leksand,6,
1993-09-23,Lulea,4,Rogle,3,
1993-09-23,IF Bjorkloven,0,Brynas,7,
1993-09-23,HV 71,4,Modo,5,
1993-09-26,Rogle,4,IF Bjorkloven,3,
1993-09-26,Brynas,4,HV 71,2,
1993-09-26,Vasteras,7,Farjestad,2,
1993-09-26,Modo,4,Malmo,3,
1993-09-26,Frolunda,2,Lulea,4,
1993-09-28,Leksand,3,Djurgarden,2,
1993-09-30,Rogle,2,Brynas,5,
1993-09-30,Malmo,4,HV 71,3,
1993-09-30,Lulea,4,Leksand,4,
1993-09-30,IF Bjorkloven,4,Frolunda,3,
1993-09-30,Farjestad,3,Modo,5,
1993-09-30,Djurgarden,2,Vasteras,3,
1993-10-03,Brynas,3,Malmo,4,
1993-10-03,Frolunda,3,Rogle,5,
1993-10-03,Leksand,6,IF Bjorkloven,1,
1993-10-03,Vasteras,4,Lulea,4,
1993-10-03,HV 71,3,Farjestad,2,
1993-10-03,Modo,4,Djurgarden,6,
1993-10-07,Rogle,2,Leksand,3,
1993-10-07,Lulea,3,Modo,1,
1993-10-07,IF Bjorkloven,3,Vasteras,2,
1993-10-07,Farjestad,1,Malmo,4,
1993-10-07,Djurgarden,5,HV 71,1,
1993-10-10,HV 71,3,Lulea,0,
1993-10-10,Brynas,3,Farjestad,0,
1993-10-10,Leksand,3,Frolunda,1,
1993-10-10,Modo,7,IF Bjorkloven,2,
1993-10-10,Malmo,9,Djurgarden,1,
1993-10-10,Vasteras,5,Rogle,5,
1993-10-12,Frolunda,2,Brynas,2,
1993-10-14,Rogle,10,Modo,2,
1993-10-14,Lulea,2,Malmo,2,
1993-10-14,Leksand,2,Brynas,1,
1993-10-14,IF Bjorkloven,0,HV 71,1,
1993-10-14,Frolunda,2,Vasteras,2,
1993-10-14,Djurgarden,3,Farjestad,2,
1993-10-17,Brynas,0,Djurgarden,3,
1993-10-17,Farjestad,8,Lulea,2,
1993-10-17,Modo,0,Frolunda,1,
1993-10-17,Vasteras,0,Leksand,4,
1993-10-17,Malmo,7,IF Bjorkloven,6,
1993-10-17,HV 71,2,Rogle,2,
1993-10-19,Djurgarden,1,Leksand,1,
1993-10-21,Modo,4,Brynas,3,
1993-10-21,Leksand,7,Malmo,7,
1993-10-21,IF Bjorkloven,2,Lulea,7,
1993-10-21,HV 71,9,Vasteras,4,
1993-10-21,Farjestad,1,Frolunda,1,
1993-10-21,Djurgarden,1,Rogle,10,
1993-10-24,IF Bjorkloven,0,Farjestad,3,
1993-10-24,Frolunda,2,HV 71,1,
1993-10-24,Leksand,3,Modo,4,
1993-10-24,Rogle,7,Malmo,3,
1993-10-24,Vasteras,2,Brynas,2,
1993-10-24,Lulea,1,Djurgarden,1,
1993-10-26,Modo,2,Vasteras,4,
1993-10-26,Malmo,3,Frolunda,6,
1993-10-26,HV 71,2,Leksand,4,
1993-10-26,Farjestad,4,Rogle,3,
1993-10-26,Djurgarden,6,IF Bjorkloven,2,
1993-10-26,Brynas,5,Lulea,2,
1993-10-28,Brynas,3,IF Bjorkloven,1,
1993-10-28,Frolunda,2,Djurgarden,4,
1993-10-28,Vasteras,6,Malmo,3,
1993-10-28,Modo,1,HV 71,2,
1993-10-28,Rogle,2,Lulea,1,
1993-10-28,Leksand,3,Farjestad,2,
1993-10-31,Farjestad,5,Vasteras,3,
1993-10-31,HV 71,1,Brynas,4,
1993-10-31,Malmo,1,Modo,1,
1993-10-31,Lulea,3,Frolunda,5,
1993-10-31,IF Bjorkloven,8,Rogle,2,
1993-11-02,Vasteras,3,Djurgarden,1,
1993-11-02,Modo,2,Farjestad,4,
1993-11-02,Leksand,4,Lulea,6,
1993-11-02,HV 71,2,Malmo,4,
1993-11-02,Frolunda,2,IF Bjorkloven,1,
1993-11-02,Brynas,0,Rogle,0,
1993-11-08,Malmo,4,Brynas,1,
