date,home_team,home_score,away_team,away_score,SOOT
2010-09-15,AIK,1,Linkoping,5,
2010-09-16,Brynas,0,Modo,2,
2010-09-16,Sodertalje,1,Lulea,3,
2010-09-16,Skelleftea,2,Farjestad,3,
2010-09-16,Djurgarden,3,HV 71,2,
2010-09-17,Timra,6,Frolunda,2,
2010-09-18,Sodertalje,2,Farjestad,3,
2010-09-18,HV 71,5,Brynas,4,OT
2010-09-18,Modo,3,Djurgarden,2,
2010-09-18,Lulea,5,Skelleftea,3,
2010-09-21,Modo,2,Lulea,5,
2010-09-21,Linkoping,5,Timra,2,
2010-09-21,Frolunda,0,AIK,1,OT
2010-09-23,Timra,2,Lulea,1,SO
2010-09-23,Skelleftea,4,Modo,1,
2010-09-23,HV 71,2,Linkoping,1,OT
2010-09-23,Farjestad,2,Frolunda,3,
2010-09-23,Brynas,4,Djurgarden,2,
2010-09-23,AIK,4,Sodertalje,5,OT
2010-09-25,Farjestad,3,AIK,0,
2010-09-25,Djurgarden,2,Skelleftea,3,SO
2010-09-25,Frolunda,4,Brynas,3,SO
2010-09-25,Linkoping,3,Modo,2,SO
2010-09-25,Sodertalje,1,Timra,3,
2010-09-25,Lulea,3,HV 71,2,
2010-09-27,Linkoping,4,Sodertalje,0,
2010-09-28,AIK,5,Djurgarden,2,
2010-09-30,Brynas,2,Sodertalje,3,
2010-09-30,Farjestad,0,Linkoping,4,
2010-09-30,Djurgarden,2,Lulea,3,
2010-09-30,Modo,3,Timra,4,SO
2010-09-30,Skelleftea,3,AIK,2,
2010-09-30,HV 71,2,Frolunda,1,SO
2010-10-02,Linkoping,2,Lulea,1,
2010-10-02,HV 71,0,Timra,3,
2010-10-02,Frolunda,1,Sodertalje,2,OT
2010-10-02,Skelleftea,6,Brynas,3,
2010-10-02,Farjestad,2,Modo,1,
2010-10-05,Djurgarden,5,Timra,2,
2010-10-05,Brynas,4,Farjestad,2,
2010-10-05,Lulea,1,AIK,0,
2010-10-05,Modo,6,Frolunda,0,
2010-10-05,HV 71,2,Skelleftea,1,
2010-10-07,Timra,3,Skelleftea,2,
2010-10-07,Sodertalje,3,Djurgarden,1,
2010-10-07,Frolunda,2,Linkoping,1,SO
2010-10-07,Farjestad,4,HV 71,1,
2010-10-07,AIK,2,Brynas,3,
2010-10-09,Brynas,5,Timra,4,OT
2010-10-09,HV 71,3,AIK,2,SO
2010-10-09,Lulea,3,Frolunda,0,
2010-10-09,Modo,6,Sodertalje,3,
2010-10-09,Farjestad,1,Djurgarden,2,
2010-10-09,Skelleftea,3,Linkoping,1,
2010-10-12,Linkoping,3,Djurgarden,2,SO
2010-10-14,Timra,2,Farjestad,3,OT
2010-10-14,Sodertalje,2,HV 71,4,
2010-10-14,Lulea,7,Brynas,4,
2010-10-14,Frolunda,2,Skelleftea,4,
2010-10-14,AIK,4,Modo,3,
2010-10-16,Brynas,3,Linkoping,1,
2010-10-16,Djurgarden,3,Frolunda,2,
2010-10-16,Skelleftea,2,Sodertalje,0,
2010-10-16,Timra,1,AIK,4,
2010-10-16,Modo,5,HV 71,1,
2010-10-18,Timra,2,Linkoping,4,
2010-10-18,AIK,3,HV 71,7,
2010-10-19,Farjestad,3,Lulea,0,
2010-10-19,Djurgarden,4,Brynas,3,
2010-10-21,Brynas,2,Skelleftea,1,
2010-10-21,Frolunda,3,Timra,5,
2010-10-21,HV 71,2,Djurgarden,0,
2010-10-21,Lulea,1,Modo,0,
2010-10-21,Sodertalje,3,AIK,2,
2010-10-21,Linkoping,2,Farjestad,4,
2010-10-23,Frolunda,3,Modo,0,
2010-10-23,Farjestad,1,Sodertalje,4,
2010-10-23,Skelleftea,2,Lulea,3,OT
2010-10-26,Farjestad,4,Timra,2,
2010-10-26,Frolunda,3,Djurgarden,0,
2010-10-26,AIK,0,Lulea,3,
2010-10-26,Linkoping,1,Skelleftea,4,
2010-10-26,HV 71,4,Modo,0,
2010-10-26,Sodertalje,7,Brynas,2,
2010-10-28,Brynas,0,AIK,3,
2010-10-28,Djurgarden,1,Linkoping,0,SO
2010-10-28,Skelleftea,3,Frolunda,1,
2010-10-28,Lulea,3,Sodertalje,2,
2010-10-28,HV 71,2,Timra,4,
2010-10-28,Modo,0,Farjestad,3,
2010-10-30,Sodertalje,3,Modo,4,OT
2010-10-30,Frolunda,3,HV 71,4,
2010-10-30,Farjestad,3,Skelleftea,4,
2010-10-30,AIK,2,Linkoping,1,
2010-10-30,Timra,3,Djurgarden,6,
2010-10-30,Brynas,4,Lulea,2,
2010-11-01,AIK,5,Frolunda,2,
2010-11-02,Skelleftea,4,Timra,1,
2010-11-02,Modo,4,Brynas,3,SO
2010-11-02,Lulea,4,Linkoping,1,
2010-11-02,HV 71,1,Farjestad,3,
