date,home_team,home_score,away_team,away_score,SOOT
1995-09-18,HV 71,2,Djurgarden,5,
1995-09-21,AIK,3,Brynas,2,
1995-09-21,Frolunda,4,Rogle,2,
1995-09-21,Vasteras,3,Malmo,3,
1995-09-21,Modo,3,Lulea,3,
1995-09-21,Leksand,0,Farjestad,5,
1995-09-24,Rogle,2,Modo,4,
1995-09-24,Malmo,8,AIK,4,
1995-09-24,Lulea,6,Vasteras,0,
1995-09-24,Farjestad,0,HV 71,3,
1995-09-24,Djurgarden,4,Frolunda,1,
1995-09-25,Brynas,3,Leksand,0,
1995-09-27,Rogle,4,Lulea,1,
1995-09-27,Modo,4,Djurgarden,1,
1995-09-27,Leksand,2,Malmo,3,
1995-09-27,HV 71,5,Brynas,3,
1995-09-27,Frolunda,2,Farjestad,2,
1995-09-28,AIK,1,Vasteras,5,
1995-10-24,AIK,2,Djurgarden,4,
1995-10-24,HV 71,9,Modo,1,
1995-10-24,Vasteras,6,Farjestad,5,
1995-10-24,Lulea,1,Frolunda,4,
1995-10-24,Malmo,5,Brynas,5,
1995-10-24,Leksand,2,Rogle,0,
1995-10-26,Rogle,4,Frolunda,5,
1995-10-26,Malmo,4,Vasteras,3,
1995-10-26,Lulea,7,Modo,0,
1995-10-26,Farjestad,5,Leksand,2,
1995-10-26,Djurgarden,8,HV 71,3,
1995-10-26,Brynas,7,AIK,3,
1995-10-29,AIK,1,Malmo,3,
1995-10-29,Frolunda,0,Djurgarden,3,
1995-10-29,Vasteras,5,Lulea,3,
1995-10-29,Leksand,6,Brynas,2,
1995-10-29,HV 71,5,Farjestad,2,
1995-10-30,Modo,4,Rogle,2,
1995-10-31,Brynas,4,HV 71,4,
1995-11-12,Vasteras,2,AIK,4,
1995-11-12,Malmo,1,Leksand,6,
1995-11-12,Lulea,10,Rogle,3,
1995-11-12,Farjestad,6,Frolunda,3,
1995-11-12,Djurgarden,6,Modo,3,
1995-11-14,AIK,2,Lulea,7,
1995-11-14,Frolunda,3,Brynas,4,
1995-11-14,Leksand,4,Vasteras,8,
1995-11-14,Modo,4,Farjestad,3,
1995-11-14,Rogle,3,Djurgarden,2,
1995-11-14,HV 71,6,Malmo,4,
1995-11-16,Vasteras,4,HV 71,3,
1995-11-16,Malmo,1,Frolunda,2,
1995-11-16,Lulea,3,Djurgarden,1,
1995-11-16,Farjestad,5,Rogle,0,
1995-11-16,Brynas,3,Modo,5,
1995-11-16,AIK,2,Leksand,3,
1995-11-19,HV 71,8,AIK,4,
1995-11-19,Djurgarden,3,Farjestad,5,
1995-11-19,Modo,1,Malmo,4,
1995-11-19,Leksand,4,Lulea,1,
1995-11-19,Rogle,4,Brynas,3,
1995-11-20,Frolunda,7,Vasteras,3,
1995-11-21,Djurgarden,4,Brynas,3,
1995-11-23,Vasteras,6,Modo,3,
1995-11-23,Malmo,7,Rogle,3,
1995-11-23,Lulea,3,Farjestad,2,
1995-11-23,Leksand,5,HV 71,3,
1995-11-23,AIK,2,Frolunda,2,
1995-11-25,Rogle,1,AIK,1,
1995-11-25,Modo,2,Leksand,3,
1995-11-25,Farjestad,1,Malmo,4,
1995-11-25,Djurgarden,4,Vasteras,1,
1995-11-25,Brynas,2,Lulea,5,
1995-11-26,Farjestad,5,Brynas,1,
1995-11-26,Frolunda,1,Leksand,1,
1995-11-26,Modo,2,AIK,2,
1995-11-26,Rogle,4,Vasteras,0,
1995-11-26,HV 71,4,Lulea,2,
1995-11-27,Frolunda,8,HV 71,2,
1995-11-27,Djurgarden,6,Malmo,6,
1995-11-30,Rogle,4,HV 71,3,
1995-11-30,Lulea,3,Malmo,2,
1995-11-30,Leksand,4,Djurgarden,2,
1995-11-30,Frolunda,5,Modo,2,
1995-11-30,Brynas,3,Vasteras,3,
1995-11-30,AIK,6,Farjestad,3,
1995-12-03,AIK,3,Rogle,3,
1995-12-03,HV 71,4,Frolunda,1,
1995-12-03,Malmo,6,Farjestad,4,
1995-12-03,Vasteras,5,Djurgarden,3,
1995-12-03,Leksand,3,Modo,3,
1995-12-04,Lulea,2,Brynas,0,
1995-12-07,Rogle,1,Leksand,1,
1995-12-07,Modo,4,HV 71,3,
1995-12-07,Frolunda,4,Lulea,5,
1995-12-07,Farjestad,3,Vasteras,5,
1995-12-07,Djurgarden,3,AIK,0,
1995-12-07,Brynas,3,Malmo,3,
1995-12-10,Brynas,1,Frolunda,4,
1995-12-10,Djurgarden,4,Rogle,3,
1995-12-10,Farjestad,6,Modo,1,
1995-12-10,Malmo,1,HV 71,4,
1995-12-10,Vasteras,3,Leksand,5,
1995-12-10,Lulea,4,AIK,2,
1995-12-12,Rogle,1,Farjestad,1,
1995-12-12,Modo,7,Brynas,0,
1995-12-12,Leksand,2,AIK,3,
1995-12-12,HV 71,3,Vasteras,3,
1995-12-12,Frolunda,6,Malmo,0,
1995-12-12,Djurgarden,2,Lulea,3,
1996-01-04,Vasteras,4,Frolunda,5,
1996-01-04,Malmo,4,Modo,3,
1996-01-04,Lulea,7,Leksand,5,
1996-01-04,Farjestad,2,Djurgarden,4,
