date,home_team,home_score,away_team,away_score,SOOT
2006-09-18,Skelleftea,3,Brynas,3,OT
2006-09-18,Linkoping,5,Frolunda,2,
2006-09-18,Farjestad,4,Lulea,3,
2006-09-19,Djurgarden,5,Mora,2,
2006-09-19,Timra,3,Modo,0,
2006-09-19,HV 71,3,Malmo,2,
2006-09-21,Mora,4,Farjestad,4,OT
2006-09-21,Modo,1,Linkoping,0,
2006-09-21,Malmo,1,Timra,2,OT
2006-09-21,Lulea,5,Skelleftea,3,
2006-09-21,Frolunda,3,Djurgarden,3,OT
2006-09-21,Brynas,2,HV 71,0,
2006-09-23,Farjestad,4,Frolunda,4,OT
2006-09-23,Skelleftea,3,Mora,5,
2006-09-23,Malmo,3,Modo,5,
2006-09-24,Djurgarden,6,Linkoping,2,
2006-09-25,Lulea,1,Timra,2,
2006-09-25,HV 71,3,Mora,5,
2006-09-26,Modo,4,Djurgarden,2,
2006-09-26,Frolunda,2,Skelleftea,3,
2006-09-26,Brynas,3,Malmo,0,
2006-09-28,Brynas,4,Modo,3,OT
2006-09-28,Frolunda,1,HV 71,6,
2006-09-28,Farjestad,3,Djurgarden,2,
2006-09-28,Skelleftea,3,Linkoping,2,
2006-09-28,Malmo,2,Lulea,3,
2006-09-28,Timra,4,Mora,2,
2006-09-30,Timra,3,Brynas,1,
2006-09-30,Skelleftea,4,Frolunda,6,
2006-09-30,Linkoping,4,Malmo,1,
2006-09-30,HV 71,4,Lulea,5,OT
2006-10-02,Mora,3,Malmo,0,
2006-10-02,Modo,4,Farjestad,3,OT
2006-10-03,Djurgarden,3,Skelleftea,4,
2006-10-03,Lulea,0,Brynas,4,
2006-10-03,Frolunda,1,Timra,2,
2006-10-05,Timra,4,Linkoping,2,
2006-10-05,Skelleftea,3,Farjestad,4,
2006-10-05,Malmo,3,Frolunda,3,OT
2006-10-05,Lulea,5,Modo,1,
2006-10-05,HV 71,3,Djurgarden,3,OT
2006-10-05,Brynas,1,Mora,3,
2006-10-07,Djurgarden,3,Timra,1,
2006-10-07,Farjestad,4,HV 71,1,
2006-10-07,Frolunda,2,Brynas,2,OT
2006-10-07,Mora,1,Lulea,3,
2006-10-07,Modo,5,Skelleftea,2,
2006-10-09,HV 71,2,Timra,5,
2006-10-09,Brynas,5,Farjestad,2,
2006-10-09,Skelleftea,5,Malmo,0,
2006-10-10,Lulea,3,Djurgarden,1,
2006-10-10,Linkoping,4,Mora,2,
2006-10-10,Frolunda,1,Modo,2,
2006-10-12,Linkoping,6,Farjestad,3,
2006-10-12,Djurgarden,3,Brynas,2,OT
2006-10-14,Skelleftea,1,Timra,2,
2006-10-14,Mora,2,Frolunda,3,
2006-10-14,Modo,3,HV 71,4,
2006-10-14,Malmo,3,Farjestad,0,
2006-10-14,Linkoping,3,Lulea,1,
2006-10-16,Farjestad,5,Lulea,1,
2006-10-16,Mora,5,Djurgarden,1,
2006-10-16,Malmo,1,HV 71,1,OT
2006-10-17,Brynas,6,Skelleftea,5,OT
2006-10-17,Modo,1,Timra,3,
2006-10-17,Frolunda,1,Linkoping,3,
2006-10-19,Timra,5,Malmo,3,
2006-10-19,Skelleftea,3,Lulea,1,
2006-10-19,Linkoping,4,Modo,2,
2006-10-19,HV 71,3,Brynas,2,OT
2006-10-19,Farjestad,4,Mora,3,OT
2006-10-19,Djurgarden,2,Frolunda,0,
2006-10-21,Brynas,4,Timra,3,
2006-10-21,Frolunda,3,Farjestad,0,
2006-10-21,Linkoping,2,Djurgarden,1,
2006-10-21,Modo,3,Malmo,2,OT
2006-10-21,Mora,1,Skelleftea,2,
2006-10-21,Lulea,5,HV 71,6,
2006-10-23,Timra,2,Lulea,2,OT
2006-10-23,Malmo,5,Brynas,1,
2006-10-23,HV 71,3,Mora,0,
2006-10-24,Farjestad,3,Linkoping,1,
2006-10-24,Djurgarden,3,Modo,1,
2006-10-26,Djurgarden,2,Farjestad,2,OT
2006-10-26,HV 71,2,Frolunda,1,
2006-10-26,Modo,3,Brynas,3,OT
2006-10-26,Lulea,3,Malmo,1,
2006-10-26,Linkoping,4,Skelleftea,0,
2006-10-26,Mora,1,Timra,2,
2006-10-28,Skelleftea,0,Djurgarden,2,
2006-10-28,Malmo,0,Mora,3,
2006-10-28,HV 71,4,Linkoping,3,
2006-10-28,Farjestad,1,Modo,2,
2006-10-28,Brynas,5,Lulea,3,
2006-10-28,Timra,4,Frolunda,1,
2006-10-30,Modo,1,Lulea,0,
2006-10-30,Linkoping,4,Timra,1,
2006-10-30,Farjestad,4,Skelleftea,0,
2006-10-30,Djurgarden,3,HV 71,4,
2006-10-31,Mora,1,Brynas,4,
2006-10-31,Frolunda,4,Malmo,3,OT
2006-11-02,HV 71,3,Farjestad,2,
2006-11-02,Lulea,9,Mora,5,
2006-11-02,Frolunda,2,Brynas,2,OT
2006-11-02,Skelleftea,2,Modo,1,OT
2006-11-02,Timra,4,Djurgarden,0,
2006-11-02,Malmo,1,Linkoping,2,OT
2006-11-04,Timra,0,HV 71,3,
2006-11-04,Mora,1,Linkoping,2,
2006-11-04,Modo,6,Frolunda,1,
2006-11-04,Farjestad,6,Brynas,3,
2006-11-05,Djurgarden,3,Lulea,3,OT
2006-11-14,Linkoping,1,HV 71,1,OT
