date,home_team,home_score,away_team,away_score,SOOT
2004-10-14,Malmo,2,Frolunda,6,
2004-10-16,HV 71,1,Lulea,4,
2004-10-16,Brynas,0,Malmo,2,
2004-10-17,Frolunda,2,Timra,3,OT
2004-10-18,Mora,4,HV 71,3,OT
2004-10-18,Lulea,4,Linkoping,1,
2004-10-19,Djurgarden,2,Modo,1,OT
2004-10-19,Malmo,3,Sodertalje,4,
2004-10-19,Timra,3,Brynas,0,
2004-10-19,Farjestad,1,Frolunda,5,
2004-10-21,Sodertalje,0,Timra,3,
2004-10-21,Modo,4,Malmo,3,
2004-10-21,Linkoping,4,Mora,2,
2004-10-21,HV 71,3,Djurgarden,4,OT
2004-10-21,Frolunda,4,Lulea,2,
2004-10-21,Brynas,0,Farjestad,3,
2004-10-23,Djurgarden,4,Brynas,2,
2004-10-23,Farjestad,2,Timra,3,
2004-10-23,Modo,1,Linkoping,4,
2004-10-23,Malmo,5,Lulea,2,
2004-10-23,Mora,5,Sodertalje,0,
2004-10-23,Frolunda,2,HV 71,3,
2004-10-25,Timra,7,Malmo,1,
2004-10-25,Lulea,3,Brynas,4,
2004-10-25,Djurgarden,2,Linkoping,3,
2004-10-26,Farjestad,0,Sodertalje,0,
2004-10-26,HV 71,3,Modo,5,
2004-10-26,Mora,2,Frolunda,5,
2004-10-28,Brynas,5,Mora,9,
2004-10-28,Frolunda,2,Djurgarden,1,
2004-10-28,Sodertalje,4,Lulea,2,
2004-10-28,Malmo,1,Farjestad,3,
2004-10-28,Modo,5,Timra,1,
2004-10-28,Linkoping,2,HV 71,3,
2004-10-30,Mora,6,Malmo,5,
2004-10-30,Modo,5,Farjestad,1,
2004-10-30,Lulea,3,Timra,4,OT
2004-10-30,Linkoping,5,Frolunda,3,
2004-10-30,HV 71,3,Brynas,3,
2004-10-31,Djurgarden,0,Sodertalje,4,
2004-11-01,Brynas,3,Linkoping,1,
2004-11-01,Frolunda,3,Modo,2,OT
2004-11-01,Farjestad,5,Lulea,3,
2004-11-02,Timra,5,Mora,1,
2004-11-02,Sodertalje,3,HV 71,5,
2004-11-02,Malmo,2,Djurgarden,3,
2004-11-04,Djurgarden,0,Timra,4,
2004-11-04,Frolunda,3,Brynas,1,
2004-11-04,Mora,0,Farjestad,2,
2004-11-04,Linkoping,4,Sodertalje,3,
2004-11-04,Modo,4,Lulea,5,
2004-11-04,HV 71,3,Malmo,2,
2004-11-06,Timra,3,HV 71,2,
2004-11-06,Sodertalje,4,Frolunda,5,
2004-11-06,Malmo,1,Linkoping,2,
2004-11-06,Lulea,3,Mora,4,
2004-11-06,Farjestad,0,Djurgarden,2,
2004-11-06,Brynas,6,Modo,5,
2004-11-16,Linkoping,2,Lulea,1,
2004-11-18,Djurgarden,6,Lulea,3,
2004-11-18,Farjestad,3,HV 71,1,
2004-11-18,Brynas,6,Sodertalje,7,OT
2004-11-18,Linkoping,1,Timra,2,
2004-11-18,Frolunda,1,Malmo,1,
2004-11-18,Modo,3,Mora,4,
2004-11-20,Farjestad,1,Linkoping,3,
2004-11-20,Lulea,4,HV 71,1,
2004-11-20,Mora,3,Djurgarden,0,
2004-11-20,Modo,2,Sodertalje,1,
2004-11-20,Timra,2,Frolunda,5,
2004-11-20,Malmo,2,Brynas,3,OT
2004-11-22,Modo,0,Djurgarden,2,
2004-11-22,Linkoping,4,Lulea,2,
2004-11-22,Brynas,3,Timra,0,
2004-11-23,Sodertalje,3,Malmo,2,
2004-11-23,HV 71,1,Mora,2,
2004-11-23,Frolunda,1,Farjestad,2,OT
2004-11-25,Djurgarden,5,HV 71,1,
2004-11-25,Lulea,3,Frolunda,4,
2004-11-25,Farjestad,6,Brynas,1,
2004-11-25,Mora,2,Linkoping,4,
2004-11-25,Timra,1,Sodertalje,2,
2004-11-25,Malmo,3,Modo,0,
2004-11-27,Sodertalje,6,Mora,2,
2004-11-27,Timra,3,Farjestad,4,
2004-11-27,Lulea,0,Malmo,3,
2004-11-27,Linkoping,1,Modo,2,
2004-11-27,HV 71,1,Frolunda,3,
2004-11-27,Brynas,3,Djurgarden,2,
2004-11-29,Frolunda,6,Mora,3,
2004-11-29,Linkoping,3,Djurgarden,0,
2004-11-29,Sodertalje,2,Farjestad,3,
2004-11-30,Modo,3,HV 71,1,
2004-11-30,Malmo,1,Timra,8,
2004-11-30,Brynas,3,Lulea,2,
2004-12-02,Timra,3,Modo,2,
2004-12-02,Mora,4,Brynas,2,
2004-12-02,Lulea,5,Sodertalje,2,
2004-12-02,HV 71,3,Linkoping,4,OT
2004-12-02,Farjestad,2,Malmo,0,
2004-12-02,Djurgarden,5,Frolunda,3,
2004-12-04,HV 71,5,Lulea,1,
2004-12-04,Linkoping,4,Mora,6,
2004-12-06,Malmo,5,Sodertalje,3,
2004-12-06,Lulea,1,Linkoping,5,
2004-12-06,Farjestad,0,Frolunda,4,
2004-12-06,Djurgarden,5,Modo,2,
2004-12-06,Timra,3,Brynas,2,OT
2004-12-07,Mora,7,HV 71,4,
2004-12-09,Timra,4,Lulea,4,
2004-12-09,Sodertalje,3,Djurgarden,6,
2004-12-09,Malmo,2,Mora,5,
2004-12-09,Frolunda,3,Linkoping,0,
2004-12-09,Farjestad,4,Modo,2,
2004-12-09,Brynas,5,HV 71,4,OT
2004-12-11,Djurgarden,4,Malmo,2,
2004-12-11,Linkoping,3,Brynas,0,
2004-12-11,HV 71,3,Sodertalje,0,
2004-12-11,Modo,3,Frolunda,1,
2004-12-11,Lulea,5,Farjestad,2,
2004-12-11,Mora,3,Timra,5,
2004-12-26,Sodertalje,4,Djurgarden,1,
2004-12-26,Malmo,2,Linkoping,4,
2004-12-26,Lulea,1,Modo,1,
2004-12-26,Frolunda,5,HV 71,2,
2004-12-26,Farjestad,3,Mora,3,
2004-12-26,Brynas,1,Timra,4,
2004-12-28,Timra,4,Lulea,3,
2004-12-28,Mora,2,Sodertalje,3,OT
2004-12-28,Modo,6,Brynas,3,
2004-12-28,Linkoping,5,Frolunda,3,
2004-12-28,HV 71,4,Malmo,1,
2004-12-28,Djurgarden,2,Farjestad,2,
2004-12-30,HV 71,5,Linkoping,2,
2004-12-30,Malmo,2,Frolunda,5,
2004-12-30,Brynas,4,Lulea,2,
2004-12-30,Sodertalje,2,Farjestad,1,
2004-12-30,Mora,6,Djurgarden,2,
2004-12-30,Timra,3,Modo,4,OT
2005-01-03,Brynas,1,Frolunda,4,
2005-01-03,Sodertalje,4,Linkoping,3,OT
2005-01-03,Malmo,2,HV 71,3,
2005-01-04,Timra,1,Djurgarden,4,
2005-01-04,Lulea,5,Modo,2,
2005-01-04,Farjestad,5,Mora,1,
2005-01-06,Mora,4,Lulea,5,
2005-01-06,Modo,3,Brynas,3,
2005-01-06,Linkoping,4,Malmo,1,
2005-01-06,HV 71,2,Timra,3,OT
2005-01-06,Frolunda,5,Sodertalje,1,
2005-01-06,Djurgarden,0,Farjestad,4,
2005-01-08,Timra,2,Linkoping,8,
2005-01-08,Malmo,1,Frolunda,6,
2005-01-08,HV 71,0,Farjestad,0,
2005-01-10,Lulea,3,Djurgarden,0,
2005-01-10,Mora,3,Modo,4,
2005-01-10,Sodertalje,4,Brynas,0,
2005-01-11,Frolunda,2,Timra,2,
2005-01-13,Brynas,1,Malmo,1,
2005-01-13,Modo,4,Sodertalje,2,
2005-01-13,Linkoping,4,Farjestad,0,
2005-01-13,Djurgarden,4,Mora,3,
2005-01-17,Modo,5,Malmo,6,OT
2005-01-17,Brynas,4,Farjestad,7,
2005-01-18,Sodertalje,2,Timra,2,
2005-01-18,Frolunda,5,Lulea,2,
2005-01-18,HV 71,2,Djurgarden,6,
2005-01-20,Mora,3,Sodertalje,2,OT
2005-01-20,Modo,2,Linkoping,3,OT
2005-01-20,Malmo,2,Lulea,4,
2005-01-20,Frolunda,4,HV 71,1,
2005-01-20,Farjestad,4,Timra,3,
2005-01-20,Djurgarden,5,Brynas,2,
2005-01-22,Djurgarden,5,Linkoping,3,
2005-01-22,Farjestad,6,Sodertalje,4,
2005-01-22,Lulea,3,Brynas,2,
2005-01-22,HV 71,4,Modo,5,
2005-01-22,Timra,2,Malmo,1,
2005-01-23,Mora,2,Frolunda,4,
2005-01-24,Sodertalje,7,Lulea,2,
2005-01-24,Malmo,0,Farjestad,3,
2005-01-24,Linkoping,2,HV 71,3,
2005-01-25,Modo,3,Timra,2,
2005-01-25,Frolunda,3,Djurgarden,2,OT
2005-01-25,Brynas,4,Mora,2,
2005-01-27,Mora,4,Malmo,2,
2005-01-27,Modo,3,Farjestad,1,
2005-01-27,Lulea,1,Timra,3,
2005-01-27,Linkoping,5,Frolunda,2,
2005-01-27,HV 71,4,Brynas,1,
2005-01-27,Djurgarden,1,Sodertalje,1,
2005-01-29,Farjestad,4,Lulea,2,
2005-01-29,Brynas,3,Linkoping,6,
2005-01-29,Malmo,6,Djurgarden,1,
2005-01-29,Timra,5,Mora,1,
2005-01-29,Sodertalje,2,HV 71,3,
2005-01-30,Frolunda,3,Modo,0,
2005-01-31,Mora,1,Farjestad,3,
2005-01-31,Malmo,3,HV 71,2,OT
2005-01-31,Linkoping,4,Sodertalje,1,
2005-02-01,Modo,5,Lulea,2,
2005-02-01,Frolunda,6,Brynas,0,
2005-02-01,Djurgarden,0,Timra,2,
2005-02-03,Brynas,4,Modo,1,
2005-02-03,Farjestad,4,Djurgarden,3,OT
2005-02-03,Timra,5,HV 71,2,
2005-02-03,Malmo,1,Linkoping,3,
2005-02-03,Sodertalje,2,Frolunda,5,
2005-02-03,Lulea,6,Mora,1,
2005-02-05,Brynas,2,Sodertalje,4,
2005-02-05,Frolunda,5,Malmo,2,
2005-02-05,Djurgarden,0,Lulea,3,
2005-02-05,Linkoping,4,Timra,4,
2005-02-05,HV 71,3,Farjestad,2,OT
2005-02-05,Modo,4,Mora,2,
2005-02-17,Timra,1,Frolunda,2,
2005-02-17,Sodertalje,2,Modo,1,OT
2005-02-17,Mora,3,Djurgarden,5,
2005-02-17,Malmo,4,Brynas,0,
2005-02-17,Lulea,6,HV 71,4,
2005-02-17,Farjestad,5,Linkoping,2,
2005-02-19,Modo,3,Djurgarden,1,
2005-02-19,HV 71,3,Mora,2,OT
2005-02-19,Frolunda,2,Farjestad,2,
2005-02-19,Brynas,6,Timra,2,
2005-02-19,Sodertalje,6,Malmo,2,
2005-02-21,Djurgarden,2,HV 71,1,
2005-02-21,Lulea,2,Frolunda,3,OT
2005-02-21,Farjestad,5,Brynas,1,
2005-02-22,Malmo,4,Modo,3,
2005-02-22,Timra,7,Sodertalje,0,
2005-02-22,Mora,1,Linkoping,4,
2005-02-24,Timra,1,Farjestad,2,OT
2005-02-24,Sodertalje,3,Mora,1,
2005-02-24,Lulea,2,Malmo,2,
2005-02-24,Linkoping,4,Modo,0,
2005-02-24,HV 71,1,Frolunda,3,
2005-02-24,Brynas,3,Djurgarden,5,
2005-02-26,Brynas,4,Lulea,9,
2005-02-26,Frolunda,4,Mora,3,OT
2005-02-26,Malmo,2,Timra,4,
2005-02-26,Modo,5,HV 71,1,
2005-02-26,Sodertalje,1,Farjestad,2,
2005-02-26,Linkoping,1,Djurgarden,2,
2005-03-01,Timra,5,Modo,2,
2005-03-01,Mora,5,Brynas,2,
2005-03-01,Lulea,4,Sodertalje,3,OT
2005-03-01,HV 71,0,Linkoping,4,
2005-03-01,Farjestad,5,Malmo,2,
2005-03-01,Djurgarden,4,Frolunda,2,
