Date,HomeTeam,AwayTeam,FTHG,FTAG
27/07/01,Duisburg,Ahlen,1,4
27/07/01,Greuther Furth,Oberhausen,2,2
27/07/01,Saarbrucken,Mannheim,1,3
28/07/01,Bielefeld,Babelsberg,0,1
28/07/01,Ein Frankfurt,Reutlingen,3,1
29/07/01,Aachen,Mainz,0,2
29/07/01,Karlsruhe,Schweinfurt,1,0
29/07/01,Unterhaching,Bochum,0,2
30/07/01,Union Berlin,Hannover,1,1
03/08/01,Ahlen,Greuther Furth,1,0
03/08/01,Oberhausen,Union Berlin,0,3
03/08/01,Schweinfurt,Saarbrucken,2,1
04/08/01,Bochum,Karlsruhe,1,1
04/08/01,Reutlingen,Bielefeld,2,3
05/08/01,Babelsberg,Duisburg,3,1
05/08/01,Hannover,Aachen,3,0
05/08/01,Mainz,Unterhaching,2,0
06/08/01,Mannheim,Ein Frankfurt,0,0
10/08/01,Bielefeld,Mannheim,5,0
10/08/01,Bochum,Mainz,2,1
10/08/01,Duisburg,Reutlingen,3,3
11/08/01,Aachen,Oberhausen,2,1
11/08/01,Union Berlin,Ahlen,5,0
12/08/01,Ein Frankfurt,Schweinfurt,2,0
12/08/01,Greuther Furth,Babelsberg,1,0
12/08/01,Unterhaching,Hannover,1,1
13/08/01,Karlsruhe,Saarbrucken,2,0
17/08/01,Oberhausen,Unterhaching,0,2
17/08/01,Reutlingen,Greuther Furth,0,1
17/08/01,Schweinfurt,Bielefeld,1,0
18/08/01,Babelsberg,Union Berlin,3,2
18/08/01,Saarbrucken,Ein Frankfurt,0,2
19/08/01,Ahlen,Aachen,1,0
19/08/01,Hannover,Bochum,2,0
19/08/01,Mainz,Karlsruhe,1,0
20/08/01,Mannheim,Duisburg,3,1
07/09/01,Mainz,Hannover,2,2
07/09/01,Union Berlin,Reutlingen,5,0
07/09/01,Unterhaching,Ahlen,2,3
08/09/01,Duisburg,Schweinfurt,0,0
08/09/01,Greuther Furth,Mannheim,3,1
09/09/01,Aachen,Babelsberg,2,2
09/09/01,Bielefeld,Saarbrucken,3,1
09/09/01,Bochum,Oberhausen,3,3
10/09/01,Karlsruhe,Ein Frankfurt,2,3
14/09/01,Ahlen,Bochum,2,5
14/09/01,Oberhausen,Mainz,1,3
14/09/01,Saarbrucken,Duisburg,1,0
15/09/01,Babelsberg,Unterhaching,1,4
15/09/01,Reutlingen,Aachen,3,1
16/09/01,Hannover,Karlsruhe,5,0
16/09/01,Mannheim,Union Berlin,1,1
16/09/01,Schweinfurt,Greuther Furth,0,0
17/09/01,Ein Frankfurt,Bielefeld,0,2
21/09/01,Hannover,Oberhausen,2,0
21/09/01,Karlsruhe,Bielefeld,0,1
21/09/01,Unterhaching,Reutlingen,3,2
22/09/01,Bochum,Babelsberg,4,1
22/09/01,Mainz,Ahlen,5,1
23/09/01,Aachen,Mannheim,1,0
23/09/01,Greuther Furth,Saarbrucken,3,1
23/09/01,Union Berlin,Schweinfurt,3,0
24/09/01,Duisburg,Ein Frankfurt,1,1
28/09/01,Bielefeld,Duisburg,2,2
28/09/01,Oberhausen,Karlsruhe,1,2
28/09/01,Reutlingen,Bochum,3,0
29/09/01,Mannheim,Unterhaching,0,1
29/09/01,Schweinfurt,Aachen,1,0
30/09/01,Babelsberg,Mainz,0,1
30/09/01,Ein Frankfurt,Greuther Furth,1,4
30/09/01,Saarbrucken,Union Berlin,2,3
01/10/01,Ahlen,Hannover,2,5
12/10/01,Aachen,Saarbrucken,0,0
12/10/01,Karlsruhe,Duisburg,2,0
12/10/01,Unterhaching,Schweinfurt,1,0
13/10/01,Oberhausen,Ahlen,2,3
13/10/01,Union Berlin,Ein Frankfurt,0,4
14/10/01,Greuther Furth,Bielefeld,0,1
14/10/01,Hannover,Babelsberg,6,1
14/10/01,Mainz,Reutlingen,2,1
15/10/01,Bochum,Mannheim,1,1
19/10/01,Ahlen,Karlsruhe,4,1
19/10/01,Mannheim,Mainz,2,4
19/10/01,Schweinfurt,Bochum,3,3
20/10/01,Babelsberg,Oberhausen,0,2
20/10/01,Reutlingen,Hannover,2,2
21/10/01,Duisburg,Greuther Furth,1,1
21/10/01,Ein Frankfurt,Aachen,2,2
21/10/01,Saarbrucken,Unterhaching,0,0
22/10/01,Bielefeld,Union Berlin,4,1
26/10/01,Aachen,Bielefeld,3,2
26/10/01,Mainz,Schweinfurt,4,1
26/10/01,Union Berlin,Duisburg,0,1
27/10/01,Karlsruhe,Greuther Furth,4,2
27/10/01,Oberhausen,Reutlingen,0,1
28/10/01,Ahlen,Babelsberg,1,1
28/10/01,Bochum,Saarbrucken,3,2
28/10/01,Unterhaching,Ein Frankfurt,0,1
29/10/01,Hannover,Mannheim,2,0
02/11/01,Duisburg,Aachen,5,0
02/11/01,Saarbrucken,Mainz,0,1
02/11/01,Schweinfurt,Hannover,1,4
03/11/01,Babelsberg,Karlsruhe,2,4
03/11/01,Bielefeld,Unterhaching,2,0
04/11/01,Greuther Furth,Union Berlin,0,0
04/11/01,Mannheim,Oberhausen,1,1
04/11/01,Reutlingen,Ahlen,3,2
05/11/01,Ein Frankfurt,Bochum,1,0
16/11/01,Aachen,Greuther Furth,2,1
16/11/01,Hannover,Saarbrucken,0,0
16/11/01,Karlsruhe,Union Berlin,1,1
17/11/01,Bochum,Bielefeld,0,0
17/11/01,Oberhausen,Schweinfurt,5,0
18/11/01,Ahlen,Mannheim,0,0
18/11/01,Babelsberg,Reutlingen,0,3
18/11/01,Unterhaching,Duisburg,0,1
19/11/01,Mainz,Ein Frankfurt,1,1
23/11/01,Duisburg,Bochum,0,1
23/11/01,Ein Frankfurt,Hannover,1,1
23/11/01,Greuther Furth,Unterhaching,3,1
24/11/01,Bielefeld,Mainz,0,1
24/11/01,Saarbrucken,Oberhausen,1,0
25/11/01,Mannheim,Babelsberg,4,1
25/11/01,Reutlingen,Karlsruhe,1,0
25/11/01,Union Berlin,Aachen,5,1
26/11/01,Schweinfurt,Ahlen,4,2
30/11/01,Ahlen,Saarbrucken,3,1
30/11/01,Bochum,Greuther Furth,1,1
30/11/01,Mainz,Duisburg,4,4
01/12/01,Aachen,Karlsruhe,2,0
01/12/01,Mannheim,Reutlingen,1,0
02/12/01,Babelsberg,Schweinfurt,3,1
02/12/01,Oberhausen,Ein Frankfurt,2,1
02/12/01,Unterhaching,Union Berlin,2,1
03/12/01,Hannover,Bielefeld,4,4
07/12/01,Bielefeld,Oberhausen,3,1
07/12/01,Duisburg,Hannover,2,6
07/12/01,Union Berlin,Bochum,1,0
08/12/01,Greuther Furth,Mainz,3,2
08/12/01,Karlsruhe,Mannheim,1,2
09/12/01,Aachen,Unterhaching,3,1
09/12/01,Ein Frankfurt,Ahlen,1,2
09/12/01,Schweinfurt,Reutlingen,2,1
10/12/01,Saarbrucken,Babelsberg,1,1
14/12/01,Ahlen,Bielefeld,1,1
14/12/01,Oberhausen,Duisburg,0,2
14/12/01,Unterhaching,Karlsruhe,0,0
15/12/01,Babelsberg,Ein Frankfurt,1,3
15/12/01,Reutlingen,Saarbrucken,3,0
16/12/01,Bochum,Aachen,5,3
16/12/01,Hannover,Greuther Furth,3,1
16/12/01,Mainz,Union Berlin,1,0
16/12/01,Mannheim,Schweinfurt,2,0
18/12/01,Ahlen,Duisburg,2,2
18/12/01,Babelsberg,Bielefeld,0,2
18/12/01,Reutlingen,Ein Frankfurt,2,1
19/12/01,Bochum,Unterhaching,4,0
19/12/01,Mainz,Aachen,0,1
19/12/01,Mannheim,Saarbrucken,4,0
19/12/01,Oberhausen,Greuther Furth,1,2
19/12/01,Schweinfurt,Karlsruhe,1,1
20/12/01,Hannover,Union Berlin,3,2
25/01/02,Duisburg,Babelsberg,4,1
25/01/02,Karlsruhe,Bochum,4,1
25/01/02,Union Berlin,Oberhausen,3,1
26/01/02,Bielefeld,Reutlingen,1,1
26/01/02,Greuther Furth,Ahlen,3,2
27/01/02,Aachen,Hannover,2,4
27/01/02,Ein Frankfurt,Mannheim,2,2
27/01/02,Saarbrucken,Schweinfurt,2,1
28/01/02,Unterhaching,Mainz,0,0
01/02/02,Reutlingen,Duisburg,0,1
01/02/02,Saarbrucken,Karlsruhe,1,1
01/02/02,Schweinfurt,Ein Frankfurt,0,1
02/02/02,Babelsberg,Greuther Furth,1,5
02/02/02,Mannheim,Bielefeld,1,1
03/02/02,Ahlen,Union Berlin,2,2
03/02/02,Hannover,Unterhaching,1,0
03/02/02,Mainz,Bochum,1,1
03/02/02,Oberhausen,Aachen,4,0
05/02/02,Bielefeld,Schweinfurt,2,1
05/02/02,Duisburg,Mannheim,3,1
05/02/02,Ein Frankfurt,Saarbrucken,2,2
05/02/02,Greuther Furth,Reutlingen,4,1
06/02/02,Aachen,Ahlen,1,2
06/02/02,Bochum,Hannover,4,2
06/02/02,Karlsruhe,Mainz,1,4
06/02/02,Unterhaching,Oberhausen,1,1
07/02/02,Union Berlin,Babelsberg,2,0
08/02/02,Mannheim,Greuther Furth,1,4
08/02/02,Saarbrucken,Bielefeld,0,2
08/02/02,Schweinfurt,Duisburg,2,2
09/02/02,Ahlen,Unterhaching,2,0
09/02/02,Ein Frankfurt,Karlsruhe,3,1
10/02/02,Babelsberg,Aachen,0,2
10/02/02,Oberhausen,Bochum,6,1
10/02/02,Reutlingen,Union Berlin,1,2
11/02/02,Hannover,Mainz,2,0
15/02/02,Greuther Furth,Schweinfurt,2,0
15/02/02,Union Berlin,Mannheim,2,0
15/02/02,Unterhaching,Babelsberg,3,1
16/02/02,Aachen,Reutlingen,1,1
16/02/02,Mainz,Oberhausen,3,3
17/02/02,Bochum,Ahlen,3,1
17/02/02,Duisburg,Saarbrucken,5,0
17/02/02,Karlsruhe,Hannover,1,2
18/02/02,Bielefeld,Ein Frankfurt,4,1
22/02/02,Mannheim,Aachen,3,1
22/02/02,Saarbrucken,Greuther Furth,0,3
23/02/02,Bielefeld,Karlsruhe,1,1
23/02/02,Schweinfurt,Union Berlin,0,1
24/02/02,Babelsberg,Bochum,1,2
24/02/02,Ein Frankfurt,Duisburg,2,0
24/02/02,Reutlingen,Unterhaching,1,1
25/02/02,Ahlen,Mainz,1,4
01/03/02,Duisburg,Bielefeld,2,1
01/03/02,Mainz,Babelsberg,2,2
01/03/02,Union Berlin,Saarbrucken,3,0
02/03/02,Aachen,Schweinfurt,1,0
03/03/02,Greuther Furth,Ein Frankfurt,1,1
03/03/02,Karlsruhe,Oberhausen,0,1
03/03/02,Unterhaching,Mannheim,0,0
04/03/02,Hannover,Ahlen,3,1
08/03/02,Duisburg,Karlsruhe,2,0
08/03/02,Mannheim,Bochum,1,2
08/03/02,Schweinfurt,Unterhaching,3,1
09/03/02,Babelsberg,Hannover,1,3
09/03/02,Reutlingen,Mainz,2,0
10/03/02,Ahlen,Oberhausen,2,1
10/03/02,Ein Frankfurt,Union Berlin,2,2
10/03/02,Saarbrucken,Aachen,2,1
11/03/02,Bielefeld,Greuther Furth,3,2
15/03/02,Aachen,Ein Frankfurt,2,1
15/03/02,Bochum,Schweinfurt,3,1
15/03/02,Hannover,Reutlingen,4,0
16/03/02,Karlsruhe,Ahlen,2,2
16/03/02,Unterhaching,Saarbrucken,8,0
17/03/02,Greuther Furth,Duisburg,2,1
