Date,HomeTeam,AwayTeam,FTHG,FTAG
26/09/2021,Dresden,Werder Bremen,3,0
26/09/2021,Hamburg,Nurnberg,2,2
26/09/2021,Hannover,Sandhausen,1,2
01/10/2021,Erzgebirge Aue,Hamburg,1,1
01/10/2021,Werder Bremen,Heidenheim,3,0
02/10/2021,Fortuna Dusseldorf,Paderborn,2,3
02/10/2021,Holstein Kiel,Hansa Rostock,0,2
02/10/2021,Regensburg,Karlsruhe,2,2
02/10/2021,Nurnberg,Hannover,0,0
03/10/2021,Sandhausen,Darmstadt,1,6
03/10/2021,Schalke 04,Ingolstadt,3,0
03/10/2021,St Pauli,Dresden,3,0
15/10/2021,Hannover,Schalke 04,0,1
15/10/2021,Paderborn,Regensburg,1,1
16/10/2021,Heidenheim,St Pauli,2,4
16/10/2021,Ingolstadt,Holstein Kiel,1,1
16/10/2021,Karlsruhe,Erzgebirge Aue,2,1
16/10/2021,Hamburg,Fortuna Dusseldorf,1,1
17/10/2021,Darmstadt,Werder Bremen,3,0
17/10/2021,Dresden,Nurnberg,0,1
17/10/2021,Hansa Rostock,Sandhausen,1,1
22/10/2021,Erzgebirge Aue,Ingolstadt,1,0
22/10/2021,Paderborn,Hamburg,1,2
23/10/2021,Fortuna Dusseldorf,Karlsruhe,3,1
23/10/2021,Holstein Kiel,Darmstadt,1,1
23/10/2021,Nurnberg,Heidenheim,4,0
23/10/2021,Schalke 04,Dresden,3,0
24/10/2021,Regensburg,Hannover,3,1
24/10/2021,Sandhausen,Werder Bremen,2,2
24/10/2021,St Pauli,Hansa Rostock,4,0
29/10/2021,Darmstadt,Nurnberg,2,0
29/10/2021,Heidenheim,Schalke 04,1,0
30/10/2021,Dresden,Sandhausen,0,1
30/10/2021,Hannover,Erzgebirge Aue,1,1
30/10/2021,Werder Bremen,St Pauli,1,1
30/10/2021,Hamburg,Holstein Kiel,1,1
31/10/2021,Hansa Rostock,Fortuna Dusseldorf,2,1
31/10/2021,Ingolstadt,Regensburg,0,3
31/10/2021,Karlsruhe,Paderborn,2,4
05/11/2021,Holstein Kiel,Dresden,2,1
05/11/2021,Nurnberg,Werder Bremen,1,2
06/11/2021,Fortuna Dusseldorf,Hannover,1,1
06/11/2021,Paderborn,Ingolstadt,2,1
06/11/2021,Regensburg,Hansa Rostock,2,3
06/11/2021,Karlsruhe,Hamburg,1,1
07/11/2021,Erzgebirge Aue,Heidenheim,2,0
07/11/2021,Schalke 04,Darmstadt,2,4
19/11/2021,Hannover,Paderborn,0,0
19/11/2021,Sandhausen,Nurnberg,1,2
20/11/2021,Darmstadt,St Pauli,4,0
20/11/2021,Hamburg,Regensburg,4,1
20/11/2021,Hansa Rostock,Erzgebirge Aue,1,2
20/11/2021,Werder Bremen,Schalke 04,1,1
21/11/2021,Dresden,Fortuna Dusseldorf,1,0
21/11/2021,Heidenheim,Holstein Kiel,2,1
21/11/2021,Ingolstadt,Karlsruhe,1,1
24/11/2021,St Pauli,Sandhausen,3,1
26/11/2021,Fortuna Dusseldorf,Heidenheim,0,1
26/11/2021,Regensburg,Dresden,3,1
27/11/2021,Erzgebirge Aue,Darmstadt,1,2
27/11/2021,Karlsruhe,Hannover,4,0
27/11/2021,Schalke 04,Sandhausen,5,2
27/11/2021,Holstein Kiel,Werder Bremen,2,1
28/11/2021,Hamburg,Ingolstadt,3,0
28/11/2021,Nurnberg,St Pauli,2,3
28/11/2021,Paderborn,Hansa Rostock,1,1
03/12/2021,Darmstadt,Fortuna Dusseldorf,1,3
03/12/2021,Werder Bremen,Erzgebirge Aue,4,0
04/12/2021,Hansa Rostock,Ingolstadt,1,1
04/12/2021,Nurnberg,Holstein Kiel,2,1
04/12/2021,Sandhausen,Paderborn,1,1
04/12/2021,St Pauli,Schalke 04,2,1
05/12/2021,Dresden,Karlsruhe,3,1
05/12/2021,Hannover,Hamburg,1,0
05/12/2021,Heidenheim,Regensburg,3,0
10/12/2021,Regensburg,Werder Bremen,2,3
10/12/2021,Schalke 04,Nurnberg,4,1
11/12/2021,Holstein Kiel,Sandhausen,2,2
11/12/2021,Ingolstadt,Hannover,1,2
11/12/2021,Paderborn,Darmstadt,0,1
11/12/2021,Fortuna Dusseldorf,St Pauli,1,1
12/12/2021,Erzgebirge Aue,Dresden,0,1
12/12/2021,Hamburg,Hansa Rostock,3,0
12/12/2021,Karlsruhe,Heidenheim,3,2
17/12/2021,Fortuna Dusseldorf,Sandhausen,0,1
17/12/2021,Holstein Kiel,St Pauli,3,0
18/12/2021,Erzgebirge Aue,Nurnberg,1,3
18/12/2021,Ingolstadt,Dresden,3,0
18/12/2021,Paderborn,Heidenheim,1,2
18/12/2021,Hamburg,Schalke 04,1,1
19/12/2021,Hannover,Werder Bremen,1,4
19/12/2021,Karlsruhe,Hansa Rostock,2,2
19/12/2021,Regensburg,Darmstadt,0,2
14/01/2022,Dresden,Hamburg,1,1
14/01/2022,Hansa Rostock,Hannover,0,1
15/01/2022,Nurnberg,Paderborn,1,2
15/01/2022,St Pauli,Erzgebirge Aue,2,2
15/01/2022,Werder Bremen,Fortuna Dusseldorf,3,0
15/01/2022,Darmstadt,Karlsruhe,2,2
16/01/2022,Heidenheim,Ingolstadt,2,1
16/01/2022,Sandhausen,Regensburg,0,3
16/01/2022,Schalke 04,Holstein Kiel,1,1
21/01/2022,Fortuna Dusseldorf,Nurnberg,0,1
21/01/2022,Hamburg,St Pauli,2,1
22/01/2022,Hansa Rostock,Heidenheim,0,0
22/01/2022,Ingolstadt,Darmstadt,0,2
22/01/2022,Paderborn,Werder Bremen,3,4
22/01/2022,Erzgebirge Aue,Schalke 04,0,5
23/01/2022,Hannover,Dresden,0,0
23/01/2022,Regensburg,Holstein Kiel,1,2
04/02/2022,Heidenheim,Hannover,3,1
04/02/2022,Nurnberg,Ingolstadt,0,5
05/02/2022,Sandhausen,Erzgebirge Aue,2,0
05/02/2022,Schalke 04,Regensburg,2,1
05/02/2022,Werder Bremen,Karlsruhe,2,1
05/02/2022,St Pauli,Paderborn,2,2
06/02/2022,Darmstadt,Hamburg,0,5
06/02/2022,Dresden,Hansa Rostock,1,4
06/02/2022,Holstein Kiel,Fortuna Dusseldorf,1,0
08/02/2022,Karlsruhe,Sandhausen,0,2
11/02/2022,Erzgebirge Aue,Holstein Kiel,2,3
11/02/2022,Hansa Rostock,Werder Bremen,1,2
12/02/2022,Hamburg,Heidenheim,2,0
12/02/2022,Karlsruhe,Nurnberg,4,1
12/02/2022,Paderborn,Dresden,0,0
12/02/2022,Regensburg,St Pauli,2,3
13/02/2022,Fortuna Dusseldorf,Schalke 04,2,1
13/02/2022,Hannover,Darmstadt,2,2
13/02/2022,Ingolstadt,Sandhausen,0,0
18/02/2022,Dresden,Heidenheim,1,1
18/02/2022,Schalke 04,Paderborn,2,0
19/02/2022,Holstein Kiel,Karlsruhe,0,2
19/02/2022,Sandhausen,Hamburg,1,1
19/02/2022,Werder Bremen,Ingolstadt,1,1
19/02/2022,Nurnberg,Regensburg,2,0
20/02/2022,Darmstadt,Hansa Rostock,1,1
20/02/2022,Fortuna Dusseldorf,Erzgebirge Aue,3,1
20/02/2022,St Pauli,Hannover,0,3
25/02/2022,Hannover,Holstein Kiel,2,0
25/02/2022,Paderborn,Erzgebirge Aue,3,3
26/02/2022,Hansa Rostock,Nurnberg,0,2
26/02/2022,Ingolstadt,St Pauli,1,3
26/02/2022,Karlsruhe,Schalke 04,1,1
26/02/2022,Dresden,Darmstadt,0,1
27/02/2022,Hamburg,Werder Bremen,2,3
27/02/2022,Heidenheim,Sandhausen,1,1
27/02/2022,Regensburg,Fortuna Dusseldorf,0,0
04/03/2022,Darmstadt,Heidenheim,3,2
04/03/2022,Holstein Kiel,Paderborn,3,4
05/03/2022,Sandhausen,Hannover,3,1
05/03/2022,Schalke 04,Hansa Rostock,3,4
05/03/2022,St Pauli,Karlsruhe,3,1
05/03/2022,Nurnberg,Hamburg,2,1
06/03/2022,Erzgebirge Aue,Regensburg,1,0
06/03/2022,Fortuna Dusseldorf,Ingolstadt,3,0
06/03/2022,Werder Bremen,Dresden,2,1
11/03/2022,Darmstadt,Sandhausen,1,1
11/03/2022,Hansa Rostock,Holstein Kiel,3,2
12/03/2022,Dresden,St Pauli,1,1
12/03/2022,Paderborn,Fortuna Dusseldorf,1,1
12/03/2022,Heidenheim,Werder Bremen,2,1
13/03/2022,Hannover,Nurnberg,0,3
13/03/2022,Ingolstadt,Schalke 04,0,3
13/03/2022,Karlsruhe,Regensburg,1,1
18/03/2022,Erzgebirge Aue,Karlsruhe,0,3
18/03/2022,St Pauli,Heidenheim,1,0
19/03/2022,Fortuna Dusseldorf,Hamburg,1,1
19/03/2022,Sandhausen,Hansa Rostock,0,1
19/03/2022,Schalke 04,Hannover,2,1
19/03/2022,Werder Bremen,Darmstadt,1,0
20/03/2022,Holstein Kiel,Ingolstadt,1,0
20/03/2022,Nurnberg,Dresden,1,1
20/03/2022,Regensburg,Paderborn,1,0
01/04/2022,Dresden,Schalke 04,1,2
01/04/2022,Ingolstadt,Erzgebirge Aue,3,2
02/04/2022,Darmstadt,Holstein Kiel,3,1
02/04/2022,Hamburg,Paderborn,1,2
02/04/2022,Hannover,Regensburg,1,1
02/04/2022,Hansa Rostock,St Pauli,1,0
03/04/2022,Heidenheim,Nurnberg,3,1
03/04/2022,Karlsruhe,Fortuna Dusseldorf,2,2
03/04/2022,Werder Bremen,Sandhausen,1,1
05/04/2022,Hamburg,Erzgebirge Aue,4,0
08/04/2022,Fortuna Dusseldorf,Hansa Rostock,3,0
08/04/2022,Regensburg,Ingolstadt,1,1
09/04/2022,Erzgebirge Aue,Hannover,1,3
09/04/2022,Schalke 04,Heidenheim,3,0
09/04/2022,St Pauli,Werder Bremen,1,1
09/04/2022,Nurnberg,Darmstadt,3,1
10/04/2022,Holstein Kiel,Hamburg,1,0
10/04/2022,Paderborn,Karlsruhe,2,2
10/04/2022,Sandhausen,Dresden,2,1
16/04/2022,Dresden,Holstein Kiel,0,0
16/04/2022,Hannover,Fortuna Dusseldorf,0,0
16/04/2022,Sandhausen,St Pauli,1,1
16/04/2022,Hamburg,Karlsruhe,3,0
17/04/2022,Darmstadt,Schalke 04,2,5
17/04/2022,Hansa Rostock,Regensburg,1,1
17/04/2022,Heidenheim,Erzgebirge Aue,0,2
17/04/2022,Ingolstadt,Paderborn,0,1
17/04/2022,Werder Bremen,Nurnberg,1,1
22/04/2022,Fortuna Dusseldorf,Dresden,2,2
22/04/2022,Karlsruhe,Ingolstadt,2,2
23/04/2022,Holstein Kiel,Heidenheim,1,1
23/04/2022,Regensburg,Hamburg,2,4
23/04/2022,Schalke 04,Werder Bremen,1,4
23/04/2022,St Pauli,Darmstadt,1,2
24/04/2022,Erzgebirge Aue,Hansa Rostock,2,2
24/04/2022,Nurnberg,Sandhausen,2,4
24/04/2022,Paderborn,Hannover,3,0
29/04/2022,Hannover,Karlsruhe,2,0
29/04/2022,Heidenheim,Fortuna Dusseldorf,1,3
29/04/2022,Sandhausen,Schalke 04,1,2
29/04/2022,St Pauli,Nurnberg,1,1
29/04/2022,Werder Bremen,Holstein Kiel,2,3
30/04/2022,Dresden,Regensburg,1,1
30/04/2022,Hansa Rostock,Paderborn,0,0
30/04/2022,Ingolstadt,Hamburg,0,4
30/04/2022,Darmstadt,Erzgebirge Aue,6,0
06/05/2022,Fortuna Dusseldorf,Darmstadt,2,1
06/05/2022,Paderborn,Sandhausen,2,0
07/05/2022,Hamburg,Hannover,2,1
07/05/2022,Ingolstadt,Hansa Rostock,0,0
07/05/2022,Regensburg,Heidenheim,0,2
07/05/2022,Schalke 04,St Pauli,3,2
08/05/2022,Erzgebirge Aue,Werder Bremen,0,3
08/05/2022,Holstein Kiel,Nurnberg,3,0
08/05/2022,Karlsruhe,Dresden,2,2
15/05/2022,Darmstadt,Paderborn,3,0
15/05/2022,Dresden,Erzgebirge Aue,0,1
15/05/2022,Hannover,Ingolstadt,3,2
15/05/2022,Hansa Rostock,Hamburg,2,3
15/05/2022,Heidenheim,Karlsruhe,2,0
15/05/2022,Nurnberg,Schalke 04,1,2
15/05/2022,Sandhausen,Holstein Kiel,3,1
15/05/2022,St Pauli,Fortuna Dusseldorf,2,0
15/05/2022,Werder Bremen,Regensburg,2,0
