Date,HomeTeam,AwayTeam,FTHG,FTAG
23/07/2021,Schalke 04,Hamburg,1,3
24/07/2021,Darmstadt,Regensburg,0,2
24/07/2021,Dresden,Ingolstadt,3,0
24/07/2021,Hansa Rostock,Karlsruhe,1,3
24/07/2021,Heidenheim,Paderborn,0,0
24/07/2021,Werder Bremen,Hannover,1,1
25/07/2021,Nurnberg,Erzgebirge Aue,0,0
25/07/2021,Sandhausen,Fortuna Dusseldorf,0,2
25/07/2021,St Pauli,Holstein Kiel,3,0
30/07/2021,Karlsruhe,Darmstadt,3,0
30/07/2021,Paderborn,Nurnberg,2,2
31/07/2021,Hannover,Hansa Rostock,0,3
31/07/2021,Ingolstadt,Heidenheim,1,2
31/07/2021,Regensburg,Sandhausen,3,0
31/07/2021,Fortuna Dusseldorf,Werder Bremen,2,3
01/08/2021,Erzgebirge Aue,St Pauli,0,0
01/08/2021,Hamburg,Dresden,1,1
01/08/2021,Holstein Kiel,Schalke 04,0,3
13/08/2021,Schalke 04,Erzgebirge Aue,1,1
13/08/2021,St Pauli,Hamburg,3,2
14/08/2021,Holstein Kiel,Regensburg,0,3
14/08/2021,Nurnberg,Fortuna Dusseldorf,2,0
14/08/2021,Sandhausen,Karlsruhe,0,0
14/08/2021,Dresden,Hannover,2,0
15/08/2021,Darmstadt,Ingolstadt,6,1
15/08/2021,Heidenheim,Hansa Rostock,1,1
15/08/2021,Werder Bremen,Paderborn,1,4
20/08/2021,Fortuna Dusseldorf,Holstein Kiel,2,2
20/08/2021,Hannover,Heidenheim,1,0
21/08/2021,Karlsruhe,Werder Bremen,0,0
21/08/2021,Paderborn,St Pauli,3,1
21/08/2021,Regensburg,Schalke 04,4,1
21/08/2021,Hansa Rostock,Dresden,1,3
22/08/2021,Erzgebirge Aue,Sandhausen,1,3
22/08/2021,Hamburg,Darmstadt,2,2
22/08/2021,Ingolstadt,Nurnberg,0,0
27/08/2021,Nurnberg,Karlsruhe,2,1
27/08/2021,Sandhausen,Ingolstadt,0,2
28/08/2021,Darmstadt,Hannover,4,0
28/08/2021,Heidenheim,Hamburg,0,0
28/08/2021,Holstein Kiel,Erzgebirge Aue,3,0
28/08/2021,Schalke 04,Fortuna Dusseldorf,3,1
29/08/2021,Dresden,Paderborn,0,3
29/08/2021,St Pauli,Regensburg,2,0
29/08/2021,Werder Bremen,Hansa Rostock,3,0
11/09/2021,Hannover,St Pauli,1,0
11/09/2021,Ingolstadt,Werder Bremen,0,3
11/09/2021,Karlsruhe,Holstein Kiel,2,2
11/09/2021,Hamburg,Sandhausen,2,1
12/09/2021,Erzgebirge Aue,Fortuna Dusseldorf,0,1
12/09/2021,Hansa Rostock,Darmstadt,2,1
12/09/2021,Heidenheim,Dresden,2,1
12/09/2021,Paderborn,Schalke 04,0,1
12/09/2021,Regensburg,Nurnberg,2,2
17/09/2021,Nurnberg,Hansa Rostock,1,0
17/09/2021,Schalke 04,Karlsruhe,1,2
18/09/2021,Fortuna Dusseldorf,Regensburg,1,1
18/09/2021,Holstein Kiel,Hannover,0,3
18/09/2021,Sandhausen,Heidenheim,1,3
18/09/2021,Werder Bremen,Hamburg,0,2
19/09/2021,Darmstadt,Dresden,1,0
19/09/2021,Erzgebirge Aue,Paderborn,1,4
19/09/2021,St Pauli,Ingolstadt,4,1
24/09/2021,Heidenheim,Darmstadt,2,1
24/09/2021,Regensburg,Erzgebirge Aue,3,2
25/09/2021,Ingolstadt,Fortuna Dusseldorf,1,2
25/09/2021,Karlsruhe,St Pauli,1,3
25/09/2021,Paderborn,Holstein Kiel,1,2
25/09/2021,Hansa Rostock,Schalke 04,0,2
