Date,HomeTeam,AwayTeam,FTHG,FTAG
26/07/2019,Stuttgart,Hannover,2,1
27/07/2019,Dresden,Nurnberg,0,1
27/07/2019,Holstein Kiel,Sandhausen,1,1
27/07/2019,Osnabruck,Heidenheim,1,3
28/07/2019,Hamburg,Darmstadt,1,1
28/07/2019,Greuther Furth,Erzgebirge Aue,0,2
28/07/2019,Regensburg,Bochum,3,1
28/07/2019,Wehen,Karlsruhe,1,2
29/07/2019,Bielefeld,St Pauli,1,1
02/08/2019,Bochum,Bielefeld,3,3
02/08/2019,Sandhausen,Osnabruck,0,1
02/08/2019,St Pauli,Greuther Furth,1,3
03/08/2019,Karlsruhe,Dresden,4,2
03/08/2019,Hannover,Regensburg,1,1
04/08/2019,Heidenheim,Stuttgart,2,2
04/08/2019,Darmstadt,Holstein Kiel,2,0
04/08/2019,Erzgebirge Aue,Wehen,3,2
05/08/2019,Nurnberg,Hamburg,0,4
16/08/2019,Hamburg,Bochum,1,0
16/08/2019,Sandhausen,Nurnberg,3,2
17/08/2019,Bielefeld,Erzgebirge Aue,3,1
17/08/2019,Stuttgart,St Pauli,2,1
17/08/2019,Wehen,Hannover,0,3
18/08/2019,Dresden,Heidenheim,2,1
18/08/2019,Greuther Furth,Regensburg,1,0
18/08/2019,Holstein Kiel,Karlsruhe,2,1
19/08/2019,Osnabruck,Darmstadt,4,0
23/08/2019,Darmstadt,Dresden,0,0
23/08/2019,Erzgebirge Aue,Stuttgart,0,0
24/08/2019,Bochum,Wehen,3,3
24/08/2019,Hannover,Greuther Furth,1,1
24/08/2019,Regensburg,Bielefeld,1,3
25/08/2019,Heidenheim,Sandhausen,0,2
25/08/2019,Karlsruhe,Hamburg,2,4
25/08/2019,Nurnberg,Osnabruck,1,0
26/08/2019,St Pauli,Holstein Kiel,2,1
30/08/2019,Nurnberg,Heidenheim,2,2
30/08/2019,Sandhausen,Darmstadt,1,0
31/08/2019,Bielefeld,Greuther Furth,2,2
31/08/2019,Dresden,St Pauli,3,3
31/08/2019,Wehen,Regensburg,0,5
01/09/2019,Hamburg,Hannover,3,0
01/09/2019,Holstein Kiel,Erzgebirge Aue,1,1
01/09/2019,Osnabruck,Karlsruhe,3,0
02/09/2019,Stuttgart,Bochum,2,1
13/09/2019,Greuther Furth,Wehen,2,1
13/09/2019,Karlsruhe,Sandhausen,1,0
14/09/2019,Hannover,Bielefeld,0,2
14/09/2019,Heidenheim,Holstein Kiel,3,0
14/09/2019,Regensburg,Stuttgart,2,3
15/09/2019,Bochum,Dresden,2,2
15/09/2019,Darmstadt,Nurnberg,3,3
15/09/2019,Erzgebirge Aue,Osnabruck,1,0
16/09/2019,St Pauli,Hamburg,2,0
20/09/2019,Heidenheim,Darmstadt,1,0
20/09/2019,Holstein Kiel,Hannover,1,2
21/09/2019,Nurnberg,Karlsruhe,1,1
21/09/2019,Sandhausen,Bochum,1,1
21/09/2019,Stuttgart,Greuther Furth,2,0
21/09/2019,Wehen,Bielefeld,2,5
22/09/2019,Dresden,Regensburg,2,1
22/09/2019,Hamburg,Erzgebirge Aue,4,0
22/09/2019,Osnabruck,St Pauli,1,1
27/09/2019,Bielefeld,Stuttgart,0,1
27/09/2019,Wehen,Osnabruck,2,0
28/09/2019,Bochum,Darmstadt,2,2
28/09/2019,Karlsruhe,Heidenheim,1,1
28/09/2019,Regensburg,Hamburg,2,2
29/09/2019,Erzgebirge Aue,Dresden,4,1
29/09/2019,Greuther Furth,Holstein Kiel,0,3
29/09/2019,St Pauli,Sandhausen,2,0
30/09/2019,Hannover,Nurnberg,0,4
04/10/2019,Darmstadt,Karlsruhe,1,1
04/10/2019,Stuttgart,Wehen,1,2
05/10/2019,Dresden,Hannover,0,2
05/10/2019,Hamburg,Greuther Furth,2,0
05/10/2019,Sandhausen,Erzgebirge Aue,2,2
06/10/2019,Heidenheim,Bochum,2,3
06/10/2019,Holstein Kiel,Regensburg,1,2
06/10/2019,Nurnberg,St Pauli,1,1
07/10/2019,Osnabruck,Bielefeld,0,1
18/10/2019,Erzgebirge Aue,Nurnberg,4,3
18/10/2019,Greuther Furth,Dresden,2,0
19/10/2019,Regensburg,Sandhausen,1,0
19/10/2019,St Pauli,Darmstadt,0,1
19/10/2019,Wehen,Heidenheim,0,0
20/10/2019,Bochum,Karlsruhe,3,3
20/10/2019,Hannover,Osnabruck,0,0
20/10/2019,Stuttgart,Holstein Kiel,0,1
21/10/2019,Bielefeld,Hamburg,1,1
25/10/2019,Darmstadt,Erzgebirge Aue,1,0
25/10/2019,Holstein Kiel,Bochum,2,1
26/10/2019,Dresden,Bielefeld,0,1
26/10/2019,Hamburg,Stuttgart,6,2
26/10/2019,Karlsruhe,Hannover,3,3
27/10/2019,Heidenheim,St Pauli,1,0
27/10/2019,Nurnberg,Regensburg,1,1
27/10/2019,Osnabruck,Greuther Furth,0,0
28/10/2019,Sandhausen,Wehen,0,0
01/11/2019,Hannover,Sandhausen,1,1
01/11/2019,Regensburg,Osnabruck,3,3
02/11/2019,Erzgebirge Aue,Heidenheim,1,1
02/11/2019,Greuther Furth,Darmstadt,3,1
02/11/2019,St Pauli,Karlsruhe,2,2
03/11/2019,Bielefeld,Holstein Kiel,2,1
03/11/2019,Stuttgart,Dresden,3,1
03/11/2019,Wehen,Hamburg,1,1
04/11/2019,Bochum,Nurnberg,3,1
08/11/2019,Dresden,Wehen,1,0
08/11/2019,St Pauli,Bochum,1,1
09/11/2019,Holstein Kiel,Hamburg,1,1
09/11/2019,Osnabruck,Stuttgart,1,0
09/11/2019,Sandhausen,Greuther Furth,3,2
10/11/2019,Darmstadt,Regensburg,2,2
10/11/2019,Heidenheim,Hannover,4,0
10/11/2019,Nurnberg,Bielefeld,1,5
11/11/2019,Karlsruhe,Erzgebirge Aue,1,1
22/11/2019,Bochum,Osnabruck,1,1
22/11/2019,Erzgebirge Aue,St Pauli,3,1
23/11/2019,Bielefeld,Sandhausen,1,1
23/11/2019,Hamburg,Dresden,2,1
23/11/2019,Wehen,Holstein Kiel,3,6
24/11/2019,Greuther Furth,Nurnberg,0,0
24/11/2019,Regensburg,Heidenheim,3,1
24/11/2019,Stuttgart,Karlsruhe,3,0
25/11/2019,Hannover,Darmstadt,1,2
29/11/2019,Karlsruhe,Regensburg,4,1
29/11/2019,Osnabruck,Hamburg,2,1
30/11/2019,Bochum,Erzgebirge Aue,2,0
30/11/2019,Dresden,Holstein Kiel,1,2
30/11/2019,Nurnberg,Wehen,0,2
30/11/2019,St Pauli,Hannover,0,1
01/12/2019,Darmstadt,Bielefeld,1,3
01/12/2019,Heidenheim,Greuther Furth,1,0
01/12/2019,Sandhausen,Stuttgart,2,1
06/12/2019,Bielefeld,Karlsruhe,2,2
06/12/2019,Hamburg,Heidenheim,0,1
07/12/2019,Greuther Furth,Bochum,3,1
07/12/2019,Hannover,Erzgebirge Aue,3,2
07/12/2019,Holstein Kiel,Osnabruck,2,4
08/12/2019,Dresden,Sandhausen,1,1
08/12/2019,Regensburg,St Pauli,1,0
08/12/2019,Wehen,Darmstadt,0,0
09/12/2019,Stuttgart,Nurnberg,3,1
13/12/2019,Bochum,Hannover,2,1
13/12/2019,Erzgebirge Aue,Regensburg,1,0
14/12/2019,Heidenheim,Bielefeld,0,0
14/12/2019,Karlsruhe,Greuther Furth,1,5
14/12/2019,St Pauli,Wehen,3,1
15/12/2019,Nurnberg,Holstein Kiel,2,2
15/12/2019,Osnabruck,Dresden,3,0
15/12/2019,Sandhausen,Hamburg,1,1
16/12/2019,Darmstadt,Stuttgart,1,1
20/12/2019,Karlsruhe,Wehen,0,1
20/12/2019,Nurnberg,Dresden,2,0
21/12/2019,Darmstadt,Hamburg,2,2
21/12/2019,Erzgebirge Aue,Greuther Furth,3,1
21/12/2019,Hannover,Stuttgart,2,2
21/12/2019,St Pauli,Bielefeld,3,0
22/12/2019,Bochum,Regensburg,2,3
22/12/2019,Heidenheim,Osnabruck,3,1
22/12/2019,Sandhausen,Holstein Kiel,2,2
28/01/2020,Bielefeld,Bochum,2,0
28/01/2020,Greuther Furth,St Pauli,3,0
28/01/2020,Regensburg,Hannover,1,0
28/01/2020,Wehen,Erzgebirge Aue,1,0
29/01/2020,Stuttgart,Heidenheim,3,0
29/01/2020,Dresden,Karlsruhe,1,0
29/01/2020,Holstein Kiel,Darmstadt,1,1
29/01/2020,Osnabruck,Sandhausen,1,3
30/01/2020,Hamburg,Nurnberg,4,1
31/01/2020,Erzgebirge Aue,Bielefeld,0,0
31/01/2020,Regensburg,Greuther Furth,0,2
01/02/2020,Hannover,Wehen,2,2
01/02/2020,Karlsruhe,Holstein Kiel,0,2
01/02/2020,St Pauli,Stuttgart,1,1
02/02/2020,Darmstadt,Osnabruck,2,2
02/02/2020,Heidenheim,Dresden,0,0
02/02/2020,Nurnberg,Sandhausen,2,0
03/02/2020,Bochum,Hamburg,1,3
07/02/2020,Dresden,Darmstadt,2,3
07/02/2020,Sandhausen,Heidenheim,0,1
08/02/2020,Hamburg,Karlsruhe,2,0
