date,home_team,home_score,away_team,away_score
2013-03-30,U. Espanola,1,Deportes Iquique,0
2013-03-28,Rangers,0,S. Wanderers,0
2013-03-17,Colo Colo,1,Nublense,1
2013-03-17,Cobreloa,1,A. Italiano,1
2013-03-17,Deportes Iquique,0,Rangers,2
2013-03-17,Palestino,3,Cobresal,2
2013-03-16,U. Espanola,5,Everton,0
2013-03-16,Huachipato,1,U. Catolica,2
2013-03-16,Union La Calera,2,U. De Chile,3
2013-03-15,O'Higgins,2,San Marcos de Arica,1
2013-03-15,S. Wanderers,1,Antofagasta,4
2013-03-10,U. Catolica,2,S. Wanderers,3
2013-03-10,Antofagasta,1,O'Higgins,3
2013-03-10,Rangers,1,Colo Colo,0
2013-03-09,San Marcos de Arica,0,U. Espanola,1
2013-03-09,A. Italiano,0,Huachipato,1
2013-03-09,U. De Chile,2,Deportes Iquique,0
2013-03-09,Palestino,1,Union La Calera,0
2013-03-08,Everton,0,Cobreloa,1
2013-03-08,Nublense,2,Cobresal,1
2013-03-03,S. Wanderers,0,Palestino,0
2013-03-03,Colo Colo,3,Antofagasta,3
2013-03-03,Cobreloa,4,U. Catolica,2
2013-03-03,Union La Calera,2,Rangers,0
2013-03-02,San Marcos de Arica,2,Everton,2
2013-03-02,Huachipato,2,Deportes Iquique,1
2013-03-02,O'Higgins,3,A. Italiano,1
2013-03-02,Cobresal,1,U. De Chile,3
2013-03-01,U. Espanola,2,Nublense,2
2013-02-27,S. Wanderers,2,U. De Chile,1
2013-02-24,U. De Chile,6,San Marcos de Arica,1
2013-02-24,Antofagasta,1,Everton,2
2013-02-24,U. Catolica,4,Union La Calera,0
2013-02-23,Deportes Iquique,0,S. Wanderers,2
2013-02-23,Huachipato,0,U. Espanola,1
2013-02-23,Palestino,1,Colo Colo,2
2013-02-23,Rangers,2,Cobreloa,2
2013-02-22,A. Italiano,3,Cobresal,2
2013-02-22,Nublense,1,O'Higgins,1
2013-02-17,Colo Colo,1,S. Wanderers,0
2013-02-17,Cobreloa,3,Huachipato,3
2013-02-17,Cobresal,2,Rangers,2
2013-02-16,San Marcos de Arica,0,Nublense,4
2013-02-16,U. Catolica,4,Antofagasta,2
2013-02-16,Union La Calera,1,Deportes Iquique,0
2013-02-16,Everton,1,U. De Chile,1
2013-02-15,U. Espanola,4,A. Italiano,0
2013-02-15,O'Higgins,3,Palestino,2
2013-02-10,Rangers,0,U. Catolica,3
2013-02-10,Antofagasta,0,Cobreloa,0
2013-02-10,Palestino,0,Nublense,1
2013-02-10,Cobresal,0,Everton,1
2013-02-09,S. Wanderers,3,Union La Calera,4
2013-02-09,U. De Chile,0,U. Espanola,3
2013-02-09,Deportes Iquique,2,Colo Colo,1
2013-02-08,Huachipato,0,O'Higgins,2
2013-02-08,A. Italiano,1,San Marcos de Arica,1
2013-02-03,Colo Colo,2,Union La Calera,0
2013-02-03,Cobreloa,4,Deportes Iquique,1
2013-02-03,Nublense,0,Antofagasta,2
2013-02-02,San Marcos de Arica,3,Cobresal,1
2013-02-02,U. Espanola,1,Rangers,2
2013-02-02,O'Higgins,2,S. Wanderers,0
2013-02-02,U. Catolica,1,Palestino,1
2013-02-01,Everton,3,Huachipato,0
2013-02-01,U. De Chile,1,A. Italiano,0
2013-01-27,O'Higgins,0,U. Catolica,1
2013-01-27,Cobreloa,5,Colo Colo,2
2013-01-27,Cobresal,1,U. Espanola,2
2013-01-26,Deportes Iquique,0,Palestino,0
2013-01-26,Nublense,1,Everton,1
2013-01-26,Union La Calera,2,Antofagasta,1
2013-01-25,Huachipato,0,San Marcos de Arica,0
2013-01-25,Rangers,1,A. Italiano,1
