date,home_team,home_score,away_team,away_score
2013-06-02,Cobresal,3,Curico Unido,0
2013-05-29,Curico Unido,0,Cobresal,0
2013-05-26,San Marcos de Arica,1,U. Catolica,2
2013-05-26,U. Espanola,1,Colo Colo,0
2013-05-25,Everton,2,Deportes Iquique,1
2013-05-25,Huachipato,0,Palestino,2
2013-05-25,Cobreloa,2,S. Wanderers,0
2013-05-25,Cobresal,3,Antofagasta,2
2013-05-25,O'Higgins,0,Union La Calera,1
2013-05-25,Nublense,2,A. Italiano,4
2013-05-24,U. De Chile,1,Rangers,2
2013-05-19,Rangers,5,Huachipato,2
2013-05-19,Deportes Iquique,2,O'Higgins,1
2013-05-19,U. Catolica,3,U. De Chile,0
2013-05-18,S. Wanderers,3,Nublense,1
2013-05-18,Antofagasta,3,San Marcos de Arica,1
2013-05-18,Colo Colo,2,Cobresal,0
2013-05-18,Union La Calera,1,Cobreloa,2
2013-05-18,Palestino,1,U. Espanola,2
2013-05-17,A. Italiano,1,Everton,3
2013-05-12,Colo Colo,1,O'Higgins,2
2013-05-12,Cobreloa,1,Palestino,0
2013-05-12,Cobresal,2,Union La Calera,1
2013-05-12,Nublense,1,U. De Chile,3
2013-05-11,Everton,2,Rangers,1
2013-05-11,A. Italiano,1,U. Catolica,2
2013-05-11,San Marcos de Arica,1,Deportes Iquique,1
2013-05-11,U. Espanola,3,Antofagasta,1
2013-05-10,Huachipato,3,S. Wanderers,1
2013-05-05,Union La Calera,0,Huachipato,1
2013-05-05,U. De Chile,3,Colo Colo,2
2013-05-04,Rangers,0,Nublense,0
2013-05-04,Antofagasta,1,A. Italiano,0
2013-05-04,U. Catolica,2,Everton,0
2013-05-04,Deportes Iquique,3,Cobresal,0
2013-05-04,S. Wanderers,0,U. Espanola,2
2013-05-04,Palestino,2,San Marcos de Arica,2
2013-05-03,O'Higgins,1,Cobreloa,1
2013-04-28,Colo Colo,2,Huachipato,2
2013-04-28,Antofagasta,4,U. De Chile,2
2013-04-28,Cobresal,1,Cobreloa,4
2013-04-28,Nublense,0,Union La Calera,2
2013-04-27,San Marcos de Arica,1,Rangers,0
2013-04-27,U. Catolica,1,Deportes Iquique,1
2013-04-27,A. Italiano,1,Palestino,0
2013-04-27,Everton,3,S. Wanderers,0
2013-04-26,U. Espanola,0,O'Higgins,2
2013-04-21,Huachipato,0,Cobresal,2
2013-04-21,Cobreloa,2,San Marcos de Arica,1
2013-04-21,Colo Colo,0,U. Catolica,1
2013-04-20,Rangers,4,Antofagasta,1
2013-04-20,Union La Calera,2,U. Espanola,1
2013-04-20,Deportes Iquique,0,Nublense,1
2013-04-20,O'Higgins,2,U. De Chile,2
2013-04-20,Palestino,2,Everton,1
2013-04-19,S. Wanderers,2,A. Italiano,1
2013-04-14,Everton,2,Union La Calera,3
2013-04-14,U. De Chile,4,Palestino,1
2013-04-14,Cobresal,1,S. Wanderers,2
2013-04-14,Nublense,1,U. Catolica,3
2013-04-13,San Marcos de Arica,2,Colo Colo,3
2013-04-13,Rangers,1,O'Higgins,2
2013-04-13,A. Italiano,3,Deportes Iquique,1
2013-04-13,U. Espanola,0,Cobreloa,0
2013-04-12,Antofagasta,3,Huachipato,3
2013-04-07,Colo Colo,3,Everton,0
2013-04-07,Cobreloa,0,Nublense,2
2013-04-07,Huachipato,3,U. De Chile,4
2013-04-06,O'Higgins,2,Cobresal,2
2013-04-06,U. Catolica,1,U. Espanola,3
2013-04-06,Deportes Iquique,1,Antofagasta,1
2013-04-06,S. Wanderers,3,San Marcos de Arica,1
2013-04-06,Palestino,2,Rangers,2
2013-04-05,Union La Calera,3,A. Italiano,3
2013-03-31,A. Italiano,3,Colo Colo,1
2013-03-31,Antofagasta,1,Palestino,2
2013-03-31,Cobresal,1,U. Catolica,2
2013-03-30,San Marcos de Arica,1,Union La Calera,1
2013-03-30,Nublense,0,Huachipato,3
2013-03-30,U. De Chile,1,Cobreloa,1
2013-03-30,Everton,2,O'Higgins,0
