Date,HomeTeam,AwayTeam,FTHG,FTAG
04/04/2022,Leganes,Fuenlabrada,3,2
08/04/2022,Lugo,Cartagena,1,0
09/04/2022,Sociedad B,Tenerife,1,2
09/04/2022,Alcorcon,Sp Gijon,1,1
09/04/2022,Malaga,Valladolid,2,2
09/04/2022,Las Palmas,Amorebieta,1,0
10/04/2022,Fuenlabrada,Huesca,2,3
10/04/2022,Zaragoza,Girona,1,0
10/04/2022,Ibiza,Eibar,2,0
10/04/2022,Mirandes,Burgos,3,1
10/04/2022,Oviedo,Leganes,1,0
11/04/2022,Almeria,Ponferradina,3,0
15/04/2022,Eibar,Las Palmas,2,2
15/04/2022,Amorebieta,Mirandes,1,0
16/04/2022,Leganes,Malaga,0,3
16/04/2022,Valladolid,Almeria,2,2
16/04/2022,Sp Gijon,Oviedo,0,1
16/04/2022,Cartagena,Alcorcon,3,1
17/04/2022,Ponferradina,Lugo,3,1
17/04/2022,Burgos,Ibiza,2,1
17/04/2022,Huesca,Zaragoza,1,1
17/04/2022,Tenerife,Fuenlabrada,3,1
18/04/2022,Girona,Sociedad B,2,0
22/04/2022,Tenerife,Huesca,0,0
23/04/2022,Sociedad B,Amorebieta,2,1
23/04/2022,Cartagena,Girona,3,0
23/04/2022,Fuenlabrada,Ponferradina,2,3
23/04/2022,Malaga,Eibar,1,3
24/04/2022,Alcorcon,Oviedo,1,2
24/04/2022,Ibiza,Las Palmas,1,1
24/04/2022,Mirandes,Valladolid,0,1
24/04/2022,Lugo,Leganes,0,0
24/04/2022,Zaragoza,Burgos,0,0
25/04/2022,Almeria,Sp Gijon,1,0
29/04/2022,Las Palmas,Malaga,2,1
30/04/2022,Oviedo,Mirandes,3,0
30/04/2022,Eibar,Zaragoza,2,0
30/04/2022,Burgos,Almeria,0,2
01/05/2022,Amorebieta,Fuenlabrada,2,1
01/05/2022,Alcorcon,Girona,0,1
01/05/2022,Sp Gijon,Ibiza,0,1
01/05/2022,Lugo,Tenerife,0,2
01/05/2022,Ponferradina,Cartagena,4,2
02/05/2022,Leganes,Huesca,2,1
02/05/2022,Valladolid,Sociedad B,1,2
06/05/2022,Las Palmas,Mirandes,1,0
07/05/2022,Fuenlabrada,Sociedad B,1,2
07/05/2022,Huesca,Sp Gijon,1,1
07/05/2022,Almeria,Amorebieta,3,0
07/05/2022,Malaga,Oviedo,0,0
07/05/2022,Ponferradina,Burgos,3,1
08/05/2022,Cartagena,Leganes,0,0
08/05/2022,Eibar,Valladolid,0,2
08/05/2022,Ibiza,Lugo,1,1
08/05/2022,Zaragoza,Alcorcon,0,3
09/05/2022,Girona,Tenerife,0,1
13/05/2022,Sociedad B,Almeria,0,2
14/05/2022,Amorebieta,Huesca,1,0
14/05/2022,Burgos,Cartagena,1,1
14/05/2022,Lugo,Fuenlabrada,1,3
14/05/2022,Valladolid,Ponferradina,2,0
14/05/2022,Leganes,Eibar,2,3
15/05/2022,Alcorcon,Las Palmas,0,2
15/05/2022,Mirandes,Ibiza,4,0
15/05/2022,Sp Gijon,Girona,2,1
15/05/2022,Tenerife,Malaga,0,2
16/05/2022,Oviedo,Zaragoza,3,3
20/05/2022,Zaragoza,Lugo,1,0
21/05/2022,Cartagena,Amorebieta,5,0
21/05/2022,Fuenlabrada,Sp Gijon,0,0
21/05/2022,Huesca,Sociedad B,3,2
21/05/2022,Malaga,Burgos,0,1
21/05/2022,Almeria,Alcorcon,1,1
21/05/2022,Eibar,Tenerife,2,0
21/05/2022,Girona,Mirandes,2,0
21/05/2022,Ibiza,Valladolid,1,2
21/05/2022,Las Palmas,Oviedo,2,1
21/05/2022,Ponferradina,Leganes,0,3
27/05/2022,Mirandes,Fuenlabrada,5,1
27/05/2022,Sociedad B,Zaragoza,1,2
28/05/2022,Amorebieta,Ponferradina,1,0
28/05/2022,Lugo,Malaga,1,0
29/05/2022,Alcorcon,Eibar,1,0
29/05/2022,Burgos,Girona,0,0
29/05/2022,Leganes,Almeria,2,2
29/05/2022,Oviedo,Ibiza,3,2
29/05/2022,Sp Gijon,Las Palmas,0,1
29/05/2022,Tenerife,Cartagena,1,2
29/05/2022,Valladolid,Huesca,3,0
