date,home_team,home_score,away_team,away_score
2012-10-06 11:30:00,San Giustino,1,Lube Civitanova,3
2012-10-07 11:30:00,Ravenna,0,Piacenza,3
2012-10-07 12:00:00,Trentino,1,Vibo Valentia,3
2012-10-07 12:00:00,Modena,3,Verona,0
2012-10-07 12:00:00,Cisterna,3,Perugia,0
2012-10-07 12:00:00,BCC-NEP Castellana,1,Cuneo,3
2012-10-13 11:30:00,Vibo Valentia,3,Modena,0
2012-10-14 11:30:00,Verona,2,Cisterna,3
2012-10-14 12:00:00,Piacenza,3,San Giustino,1
2012-10-14 12:00:00,Lube Civitanova,3,BCC-NEP Castellana,0
2012-10-14 12:00:00,Cuneo,3,Ravenna,0
2012-10-20 11:30:00,Lube Civitanova,3,Piacenza,0
2012-10-20 14:30:00,Cuneo,3,Vibo Valentia,1
2012-10-21 11:30:00,BCC-NEP Castellana,2,Perugia,3
2012-10-21 12:00:00,San Giustino,2,Cisterna,3
2012-10-21 12:00:00,Ravenna,1,Verona,3
2012-10-27 11:30:00,Perugia,3,Verona,1
2012-10-28 12:30:00,Modena,3,BCC-NEP Castellana,1
2012-10-28 13:00:00,San Giustino,0,Trentino,3
2012-10-28 13:00:00,Ravenna,0,Lube Civitanova,3
2012-10-28 13:00:00,Piacenza,2,Vibo Valentia,3
2012-10-28 13:00:00,Cisterna,3,Cuneo,0
2012-11-03 12:30:00,Piacenza,3,Modena,1
2012-11-04 12:00:00,Vibo Valentia,3,Ravenna,0
2012-11-04 12:00:00,Verona,3,BCC-NEP Castellana,1
2012-11-04 12:00:00,Trentino,3,Cuneo,0
2012-11-04 12:00:00,Perugia,3,San Giustino,2
2012-11-04 12:00:00,Lube Civitanova,3,Cisterna,1
2012-11-07 14:30:00,Perugia,0,Trentino,3
2012-11-10 11:30:00,Cisterna,0,Trentino,3
2012-11-11 11:30:00,Cuneo,3,Piacenza,0
2012-11-11 12:00:00,San Giustino,3,Verona,0
2012-11-11 12:00:00,Modena,1,Ravenna,3
2012-11-11 12:00:00,Lube Civitanova,3,Perugia,0
2012-11-11 12:00:00,BCC-NEP Castellana,3,Vibo Valentia,0
2012-11-17 11:30:00,Verona,1,Cuneo,3
2012-11-18 11:30:00,Trentino,3,Lube Civitanova,2
2012-11-18 12:00:00,Vibo Valentia,3,San Giustino,1
2012-11-18 12:00:00,Ravenna,1,Cisterna,3
2012-11-18 12:00:00,Piacenza,3,BCC-NEP Castellana,0
2012-11-18 12:00:00,Perugia,3,Modena,1
2012-11-24 11:30:00,San Giustino,3,Ravenna,0
2012-11-25 11:30:00,Modena,3,Cuneo,0
2012-11-25 12:00:00,Verona,2,Lube Civitanova,3
2012-11-25 12:00:00,Piacenza,3,Perugia,1
2012-11-25 12:00:00,Cisterna,3,Vibo Valentia,0
2012-11-25 12:00:00,BCC-NEP Castellana,0,Trentino,3
2012-11-28 14:30:00,Trentino,3,Modena,1
2012-12-01 11:30:00,Vibo Valentia,3,Verona,0
2012-12-02 11:30:00,Trentino,3,Piacenza,1
2012-12-02 12:00:00,Perugia,3,Ravenna,0
2012-12-02 12:00:00,Lube Civitanova,1,Modena,3
2012-12-02 12:00:00,Cuneo,3,San Giustino,0
2012-12-02 12:00:00,BCC-NEP Castellana,3,Cisterna,2
2012-12-08 11:45:00,San Giustino,1,Modena,3
2012-12-09 11:30:00,Cuneo,3,Lube Civitanova,2
2012-12-09 12:00:00,Vibo Valentia,3,Perugia,0
2012-12-09 12:00:00,Verona,0,Trentino,3
2012-12-09 12:00:00,Ravenna,2,BCC-NEP Castellana,3
2012-12-09 12:00:00,Cisterna,0,Piacenza,3
2012-12-16 11:00:00,BCC-NEP Castellana,0,San Giustino,3
2012-12-16 12:00:00,Trentino,3,Ravenna,0
2012-12-16 12:00:00,Piacenza,3,Verona,0
2012-12-16 12:00:00,Perugia,3,Cuneo,0
2012-12-16 12:00:00,Modena,3,Cisterna,1
2012-12-16 12:00:00,Lube Civitanova,3,Vibo Valentia,1
2012-12-22 11:30:00,Perugia,3,Cisterna,1
2012-12-22 14:30:00,Vibo Valentia,0,Trentino,3
2012-12-22 14:30:00,Verona,1,Modena,3
2012-12-22 14:30:00,Piacenza,3,Ravenna,1
2012-12-22 14:30:00,Lube Civitanova,3,San Giustino,0
2012-12-22 14:30:00,Cuneo,0,BCC-NEP Castellana,3
2013-01-05 11:30:00,Modena,3,Vibo Valentia,1
2013-01-06 11:30:00,Cisterna,3,Verona,1
2013-01-06 12:00:00,Trentino,3,Perugia,2
2013-01-06 12:00:00,San Giustino,1,Piacenza,3
2013-01-06 12:00:00,Ravenna,0,Cuneo,3
2013-01-06 12:00:00,BCC-NEP Castellana,0,Lube Civitanova,3
2013-01-12 11:30:00,Modena,3,Trentino,1
2013-01-12 14:00:00,Piacenza,1,Lube Civitanova,3
2013-01-13 10:30:00,Vibo Valentia,0,Cuneo,3
2013-01-13 12:00:00,Verona,0,Ravenna,3
2013-01-13 12:00:00,Perugia,3,BCC-NEP Castellana,1
2013-01-13 12:00:00,Cisterna,3,San Giustino,0
2013-01-19 11:30:00,BCC-NEP Castellana,3,Modena,1
2013-01-20 11:30:00,Cuneo,3,Cisterna,0
2013-01-20 12:00:00,Vibo Valentia,0,Piacenza,3
2013-01-20 12:00:00,Verona,0,Perugia,3
