date,home_team,home_score,away_team,away_score
2013-01-20 12:00:00,Trentino,3,San Giustino,0
2013-01-20 12:00:00,Lube Civitanova,3,Ravenna,0
2013-01-26 11:30:00,Ravenna,0,Vibo Valentia,3
2013-01-27 11:30:00,Cuneo,3,Trentino,1
2013-01-27 12:00:00,San Giustino,3,Perugia,2
2013-01-27 12:00:00,Modena,1,Piacenza,3
2013-01-27 12:00:00,Cisterna,3,Lube Civitanova,2
2013-01-27 12:00:00,BCC-NEP Castellana,3,Verona,0
2013-02-02 11:30:00,Verona,0,San Giustino,3
2013-02-02 14:30:00,Trentino,3,Cisterna,0
2013-02-03 11:30:00,Piacenza,3,Cuneo,0
2013-02-03 12:00:00,Vibo Valentia,0,BCC-NEP Castellana,3
2013-02-03 12:00:00,Ravenna,0,Modena,3
2013-02-03 12:00:00,Perugia,0,Lube Civitanova,3
2013-02-09 11:30:00,Modena,1,Perugia,3
2013-02-10 11:30:00,Lube Civitanova,1,Trentino,3
2013-02-10 12:00:00,San Giustino,1,Vibo Valentia,3
2013-02-10 12:00:00,Cuneo,3,Verona,0
2013-02-10 12:00:00,Cisterna,1,Ravenna,3
2013-02-10 12:00:00,BCC-NEP Castellana,3,Piacenza,1
2013-02-16 12:00:00,Ravenna,0,San Giustino,3
2013-02-17 11:30:00,Trentino,3,BCC-NEP Castellana,0
2013-02-17 12:00:00,Vibo Valentia,1,Cisterna,3
2013-02-17 12:00:00,Perugia,1,Piacenza,3
2013-02-17 12:00:00,Lube Civitanova,3,Verona,0
2013-02-17 12:00:00,Cuneo,3,Modena,1
2013-02-20 12:30:00,Piacenza,3,Cisterna,0
2013-02-23 11:30:00,San Giustino,2,Cuneo,3
2013-02-23 14:30:00,Cisterna,0,BCC-NEP Castellana,3
2013-02-24 11:30:00,Piacenza,2,Trentino,3
2013-02-24 12:00:00,Verona,2,Vibo Valentia,3
2013-02-24 12:00:00,Ravenna,0,Perugia,3
2013-02-24 12:00:00,Modena,3,Lube Civitanova,1
2013-03-02 12:30:00,Perugia,1,Vibo Valentia,3
2013-03-03 11:30:00,Lube Civitanova,3,Cuneo,1
2013-03-03 12:00:00,Trentino,3,Verona,0
2013-03-03 12:00:00,Modena,3,San Giustino,0
2013-03-03 12:00:00,BCC-NEP Castellana,3,Ravenna,1
2013-03-10 12:30:00,Cisterna,3,Modena,0
2013-03-10 13:00:00,Vibo Valentia,1,Lube Civitanova,3
2013-03-10 13:00:00,Verona,1,Piacenza,3
2013-03-10 13:00:00,San Giustino,2,BCC-NEP Castellana,3
2013-03-10 13:00:00,Ravenna,0,Trentino,3
2013-03-10 13:00:00,Cuneo,3,Perugia,0
