date,home_team,home_score,away_team,away_score
2011-12-08 12:00:00,Vibo Valentia,1,Trentino,3
2011-12-08 12:00:00,Verona,1,Roma,3
2011-12-08 12:00:00,Ravenna,2,Padova,3
2011-12-08 12:00:00,Modena,3,San Giustino,2
2011-12-08 12:00:00,Cuneo,3,Belluno,1
2011-12-08 12:30:00,Monza,3,Piacenza,2
2011-12-08 12:30:00,Cisterna,0,Lube Civitanova,3
2011-12-11 11:45:00,Piacenza,0,Ravenna,3
2011-12-11 12:00:00,San Giustino,1,Verona,3
2011-12-11 12:00:00,Roma,1,Trentino,3
2011-12-11 12:00:00,Padova,2,Cuneo,3
2011-12-11 12:00:00,Lube Civitanova,3,Monza,2
2011-12-11 12:00:00,Cisterna,3,Vibo Valentia,0
2011-12-11 12:00:00,Belluno,2,Modena,3
2011-12-17 11:30:00,Vibo Valentia,3,Verona,2
2011-12-18 11:30:00,Trentino,3,Cuneo,2
2011-12-18 12:00:00,Ravenna,1,Roma,3
2011-12-18 12:00:00,Piacenza,0,Belluno,3
2011-12-18 12:00:00,Padova,0,Lube Civitanova,3
2011-12-18 12:00:00,Monza,3,San Giustino,2
2011-12-18 12:00:00,Modena,3,Cisterna,1
2011-12-26 12:00:00,Vibo Valentia,3,Ravenna,0
2011-12-26 12:00:00,Verona,2,Modena,3
2011-12-26 12:00:00,San Giustino,1,Lube Civitanova,3
2011-12-26 12:00:00,Cuneo,3,Monza,0
2011-12-26 12:00:00,Cisterna,1,Padova,3
2011-12-26 12:00:00,Belluno,1,Trentino,3
2011-12-26 14:30:00,Roma,0,Piacenza,3
2011-12-29 14:00:00,Padova,1,San Giustino,3
2011-12-29 14:30:00,Trentino,3,Verona,0
2011-12-29 14:30:00,Ravenna,3,Cisterna,1
2011-12-29 14:30:00,Piacenza,1,Cuneo,3
2011-12-29 14:30:00,Monza,3,Roma,2
2011-12-29 14:30:00,Modena,3,Vibo Valentia,0
2011-12-29 14:30:00,Lube Civitanova,3,Belluno,0
2012-01-05 14:30:00,Vibo Valentia,0,Monza,3
2012-01-05 14:30:00,Verona,2,Lube Civitanova,3
2012-01-05 14:30:00,San Giustino,3,Piacenza,2
2012-01-05 14:30:00,Roma,0,Padova,3
2012-01-05 14:30:00,Cuneo,3,Modena,2
2012-01-05 14:30:00,Cisterna,3,Trentino,1
2012-01-05 14:30:00,Belluno,3,Ravenna,1
2012-01-08 10:00:00,Verona,3,Cuneo,2
2012-01-08 11:30:00,Roma,2,Modena,3
2012-01-08 11:30:00,Monza,1,Trentino,3
2012-01-08 12:00:00,Vibo Valentia,3,San Giustino,0
2012-01-08 12:00:00,Ravenna,0,Lube Civitanova,3
2012-01-08 12:00:00,Piacenza,3,Padova,2
2012-01-08 12:00:00,Cisterna,0,Belluno,3
2012-01-14 11:30:00,Lube Civitanova,3,Roma,0
2012-01-15 11:30:00,Belluno,1,Verona,3
2012-01-15 12:00:00,Trentino,3,Piacenza,0
2012-01-15 12:00:00,San Giustino,2,Cisterna,3
2012-01-15 12:00:00,Padova,1,Monza,3
2012-01-15 12:00:00,Modena,3,Ravenna,0
2012-01-15 12:00:00,Cuneo,3,Vibo Valentia,1
2012-01-21 11:45:00,Ravenna,2,San Giustino,3
2012-01-22 11:30:00,Verona,3,Cisterna,0
2012-01-22 12:00:00,Vibo Valentia,1,Belluno,3
2012-01-22 12:00:00,Trentino,3,Padova,0
2012-01-22 12:00:00,Roma,3,Cuneo,2
2012-01-22 12:00:00,Piacenza,3,Lube Civitanova,1
2012-01-22 12:00:00,Monza,3,Modena,0
2012-01-28 14:00:00,Lube Civitanova,0,Trentino,3
2012-01-28 14:30:00,San Giustino,2,Belluno,3
2012-01-29 12:00:00,Roma,3,Vibo Valentia,0
2012-01-29 12:00:00,Padova,3,Verona,0
2012-01-29 12:00:00,Monza,3,Ravenna,0
2012-01-29 12:00:00,Cisterna,3,Cuneo,2
2012-01-29 14:30:00,Piacenza,3,Modena,1
2012-02-04 11:30:00,Vibo Valentia,0,Piacenza,3
2012-02-05 11:30:00,Modena,3,Padova,0
2012-02-05 12:00:00,Verona,3,Ravenna,1
2012-02-05 12:00:00,San Giustino,0,Trentino,3
2012-02-05 12:00:00,Cuneo,3,Lube Civitanova,2
2012-02-05 12:00:00,Cisterna,3,Monza,2
2012-02-05 12:00:00,Belluno,3,Roma,2
2012-02-11 11:30:00,Roma,1,San Giustino,3
2012-02-12 11:30:00,Trentino,3,Modena,0
2012-02-12 12:00:00,Ravenna,0,Cuneo,3
2012-02-12 12:00:00,Piacenza,3,Cisterna,1
2012-02-12 12:00:00,Padova,0,Belluno,3
2012-02-12 12:00:00,Monza,3,Verona,0
2012-02-12 12:00:00,Lube Civitanova,2,Vibo Valentia,3
2012-02-25 11:30:00,Belluno,3,Monza,1
2012-02-26 11:30:00,Modena,0,Lube Civitanova,3
2012-02-26 12:00:00,Vibo Valentia,3,Padova,1
2012-02-26 12:00:00,Verona,1,Piacenza,3
2012-02-26 12:00:00,Ravenna,0,Trentino,3
2012-02-26 12:00:00,Cuneo,3,San Giustino,1
2012-02-26 12:00:00,Cisterna,3,Roma,1
2012-03-03 11:30:00,San Giustino,3,Modena,1
2012-03-04 12:00:00,Trentino,3,Vibo Valentia,1
2012-03-04 12:00:00,Roma,1,Verona,3
2012-03-04 12:00:00,Piacenza,3,Monza,0
2012-03-04 12:00:00,Padova,3,Ravenna,0
2012-03-04 12:00:00,Lube Civitanova,3,Cisterna,1
2012-03-04 12:00:00,Belluno,3,Cuneo,1
2012-03-07 14:30:00,Vibo Valentia,0,Cisterna,3
2012-03-07 14:30:00,Verona,0,San Giustino,3
2012-03-07 14:30:00,Trentino,3,Roma,1
2012-03-07 14:30:00,Ravenna,1,Piacenza,3
2012-03-07 14:30:00,Monza,2,Lube Civitanova,3
2012-03-07 14:30:00,Modena,1,Belluno,3
2012-03-07 14:30:00,Cuneo,3,Padova,0
2012-03-10 11:30:00,Verona,1,Vibo Valentia,3
2012-03-11 12:30:00,Cuneo,2,Trentino,3
2012-03-11 13:00:00,San Giustino,3,Monza,2
2012-03-11 13:00:00,Roma,3,Ravenna,0
2012-03-11 13:00:00,Lube Civitanova,3,Padova,0
2012-03-11 13:00:00,Cisterna,2,Modena,3
2012-03-11 13:00:00,Belluno,3,Piacenza,1
2012-03-17 12:30:00,Piacenza,3,Roma,0
2012-03-18 12:30:00,Ravenna,2,Vibo Valentia,3
2012-03-18 13:00:00,Padova,3,Cisterna,2
2012-03-18 13:00:00,Modena,3,Verona,1
2012-03-18 13:00:00,Lube Civitanova,3,San Giustino,1
2012-03-21 15:30:00,Monza,0,Cuneo,3
2012-03-22 15:30:00,Trentino,3,Belluno,0
2012-03-25 11:30:00,San Giustino,0,Padova,3
2012-03-25 12:00:00,Vibo Valentia,2,Modena,3
2012-03-25 12:00:00,Verona,1,Trentino,3
2012-03-25 12:00:00,Roma,3,Monza,1
2012-03-25 12:00:00,Cuneo,2,Piacenza,3
2012-03-25 12:00:00,Cisterna,2,Ravenna,3
2012-03-25 12:00:00,Belluno,3,Lube Civitanova,1
2012-04-01 12:00:00,Trentino,3,Cisterna,0
2012-04-01 12:00:00,Ravenna,3,Belluno,0
2012-04-01 12:00:00,Piacenza,3,San Giustino,2
2012-04-01 12:00:00,Padova,2,Roma,3
2012-04-01 12:00:00,Monza,3,Vibo Valentia,1
2012-04-01 12:00:00,Modena,0,Cuneo,3
2012-04-01 12:00:00,Lube Civitanova,3,Verona,2
