date,home_team,home_score,away_team,away_score
2011-03-20 13:00:00,Forli,1,Cisterna,3
2011-03-20 13:00:00,Cuneo,3,Verona,0
2011-03-20 13:00:00,Belluno,0,Trentino,3
2011-03-27 12:00:00,Verona,3,Modena,2
2011-03-27 12:00:00,Piacenza,3,Cuneo,2
2011-03-27 12:00:00,Monza,3,Vibo Valentia,1
2011-03-27 12:00:00,Lube Civitanova,2,Belluno,3
2011-03-27 12:00:00,Cisterna,3,Roma,1
2011-03-27 12:00:00,BCC-NEP Castellana,3,San Giustino,1
2011-03-31 14:30:00,Trentino,3,Forli,0
2011-04-03 12:00:00,Vibo Valentia,3,Verona,2
2011-04-03 12:00:00,San Giustino,3,Cisterna,0
2011-04-03 12:00:00,Roma,2,Piacenza,3
2011-04-03 12:00:00,Modena,1,Monza,3
2011-04-03 12:00:00,Forli,0,Lube Civitanova,3
2011-04-03 12:00:00,Cuneo,2,Trentino,3
2011-04-03 12:00:00,Belluno,1,BCC-NEP Castellana,3
