date,home_team,home_score,away_team,away_score
2018-10-13 12:00:00,Ravenna,3,Milano,0
2018-10-14 11:45:00,Trentino,3,Siena,0
2018-10-14 12:00:00,Vibo Valentia,3,BCC-NEP Castellana,1
2018-10-14 12:00:00,Perugia,3,Cisterna,0
2018-10-14 12:00:00,Padova,0,Lube Civitanova,3
2018-10-14 12:00:00,Monza,1,Verona,3
2018-10-14 12:00:00,Modena,3,Sora,0
2018-10-20 14:30:00,Verona,0,Perugia,3
2018-10-21 12:00:00,Sora,1,Trentino,3
2018-10-21 12:00:00,Milano,3,Padova,1
2018-10-21 12:00:00,Lube Civitanova,3,Ravenna,0
2018-10-21 12:00:00,Cisterna,1,Monza,3
2018-10-21 12:00:00,BCC-NEP Castellana,2,Modena,3
2018-10-23 14:30:00,Siena,2,Vibo Valentia,3
2018-10-27 12:00:00,Milano,2,Cisterna,3
2018-10-28 13:00:00,Vibo Valentia,1,Monza,3
2018-10-28 13:00:00,Verona,1,Lube Civitanova,3
2018-10-28 13:00:00,Siena,2,Sora,3
2018-10-28 13:00:00,Ravenna,1,Modena,3
2018-10-28 13:00:00,Perugia,3,Trentino,1
2018-10-28 13:00:00,Padova,3,BCC-NEP Castellana,1
2018-11-01 11:00:00,Lube Civitanova,0,Perugia,3
2018-11-01 13:00:00,Trentino,3,Vibo Valentia,0
2018-11-01 13:00:00,Sora,3,Padova,0
2018-11-01 13:00:00,Monza,3,Ravenna,1
2018-11-01 13:00:00,Modena,3,Milano,0
2018-11-01 13:00:00,Cisterna,3,Siena,1
2018-11-04 12:00:00,Verona,3,Sora,0
2018-11-04 12:00:00,Perugia,3,Siena,1
2018-11-04 12:00:00,Padova,3,Monza,1
2018-11-04 12:00:00,Milano,3,BCC-NEP Castellana,1
2018-11-04 12:00:00,Cisterna,0,Modena,3
2018-11-04 12:15:00,Lube Civitanova,3,Trentino,2
2018-11-04 14:30:00,Ravenna,3,Vibo Valentia,1
2018-11-07 14:30:00,Vibo Valentia,0,Perugia,3
2018-11-07 14:30:00,Trentino,3,Cisterna,0
2018-11-07 14:30:00,Sora,1,Milano,3
2018-11-07 14:30:00,Ravenna,3,BCC-NEP Castellana,1
2018-11-07 14:30:00,Monza,2,Lube Civitanova,3
2018-11-07 14:30:00,Modena,3,Padova,0
2018-11-08 14:30:00,Siena,2,Verona,3
2018-11-11 12:00:00,Verona,3,Ravenna,0
2018-11-11 12:00:00,Perugia,3,Modena,1
2018-11-11 12:00:00,Padova,3,Siena,1
2018-11-11 12:00:00,Milano,2,Monza,3
2018-11-11 12:00:00,Lube Civitanova,3,Sora,0
2018-11-11 12:00:00,Cisterna,3,Vibo Valentia,2
2018-11-11 12:00:00,BCC-NEP Castellana,2,Trentino,3
2018-11-14 14:30:00,Lube Civitanova,3,Siena,1
2018-11-17 12:00:00,Vibo Valentia,3,Padova,1
2018-11-18 12:00:00,Trentino,3,Verona,0
2018-11-18 12:00:00,Siena,3,Milano,2
2018-11-18 12:00:00,Ravenna,3,Cisterna,0
2018-11-18 12:00:00,Monza,1,Sora,3
2018-11-18 12:00:00,Modena,2,Lube Civitanova,3
2018-11-18 12:00:00,BCC-NEP Castellana,0,Perugia,3
2018-11-24 12:00:00,Padova,1,Trentino,3
2018-11-25 11:00:00,Sora,0,Ravenna,3
2018-11-25 12:00:00,Vibo Valentia,0,Modena,3
2018-11-25 12:00:00,Perugia,2,Monza,3
2018-11-25 12:00:00,Milano,3,Verona,1
2018-11-25 12:00:00,Cisterna,3,BCC-NEP Castellana,0
2018-12-02 09:30:00,Monza,0,Modena,3
2018-12-02 12:00:00,Verona,1,Padova,3
2018-12-02 12:00:00,Sora,3,Vibo Valentia,2
2018-12-02 12:00:00,Siena,3,BCC-NEP Castellana,1
2018-12-02 12:00:00,Perugia,3,Ravenna,0
2018-12-05 14:30:00,BCC-NEP Castellana,2,Verona,3
2018-12-08 12:00:00,Modena,3,Siena,2
2018-12-08 12:00:00,BCC-NEP Castellana,2,Monza,3
2018-12-09 12:00:00,Vibo Valentia,2,Verona,3
2018-12-09 12:00:00,Ravenna,1,Trentino,3
2018-12-09 12:00:00,Padova,3,Perugia,1
2018-12-09 12:00:00,Milano,3,Lube Civitanova,0
2018-12-09 12:00:00,Cisterna,3,Sora,1
2018-12-12 14:30:00,Trentino,3,Milano,0
2018-12-12 14:30:00,Lube Civitanova,3,Cisterna,0
2018-12-13 14:30:00,Vibo Valentia,3,Siena,0
2018-12-15 12:30:00,Lube Civitanova,3,BCC-NEP Castellana,1
2018-12-16 11:00:00,Verona,3,Cisterna,1
2018-12-16 12:00:00,Trentino,3,Modena,1
2018-12-16 12:00:00,Sora,1,Perugia,3
2018-12-16 12:00:00,Siena,1,Monza,3
2018-12-16 12:00:00,Padova,3,Ravenna,0
2018-12-16 12:00:00,Milano,3,Vibo Valentia,0
2018-12-23 12:00:00,Vibo Valentia,0,Lube Civitanova,3
2018-12-23 12:00:00,Ravenna,3,Siena,2
2018-12-23 12:00:00,Perugia,3,Milano,0
2018-12-23 12:00:00,Monza,2,Trentino,3
2018-12-23 12:00:00,Modena,3,Verona,1
2018-12-23 12:00:00,Cisterna,3,Padova,1
2018-12-23 12:00:00,BCC-NEP Castellana,1,Sora,3
2018-12-26 10:00:00,Verona,3,Monza,0
2018-12-26 12:00:00,Sora,2,Modena,3
2018-12-26 12:00:00,Siena,1,Trentino,3
2018-12-26 12:00:00,Milano,3,Ravenna,2
2018-12-26 12:00:00,Lube Civitanova,3,Padova,0
2018-12-26 12:00:00,Cisterna,0,Perugia,3
2018-12-26 12:00:00,BCC-NEP Castellana,2,Vibo Valentia,3
2018-12-29 14:30:00,Trentino,3,Sora,0
2018-12-30 12:00:00,Ravenna,0,Lube Civitanova,3
2018-12-30 12:00:00,Perugia,3,Verona,2
2018-12-30 12:00:00,Padova,1,Milano,3
2018-12-30 12:00:00,Monza,3,Cisterna,1
2018-12-30 12:00:00,Modena,3,BCC-NEP Castellana,0
2019-01-05 12:00:00,Trentino,3,Perugia,0
2019-01-06 12:00:00,Modena,3,Ravenna,0
2019-01-06 12:00:00,Cisterna,1,Milano,3
2019-01-06 12:00:00,BCC-NEP Castellana,0,Padova,3
2019-01-06 12:15:00,Lube Civitanova,3,Verona,2
2019-01-12 12:00:00,Perugia,3,Lube Civitanova,1
2019-01-12 14:30:00,Ravenna,3,Monza,2
2019-01-13 12:00:00,Vibo Valentia,0,Trentino,3
2019-01-13 12:00:00,Verona,3,BCC-NEP Castellana,1
2019-01-13 12:00:00,Siena,2,Cisterna,3
2019-01-13 12:00:00,Padova,3,Sora,2
2019-01-13 12:00:00,Milano,3,Modena,0
2019-01-16 14:30:00,BCC-NEP Castellana,2,Milano,3
2019-01-19 12:00:00,Monza,1,Padova,3
2019-01-20 12:00:00,Vibo Valentia,3,Ravenna,1
2019-01-20 12:00:00,Trentino,1,Lube Civitanova,3
2019-01-20 12:00:00,Sora,1,Verona,3
2019-01-20 12:00:00,Siena,0,Perugia,3
2019-01-20 12:00:00,Modena,3,Cisterna,0
2019-01-26 12:00:00,BCC-NEP Castellana,1,Ravenna,3
2019-01-27 12:00:00,Verona,3,Siena,1
2019-01-27 12:00:00,Perugia,3,Vibo Valentia,0
2019-01-27 12:00:00,Padova,2,Modena,3
2019-01-27 12:00:00,Lube Civitanova,3,Monza,0
2019-01-27 12:00:00,Cisterna,0,Trentino,3
2019-01-29 14:30:00,Milano,3,Sora,2
2019-02-02 09:15:00,Ravenna,0,Verona,3
2019-02-02 14:30:00,Siena,2,Padova,3
2019-02-03 09:30:00,Modena,1,Perugia,3
2019-02-03 12:00:00,Vibo Valentia,1,Cisterna,3
2019-02-03 12:00:00,Trentino,3,BCC-NEP Castellana,0
2019-02-03 12:00:00,Sora,0,Lube Civitanova,3
2019-02-03 12:00:00,Monza,0,Milano,3
2019-02-06 14:30:00,Monza,3,Vibo Valentia,0
2019-02-08 14:30:00,Sora,3,Siena,2
2019-02-16 14:30:00,Milano,3,Siena,1
2019-02-17 12:00:00,Sora,0,Monza,3
2019-02-17 12:00:00,Perugia,3,BCC-NEP Castellana,0
2019-02-17 12:00:00,Padova,3,Vibo Valentia,0
2019-02-17 12:00:00,Cisterna,2,Ravenna,3
2019-02-17 14:30:00,Lube Civitanova,3,Modena,0
2019-02-18 14:00:00,Verona,3,Trentino,2
2019-02-23 12:00:00,Trentino,3,Padova,0
2019-02-24 12:00:00,Verona,0,Milano,3
2019-02-24 12:00:00,Siena,1,Lube Civitanova,3
2019-02-24 12:00:00,Ravenna,1,Sora,3
2019-02-24 12:00:00,Monza,0,Perugia,3
2019-02-24 12:00:00,Modena,3,Vibo Valentia,1
2019-02-24 12:00:00,BCC-NEP Castellana,3,Cisterna,2
2019-03-02 12:00:00,BCC-NEP Castellana,3,Siena,2
2019-03-03 12:00:00,Vibo Valentia,1,Sora,3
2019-03-03 12:00:00,Ravenna,0,Perugia,3
2019-03-03 12:00:00,Padova,3,Verona,0
2019-03-03 12:00:00,Modena,1,Monza,3
2019-03-03 12:00:00,Milano,1,Trentino,3
2019-03-03 12:00:00,Cisterna,0,Lube Civitanova,3
2019-03-09 12:00:00,Perugia,3,Padova,0
2019-03-09 12:00:00,Lube Civitanova,3,Milano,1
2019-03-10 13:00:00,Verona,3,Vibo Valentia,0
2019-03-10 13:00:00,Trentino,3,Ravenna,0
2019-03-10 13:00:00,Sora,2,Cisterna,3
2019-03-10 13:00:00,Siena,2,Modena,3
2019-03-10 13:00:00,Monza,3,BCC-NEP Castellana,1
2019-03-16 13:00:00,Monza,3,Siena,1
2019-03-17 13:00:00,Vibo Valentia,2,Milano,3
2019-03-17 13:00:00,Ravenna,2,Padova,3
2019-03-17 13:00:00,Perugia,3,Sora,1
2019-03-17 13:00:00,Cisterna,1,Verona,3
2019-03-17 13:00:00,BCC-NEP Castellana,0,Lube Civitanova,3
2019-03-17 14:00:00,Modena,0,Trentino,3
2019-03-23 15:30:00,Trentino,3,Monza,1
2019-03-24 13:00:00,Verona,2,Modena,3
2019-03-24 13:00:00,Sora,3,BCC-NEP Castellana,0
2019-03-24 13:00:00,Siena,3,Ravenna,2
2019-03-24 13:00:00,Padova,3,Cisterna,0
2019-03-24 13:00:00,Milano,3,Perugia,2
2019-03-24 13:00:00,Lube Civitanova,3,Vibo Valentia,0
