Date,HomeTeam,AwayTeam,FTHG,FTAG,round
08/08/1981,Bayern München,SV Bayer 04 Leverkusen,6,2,1
08/08/1981,Arminia Bielefeld,SV Darmstadt 98,1,1,1
08/08/1981,Bor. Mönchengladbach,Werder Bremen,2,4,1
08/08/1981,VfB Stuttgart,Fortuna Düsseldorf,3,2,1
08/08/1981,MSV Duisburg,Karlsruher SC,1,1,1
08/08/1981,Hamburger SV,Eintracht Braunschweig,4,2,1
08/08/1981,Eintracht Frankfurt,1. FC Kaiserslautern,2,2,1
08/08/1981,1. FC Köln,Borussia Dortmund,1,0,1
08/08/1981,VfL Bochum,1. FC Nürnberg,2,0,1
14/08/1981,1. FC Nürnberg,1. FC Köln,1,3,2
14/08/1981,Werder Bremen,Arminia Bielefeld,1,0,2
14/08/1981,SV Bayer 04 Leverkusen,VfL Bochum,0,3,2
15/08/1981,1. FC Kaiserslautern,Hamburger SV,1,1,2
15/08/1981,Eintracht Braunschweig,MSV Duisburg,2,1,2
15/08/1981,Karlsruher SC,VfB Stuttgart,0,2,2
15/08/1981,Fortuna Düsseldorf,Bor. Mönchengladbach,0,2,2
15/08/1981,SV Darmstadt 98,Bayern München,1,2,2
15/08/1981,Borussia Dortmund,Eintracht Frankfurt,0,2,2
21/08/1981,Bor. Mönchengladbach,Karlsruher SC,2,2,3
21/08/1981,MSV Duisburg,1. FC Kaiserslautern,3,1,3
21/08/1981,SV Bayer 04 Leverkusen,SV Darmstadt 98,3,2,3
22/08/1981,Bayern München,Werder Bremen,3,1,3
22/08/1981,Arminia Bielefeld,Fortuna Düsseldorf,1,1,3
22/08/1981,VfB Stuttgart,Eintracht Braunschweig,2,0,3
22/08/1981,Hamburger SV,Borussia Dortmund,2,2,3
22/08/1981,Eintracht Frankfurt,1. FC Nürnberg,3,1,3
22/08/1981,VfL Bochum,1. FC Köln,3,1,3
25/08/1981,1. FC Kaiserslautern,VfB Stuttgart,3,2,4
25/08/1981,Eintracht Braunschweig,Bor. Mönchengladbach,0,1,4
25/08/1981,Werder Bremen,SV Bayer 04 Leverkusen,0,0,4
26/08/1981,1. FC Nürnberg,Hamburger SV,0,3,4
26/08/1981,Karlsruher SC,Arminia Bielefeld,2,1,4
26/08/1981,Fortuna Düsseldorf,Bayern München,1,2,4
26/08/1981,SV Darmstadt 98,VfL Bochum,2,0,4
26/08/1981,1. FC Köln,Eintracht Frankfurt,2,0,4
26/08/1981,Borussia Dortmund,MSV Duisburg,2,1,4
05/09/1981,Arminia Bielefeld,Eintracht Braunschweig,2,1,5
05/09/1981,Bor. Mönchengladbach,1. FC Kaiserslautern,2,2,5
05/09/1981,VfB Stuttgart,Borussia Dortmund,0,2,5
05/09/1981,MSV Duisburg,1. FC Nürnberg,3,2,5
05/09/1981,Hamburger SV,1. FC Köln,3,1,5
05/09/1981,SV Darmstadt 98,Werder Bremen,1,1,5
05/09/1981,SV Bayer 04 Leverkusen,Fortuna Düsseldorf,1,1,5
05/09/1981,VfL Bochum,Eintracht Frankfurt,3,2,5
08/09/1981,Bayern München,Karlsruher SC,4,1,5
11/09/1981,1. FC Kaiserslautern,Arminia Bielefeld,4,0,6
11/09/1981,Werder Bremen,VfL Bochum,3,1,6
11/09/1981,1. FC Köln,MSV Duisburg,3,0,6
12/09/1981,1. FC Nürnberg,VfB Stuttgart,0,0,6
12/09/1981,Eintracht Braunschweig,Bayern München,3,1,6
12/09/1981,Karlsruher SC,SV Bayer 04 Leverkusen,1,2,6
12/09/1981,Fortuna Düsseldorf,SV Darmstadt 98,2,2,6
12/09/1981,Eintracht Frankfurt,Hamburger SV,3,2,6
12/09/1981,Borussia Dortmund,Bor. Mönchengladbach,2,3,6
18/09/1981,Werder Bremen,Fortuna Düsseldorf,4,1,7
18/09/1981,SV Bayer 04 Leverkusen,Eintracht Braunschweig,1,0,7
19/09/1981,Bayern München,1. FC Kaiserslautern,4,2,7
19/09/1981,Arminia Bielefeld,Borussia Dortmund,1,1,7
19/09/1981,Bor. Mönchengladbach,1. FC Nürnberg,4,2,7
19/09/1981,VfB Stuttgart,1. FC Köln,1,1,7
19/09/1981,MSV Duisburg,Eintracht Frankfurt,4,2,7
19/09/1981,SV Darmstadt 98,Karlsruher SC,2,6,7
19/09/1981,VfL Bochum,Hamburger SV,2,1,7
25/09/1981,1. FC Kaiserslautern,SV Bayer 04 Leverkusen,5,2,8
25/09/1981,Karlsruher SC,Werder Bremen,3,0,8
26/09/1981,1. FC Nürnberg,Arminia Bielefeld,1,0,8
26/09/1981,Eintracht Braunschweig,SV Darmstadt 98,3,0,8
26/09/1981,Fortuna Düsseldorf,VfL Bochum,2,1,8
26/09/1981,Hamburger SV,MSV Duisburg,7,0,8
26/09/1981,Eintracht Frankfurt,VfB Stuttgart,4,1,8
26/09/1981,1. FC Köln,Bor. Mönchengladbach,3,0,8
26/09/1981,Borussia Dortmund,Bayern München,2,0,8
02/10/1981,Fortuna Düsseldorf,Karlsruher SC,2,0,9
02/10/1981,VfL Bochum,MSV Duisburg,2,2,9
03/10/1981,Bayern München,1. FC Nürnberg,1,1,9
03/10/1981,Arminia Bielefeld,1. FC Köln,0,2,9
03/10/1981,Bor. Mönchengladbach,Eintracht Frankfurt,1,0,9
03/10/1981,VfB Stuttgart,Hamburger SV,1,2,9
03/10/1981,Werder Bremen,Eintracht Braunschweig,2,0,9
03/10/1981,SV Darmstadt 98,1. FC Kaiserslautern,0,0,9
03/10/1981,SV Bayer 04 Leverkusen,Borussia Dortmund,2,1,9
16/10/1981,Karlsruher SC,VfL Bochum,2,2,10
17/10/1981,MSV Duisburg,VfB Stuttgart,1,2,10
17/10/1981,1. FC Nürnberg,SV Bayer 04 Leverkusen,3,2,10
17/10/1981,1. FC Kaiserslautern,Werder Bremen,1,1,10
17/10/1981,Eintracht Braunschweig,Fortuna Düsseldorf,4,2,10
17/10/1981,Hamburger SV,Bor. Mönchengladbach,1,1,10
17/10/1981,Eintracht Frankfurt,Arminia Bielefeld,2,1,10
17/10/1981,1. FC Köln,Bayern München,4,0,10
17/10/1981,Borussia Dortmund,SV Darmstadt 98,4,0,10
23/10/1981,Karlsruher SC,Eintracht Braunschweig,2,1,11
24/10/1981,SV Darmstadt 98,1. FC Nürnberg,2,1,11
24/10/1981,Arminia Bielefeld,Hamburger SV,1,1,11
24/10/1981,Bor. Mönchengladbach,MSV Duisburg,4,2,11
24/10/1981,Fortuna Düsseldorf,1. FC Kaiserslautern,4,2,11
24/10/1981,Werder Bremen,Borussia Dortmund,2,0,11
24/10/1981,SV Bayer 04 Leverkusen,1. FC Köln,1,1,11
24/10/1981,VfL Bochum,VfB Stuttgart,3,3,11
24/10/1981,Bayern München,Eintracht Frankfurt,3,2,11
30/10/1981,Eintracht Frankfurt,SV Bayer 04 Leverkusen,3,2,12
30/10/1981,Borussia Dortmund,Fortuna Düsseldorf,4,2,12
31/10/1981,1. FC Nürnberg,Werder Bremen,2,1,12
31/10/1981,1. FC Kaiserslautern,Karlsruher SC,2,1,12
31/10/1981,Eintracht Braunschweig,VfL Bochum,2,1,12
31/10/1981,VfB Stuttgart,Bor. Mönchengladbach,2,2,12
31/10/1981,MSV Duisburg,Arminia Bielefeld,1,3,12
31/10/1981,Hamburger SV,Bayern München,4,1,12
31/10/1981,1. FC Köln,SV Darmstadt 98,1,1,12
07/11/1981,SV Darmstadt 98,Eintracht Frankfurt,1,4,13
07/11/1981,Bayern München,MSV Duisburg,4,0,13
07/11/1981,Arminia Bielefeld,VfB Stuttgart,1,0,13
07/11/1981,Eintracht Braunschweig,1. FC Kaiserslautern,2,1,13
07/11/1981,Karlsruher SC,Borussia Dortmund,0,2,13
07/11/1981,Fortuna Düsseldorf,1. FC Nürnberg,1,1,13
07/11/1981,Werder Bremen,1. FC Köln,1,1,13
07/11/1981,SV Bayer 04 Leverkusen,Hamburger SV,0,3,13
07/11/1981,VfL Bochum,Bor. Mönchengladbach,1,1,13
13/11/1981,1. FC Kaiserslautern,VfL Bochum,3,3,14
13/11/1981,Bor. Mönchengladbach,Arminia Bielefeld,3,1,14
14/11/1981,1. FC Nürnberg,Karlsruher SC,3,1,14
14/11/1981,VfB Stuttgart,Bayern München,0,3,14
14/11/1981,MSV Duisburg,SV Bayer 04 Leverkusen,2,1,14
14/11/1981,Hamburger SV,SV Darmstadt 98,6,1,14
14/11/1981,Eintracht Frankfurt,Werder Bremen,9,2,14
14/11/1981,1. FC Köln,Fortuna Düsseldorf,3,0,14
14/11/1981,Borussia Dortmund,Eintracht Braunschweig,1,2,14
28/11/1981,SV Darmstadt 98,MSV Duisburg,3,2,15
28/11/1981,Bayern München,Bor. Mönchengladbach,1,1,15
28/11/1981,Eintracht Braunschweig,1. FC Nürnberg,4,2,15
28/11/1981,Karlsruher SC,1. FC Köln,1,4,15
28/11/1981,Fortuna Düsseldorf,Eintracht Frankfurt,2,2,15
28/11/1981,Werder Bremen,Hamburger SV,3,2,15
28/11/1981,SV Bayer 04 Leverkusen,VfB Stuttgart,0,0,15
