Date,HomeTeam,AwayTeam,FTHG,FTAG,round
06/08/1977,Fortuna Düsseldorf,1. FC Köln,5,1,1
06/08/1977,FC St. Pauli,Werder Bremen,3,1,1
06/08/1977,VfB Stuttgart,Bayern München,3,3,1
06/08/1977,1. FC Kaiserslautern,Eintracht Braunschweig,2,1,1
06/08/1977,Eintracht Frankfurt,1. FC Saarbrücken,4,0,1
06/08/1977,TSV 1860 München,FC Schalke 04,0,0,1
06/08/1977,MSV Duisburg,Hamburger SV,5,2,1
06/08/1977,Hertha BSC,Borussia Dortmund,3,1,1
06/08/1977,VfL Bochum,Bor. Mönchengladbach,0,0,1
12/08/1977,Werder Bremen,Fortuna Düsseldorf,2,1,2
12/08/1977,FC Schalke 04,Eintracht Frankfurt,3,2,2
13/08/1977,Hamburger SV,TSV 1860 München,3,0,2
13/08/1977,1. FC Saarbrücken,1. FC Kaiserslautern,3,3,2
13/08/1977,Eintracht Braunschweig,VfB Stuttgart,3,1,2
13/08/1977,Bayern München,FC St. Pauli,4,2,2
13/08/1977,Bor. Mönchengladbach,Hertha BSC,2,1,2
13/08/1977,1. FC Köln,VfL Bochum,2,1,2
27/09/1977,Borussia Dortmund,MSV Duisburg,2,1,2
16/08/1977,1. FC Kaiserslautern,FC Schalke 04,0,0,3
17/08/1977,Fortuna Düsseldorf,Bayern München,4,2,3
17/08/1977,FC St. Pauli,Eintracht Braunschweig,0,1,3
17/08/1977,VfB Stuttgart,1. FC Saarbrücken,1,0,3
17/08/1977,Eintracht Frankfurt,Hamburger SV,0,2,3
17/08/1977,TSV 1860 München,Borussia Dortmund,0,2,3
17/08/1977,MSV Duisburg,Bor. Mönchengladbach,1,1,3
17/08/1977,1. FC Köln,Werder Bremen,7,2,3
17/08/1977,VfL Bochum,Hertha BSC,5,0,3
26/08/1977,Werder Bremen,VfL Bochum,1,0,4
27/08/1977,Hamburger SV,1. FC Kaiserslautern,3,1,4
27/08/1977,FC Schalke 04,VfB Stuttgart,3,1,4
27/08/1977,1. FC Saarbrücken,FC St. Pauli,4,0,4
27/08/1977,Eintracht Braunschweig,Fortuna Düsseldorf,2,0,4
27/08/1977,Bor. Mönchengladbach,TSV 1860 München,2,1,4
27/08/1977,Bayern München,1. FC Köln,0,3,4
27/08/1977,Hertha BSC,MSV Duisburg,2,2,4
27/08/1977,Borussia Dortmund,Eintracht Frankfurt,0,2,4
30/08/1977,1. FC Kaiserslautern,Borussia Dortmund,4,0,5
31/08/1977,FC St. Pauli,FC Schalke 04,1,1,5
31/08/1977,VfB Stuttgart,Hamburger SV,1,2,5
31/08/1977,Eintracht Frankfurt,Bor. Mönchengladbach,4,2,5
31/08/1977,TSV 1860 München,Hertha BSC,2,3,5
31/08/1977,Werder Bremen,Bayern München,1,1,5
31/08/1977,1. FC Köln,Eintracht Braunschweig,6,0,5
31/08/1977,VfL Bochum,MSV Duisburg,1,2,5
20/09/1977,Fortuna Düsseldorf,1. FC Saarbrücken,2,1,5
03/09/1977,Bor. Mönchengladbach,1. FC Kaiserslautern,2,2,6
03/09/1977,Hamburger SV,FC St. Pauli,0,2,6
03/09/1977,FC Schalke 04,Fortuna Düsseldorf,1,0,6
03/09/1977,1. FC Saarbrücken,1. FC Köln,1,0,6
03/09/1977,Eintracht Braunschweig,Werder Bremen,2,0,6
03/09/1977,Bayern München,VfL Bochum,1,1,6
03/09/1977,MSV Duisburg,TSV 1860 München,1,1,6
03/09/1977,Hertha BSC,Eintracht Frankfurt,2,0,6
03/09/1977,Borussia Dortmund,VfB Stuttgart,4,1,6
09/09/1977,Werder Bremen,1. FC Saarbrücken,1,1,7
09/09/1977,Eintracht Frankfurt,MSV Duisburg,3,1,7
10/09/1977,Fortuna Düsseldorf,Hamburger SV,3,1,7
10/09/1977,FC St. Pauli,Borussia Dortmund,3,6,7
10/09/1977,VfB Stuttgart,Bor. Mönchengladbach,2,0,7
10/09/1977,1. FC Kaiserslautern,Hertha BSC,2,0,7
10/09/1977,Bayern München,Eintracht Braunschweig,3,2,7
10/09/1977,1. FC Köln,FC Schalke 04,2,4,7
10/09/1977,VfL Bochum,TSV 1860 München,2,0,7
16/09/1977,MSV Duisburg,1. FC Kaiserslautern,3,2,8
17/09/1977,Bor. Mönchengladbach,FC St. Pauli,2,1,8
17/09/1977,Hamburger SV,1. FC Köln,1,0,8
17/09/1977,FC Schalke 04,Werder Bremen,1,0,8
17/09/1977,Eintracht Braunschweig,VfL Bochum,3,1,8
17/09/1977,TSV 1860 München,Eintracht Frankfurt,2,4,8
17/09/1977,Hertha BSC,VfB Stuttgart,1,1,8
17/09/1977,Borussia Dortmund,Fortuna Düsseldorf,1,2,8
17/09/1977,1. FC Saarbrücken,Bayern München,2,1,8
23/09/1977,VfB Stuttgart,MSV Duisburg,1,0,9
24/09/1977,Fortuna Düsseldorf,Bor. Mönchengladbach,1,3,9
24/09/1977,FC St. Pauli,Hertha BSC,3,0,9
24/09/1977,1. FC Kaiserslautern,TSV 1860 München,1,0,9
24/09/1977,Eintracht Braunschweig,1. FC Saarbrücken,3,0,9
24/09/1977,Bayern München,FC Schalke 04,7,1,9
24/09/1977,Werder Bremen,Hamburger SV,1,2,9
24/09/1977,1. FC Köln,Borussia Dortmund,4,1,9
24/09/1977,VfL Bochum,Eintracht Frankfurt,0,1,9
01/09/1977,Eintracht Frankfurt,1. FC Kaiserslautern,1,3,10
01/09/1977,Hamburger SV,Bayern München,2,2,10
01/09/1977,Hertha BSC,Fortuna Düsseldorf,0,0,10
01/09/1977,Bor. Mönchengladbach,1. FC Köln,2,5,10
30/09/1977,MSV Duisburg,FC St. Pauli,4,3,10
30/09/1977,Borussia Dortmund,Werder Bremen,4,1,10
30/09/1977,1. FC Saarbrücken,VfL Bochum,0,1,10
01/10/1977,FC Schalke 04,Eintracht Braunschweig,1,0,10
01/10/1977,TSV 1860 München,VfB Stuttgart,1,2,10
12/10/1977,Fortuna Düsseldorf,MSV Duisburg,0,0,11
12/10/1977,FC St. Pauli,TSV 1860 München,4,1,11
12/10/1977,VfB Stuttgart,Eintracht Frankfurt,2,1,11
12/10/1977,1. FC Saarbrücken,FC Schalke 04,2,1,11
12/10/1977,Eintracht Braunschweig,Hamburger SV,4,0,11
12/10/1977,Bayern München,Borussia Dortmund,3,0,11
12/10/1977,Werder Bremen,Bor. Mönchengladbach,3,2,11
12/10/1977,1. FC Köln,Hertha BSC,3,1,11
12/10/1977,VfL Bochum,1. FC Kaiserslautern,0,1,11
22/10/1977,Bor. Mönchengladbach,Bayern München,2,0,12
22/10/1977,Hamburger SV,1. FC Saarbrücken,1,2,12
22/10/1977,FC Schalke 04,VfL Bochum,3,1,12
22/10/1977,1. FC Kaiserslautern,VfB Stuttgart,0,4,12
22/10/1977,Eintracht Frankfurt,FC St. Pauli,5,2,12
22/10/1977,TSV 1860 München,Fortuna Düsseldorf,0,1,12
22/10/1977,MSV Duisburg,1. FC Köln,1,2,12
22/10/1977,Hertha BSC,Werder Bremen,2,0,12
22/10/1977,Borussia Dortmund,Eintracht Braunschweig,2,0,12
29/10/1977,Fortuna Düsseldorf,Eintracht Frankfurt,2,1,13
29/10/1977,FC Schalke 04,Hamburger SV,2,2,13
29/10/1977,FC St. Pauli,1. FC Kaiserslautern,0,3,13
29/10/1977,Bayern München,Hertha BSC,0,2,13
29/10/1977,1. FC Köln,TSV 1860 München,6,2,13
29/10/1977,VfL Bochum,VfB Stuttgart,1,0,13
29/10/1977,Eintracht Braunschweig,Bor. Mönchengladbach,0,6,13
29/10/1977,Werder Bremen,MSV Duisburg,4,2,13
29/10/1977,1. FC Saarbrücken,Borussia Dortmund,2,2,13
04/11/1977,1. FC Kaiserslautern,Fortuna Düsseldorf,3,2,14
05/11/1977,Bor. Mönchengladbach,1. FC Saarbrücken,6,1,14
05/11/1977,Hamburger SV,VfL Bochum,3,1,14
05/11/1977,VfB Stuttgart,FC St. Pauli,1,0,14
05/11/1977,Eintracht Frankfurt,1. FC Köln,2,2,14
05/11/1977,TSV 1860 München,Werder Bremen,0,0,14
05/11/1977,MSV Duisburg,Bayern München,6,3,14
05/11/1977,Hertha BSC,Eintracht Braunschweig,1,0,14
05/11/1977,Borussia Dortmund,FC Schalke 04,2,1,14
12/11/1977,Fortuna Düsseldorf,VfB Stuttgart,1,0,15
