Date,HomeTeam,AwayTeam,FTHG,FTAG,round
06/08/1993,Bor. Mönchengladbach,Eintracht Frankfurt,0,4,1
06/08/1993,Hamburger SV,1. FC Nürnberg,5,2,1
06/08/1993,Borussia Dortmund,Karlsruher SC,2,1,1
07/08/1993,1. FC Köln,1. FC Kaiserslautern,0,2,1
07/08/1993,SG Wattenscheid 09,FC Schalke 04,3,0,1
07/08/1993,Bayern München,SC Freiburg,3,1,1
07/08/1993,MSV Duisburg,Bayer Leverkusen,2,2,1
07/08/1993,VfB Leipzig,Dynamo Dresden,3,3,1
08/08/1993,Werder Bremen,VfB Stuttgart,5,1,1
13/08/1993,1. FC Nürnberg,1. FC Köln,1,0,2
13/08/1993,Dynamo Dresden,MSV Duisburg,0,1,2
14/08/1993,Bayer Leverkusen,Bayern München,2,1,2
14/08/1993,SC Freiburg,SG Wattenscheid 09,4,1,2
14/08/1993,Karlsruher SC,Hamburger SV,2,0,2
14/08/1993,1. FC Kaiserslautern,Bor. Mönchengladbach,4,2,2
14/08/1993,Eintracht Frankfurt,Werder Bremen,2,2,2
15/08/1993,FC Schalke 04,Borussia Dortmund,1,0,2
11/09/1993,VfB Stuttgart,VfB Leipzig,0,0,2
17/08/1993,Werder Bremen,VfB Leipzig,3,1,3
20/08/1993,SG Wattenscheid 09,Bayer Leverkusen,1,2,3
20/08/1993,1. FC Köln,Karlsruher SC,2,1,3
21/08/1993,Bor. Mönchengladbach,1. FC Nürnberg,2,0,3
21/08/1993,Hamburger SV,FC Schalke 04,4,1,3
21/08/1993,Borussia Dortmund,SC Freiburg,3,2,3
21/08/1993,MSV Duisburg,VfB Stuttgart,2,2,3
21/08/1993,Eintracht Frankfurt,1. FC Kaiserslautern,1,0,3
22/08/1993,Bayern München,Dynamo Dresden,5,0,3
27/08/1993,SC Freiburg,Hamburger SV,0,1,4
27/08/1993,Karlsruher SC,Bor. Mönchengladbach,1,0,4
27/08/1993,VfB Leipzig,MSV Duisburg,1,1,4
28/08/1993,Bayer Leverkusen,Borussia Dortmund,2,1,4
28/08/1993,FC Schalke 04,1. FC Köln,1,2,4
28/08/1993,1. FC Nürnberg,Eintracht Frankfurt,1,5,4
28/08/1993,1. FC Kaiserslautern,Werder Bremen,2,3,4
28/08/1993,Dynamo Dresden,SG Wattenscheid 09,1,1,4
29/08/1993,VfB Stuttgart,Bayern München,2,2,4
31/08/1993,Bor. Mönchengladbach,FC Schalke 04,3,2,5
31/08/1993,1. FC Kaiserslautern,1. FC Nürnberg,3,1,5
31/08/1993,Eintracht Frankfurt,Karlsruher SC,3,1,5
31/08/1993,Werder Bremen,MSV Duisburg,1,5,5
