Date,HomeTeam,AwayTeam,FTHG,FTAG,round
11/08/1973,Bor. Mönchengladbach,Fortuna Köln,3,1,1
11/08/1973,1. FC Köln,Eintracht Frankfurt,1,1,1
11/08/1973,Kickers Offenbach,Rot-Weiss Essen,1,1,1
11/08/1973,1. FC Kaiserslautern,Werder Bremen,2,2,1
11/08/1973,Hamburger SV,Hertha BSC,0,2,1
11/08/1973,VfB Stuttgart,FC Schalke 04,3,0,1
11/08/1973,VfL Bochum,Wuppertaler SV,2,1,1
11/08/1973,MSV Duisburg,Hannover 96,1,1,1
11/08/1973,Bayern München,Fortuna Düsseldorf,3,1,1
17/08/1973,Werder Bremen,VfB Stuttgart,1,1,2
17/08/1973,FC Schalke 04,VfL Bochum,3,1,2
18/08/1973,Fortuna Köln,Bayern München,0,3,2
18/08/1973,Rot-Weiss Essen,Bor. Mönchengladbach,2,6,2
18/08/1973,Hertha BSC,Kickers Offenbach,2,2,2
18/08/1973,Wuppertaler SV,Hamburger SV,3,0,2
18/08/1973,Fortuna Düsseldorf,1. FC Köln,3,0,2
18/08/1973,Hannover 96,1. FC Kaiserslautern,4,2,2
18/08/1973,Eintracht Frankfurt,MSV Duisburg,3,0,2
21/08/1973,1. FC Kaiserslautern,Eintracht Frankfurt,1,4,3
21/08/1973,MSV Duisburg,1. FC Köln,5,1,3
21/08/1973,Kickers Offenbach,Wuppertaler SV,0,1,3
21/08/1973,VfB Stuttgart,Hannover 96,5,1,3
21/08/1973,Fortuna Köln,Fortuna Düsseldorf,1,1,3
21/08/1973,Hamburger SV,FC Schalke 04,5,2,3
21/08/1973,VfL Bochum,Werder Bremen,0,0,3
21/08/1973,Bayern München,Rot-Weiss Essen,2,0,3
29/08/1973,Bor. Mönchengladbach,Hertha BSC,1,1,3
25/08/1973,Eintracht Frankfurt,VfB Stuttgart,4,3,4
25/08/1973,Hannover 96,VfL Bochum,1,2,4
25/08/1973,FC Schalke 04,Kickers Offenbach,0,2,4
25/08/1973,Hertha BSC,Bayern München,2,2,4
25/08/1973,Wuppertaler SV,Bor. Mönchengladbach,2,4,4
25/08/1973,Rot-Weiss Essen,Fortuna Köln,0,2,4
25/08/1973,Werder Bremen,Hamburger SV,1,1,4
25/08/1973,Fortuna Düsseldorf,MSV Duisburg,2,1,4
25/08/1973,1. FC Köln,1. FC Kaiserslautern,3,1,4
31/08/1973,VfL Bochum,Eintracht Frankfurt,1,1,5
31/08/1973,Kickers Offenbach,Werder Bremen,4,0,5
31/08/1973,1. FC Kaiserslautern,MSV Duisburg,2,1,5
01/09/1973,Bor. Mönchengladbach,FC Schalke 04,6,0,5
01/09/1973,VfB Stuttgart,1. FC Köln,2,1,5
01/09/1973,Fortuna Köln,Hertha BSC,3,3,5
01/09/1973,Rot-Weiss Essen,Fortuna Düsseldorf,1,4,5
01/09/1973,Hamburger SV,Hannover 96,1,4,5
01/09/1973,Bayern München,Wuppertaler SV,3,0,5
07/09/1973,MSV Duisburg,VfB Stuttgart,1,0,6
07/09/1973,Hannover 96,Kickers Offenbach,2,3,6
08/09/1973,Werder Bremen,Bor. Mönchengladbach,2,3,6
08/09/1973,Fortuna Düsseldorf,1. FC Kaiserslautern,2,5,6
08/09/1973,Eintracht Frankfurt,Hamburger SV,1,0,6
08/09/1973,FC Schalke 04,Bayern München,5,5,6
08/09/1973,Hertha BSC,Rot-Weiss Essen,1,1,6
08/09/1973,1. FC Köln,VfL Bochum,2,2,6
08/09/1973,Wuppertaler SV,Fortuna Köln,0,0,6
14/09/1973,Fortuna Köln,FC Schalke 04,1,1,7
14/09/1973,Bor. Mönchengladbach,Hannover 96,4,3,7
15/09/1973,VfL Bochum,MSV Duisburg,3,0,7
15/09/1973,VfB Stuttgart,1. FC Kaiserslautern,3,4,7
15/09/1973,Hertha BSC,Fortuna Düsseldorf,2,0,7
15/09/1973,Hamburger SV,1. FC Köln,3,1,7
15/09/1973,Bayern München,Werder Bremen,2,2,7
15/09/1973,Rot-Weiss Essen,Wuppertaler SV,2,1,7
23/10/1973,Kickers Offenbach,Eintracht Frankfurt,5,2,7
21/09/1973,1. FC Kaiserslautern,VfL Bochum,0,2,8
21/09/1973,MSV Duisburg,Hamburger SV,0,0,8
22/09/1973,FC Schalke 04,Rot-Weiss Essen,3,1,8
22/09/1973,Wuppertaler SV,Hertha BSC,2,1,8
22/09/1973,1. FC Köln,Kickers Offenbach,2,0,8
22/09/1973,Hannover 96,Bayern München,3,1,8
22/09/1973,Eintracht Frankfurt,Bor. Mönchengladbach,1,0,8
22/09/1973,Werder Bremen,Fortuna Köln,2,0,8
22/09/1973,Fortuna Düsseldorf,VfB Stuttgart,2,0,8
28/09/1973,Rot-Weiss Essen,Werder Bremen,3,1,9
28/09/1973,Wuppertaler SV,Fortuna Düsseldorf,2,2,9
29/09/1973,Bor. Mönchengladbach,1. FC Köln,1,1,9
29/09/1973,VfL Bochum,VfB Stuttgart,0,0,9
29/09/1973,Hertha BSC,FC Schalke 04,1,0,9
29/09/1973,Kickers Offenbach,MSV Duisburg,2,0,9
29/09/1973,Fortuna Köln,Hannover 96,2,2,9
29/09/1973,Bayern München,Eintracht Frankfurt,2,2,9
29/09/1973,Hamburger SV,1. FC Kaiserslautern,0,2,9
05/10/1973,Werder Bremen,Hertha BSC,4,1,10
06/10/1973,1. FC Köln,Bayern München,4,3,10
06/10/1973,Hannover 96,Rot-Weiss Essen,1,2,10
06/10/1973,1. FC Kaiserslautern,Kickers Offenbach,3,0,10
06/10/1973,FC Schalke 04,Wuppertaler SV,4,2,10
06/10/1973,MSV Duisburg,Bor. Mönchengladbach,1,2,10
06/10/1973,VfB Stuttgart,Hamburger SV,3,0,10
06/10/1973,Eintracht Frankfurt,Fortuna Köln,4,2,10
12/10/1973,Fortuna Düsseldorf,VfL Bochum,1,1,10
16/10/1973,Rot-Weiss Essen,Eintracht Frankfurt,6,3,11
17/10/1973,Wuppertaler SV,Werder Bremen,4,1,11
17/10/1973,FC Schalke 04,Fortuna Düsseldorf,4,2,11
17/10/1973,Bor. Mönchengladbach,1. FC Kaiserslautern,2,2,11
17/10/1973,Kickers Offenbach,VfB Stuttgart,2,1,11
17/10/1973,Hamburger SV,VfL Bochum,5,0,11
17/10/1973,Fortuna Köln,1. FC Köln,0,2,11
17/10/1973,Bayern München,MSV Duisburg,4,2,11
17/10/1973,Hertha BSC,Hannover 96,4,2,11
19/10/1973,MSV Duisburg,Fortuna Köln,1,3,12
19/10/1973,Werder Bremen,FC Schalke 04,2,1,12
20/10/1973,Hannover 96,Wuppertaler SV,1,1,12
20/10/1973,1. FC Köln,Rot-Weiss Essen,3,2,12
20/10/1973,VfB Stuttgart,Bor. Mönchengladbach,6,1,12
20/10/1973,Eintracht Frankfurt,Hertha BSC,2,0,12
20/10/1973,1. FC Kaiserslautern,Bayern München,7,4,12
24/11/1973,Fortuna Düsseldorf,Hamburger SV,2,0,12
24/11/1973,VfL Bochum,Kickers Offenbach,4,1,12
27/10/1973,Wuppertaler SV,Eintracht Frankfurt,1,1,13
27/10/1973,Bayern München,VfB Stuttgart,3,0,13
27/10/1973,FC Schalke 04,Hannover 96,3,1,13
27/10/1973,Kickers Offenbach,Hamburger SV,2,5,13
27/10/1973,Werder Bremen,Fortuna Düsseldorf,0,0,13
27/10/1973,Bor. Mönchengladbach,VfL Bochum,2,0,13
27/10/1973,Hertha BSC,1. FC Köln,2,2,13
27/10/1973,Fortuna Köln,1. FC Kaiserslautern,3,3,13
27/10/1973,Rot-Weiss Essen,MSV Duisburg,4,2,13
02/11/1973,1. FC Köln,Wuppertaler SV,0,0,14
02/11/1973,MSV Duisburg,Hertha BSC,1,1,14
03/11/1973,VfL Bochum,Bayern München,0,1,14
03/11/1973,Hannover 96,Werder Bremen,0,1,14
03/11/1973,Fortuna Düsseldorf,Kickers Offenbach,3,3,14
03/11/1973,Hamburger SV,Bor. Mönchengladbach,1,0,14
03/11/1973,Eintracht Frankfurt,FC Schalke 04,2,1,14
03/11/1973,VfB Stuttgart,Fortuna Köln,2,1,14
03/11/1973,1. FC Kaiserslautern,Rot-Weiss Essen,0,0,14
10/11/1973,Werder Bremen,Eintracht Frankfurt,1,2,15
10/11/1973,Bayern München,Hamburger SV,4,1,15
10/11/1973,Fortuna Düsseldorf,Hannover 96,2,0,15
10/11/1973,Kickers Offenbach,Bor. Mönchengladbach,2,3,15
10/11/1973,FC Schalke 04,1. FC Köln,2,2,15
10/11/1973,Fortuna Köln,VfL Bochum,2,2,15
10/11/1973,Wuppertaler SV,MSV Duisburg,2,0,15
10/11/1973,Rot-Weiss Essen,VfB Stuttgart,3,3,15
10/11/1973,Hertha BSC,1. FC Kaiserslautern,3,1,15
16/11/1973,Eintracht Frankfurt,Hannover 96,1,1,16
16/11/1973,MSV Duisburg,FC Schalke 04,2,0,16
17/11/1973,Kickers Offenbach,Bayern München,2,2,16
17/11/1973,1. FC Köln,Werder Bremen,2,0,16
17/11/1973,Hamburger SV,Fortuna Köln,4,0,16
17/11/1973,VfL Bochum,Rot-Weiss Essen,1,2,16
17/11/1973,1. FC Kaiserslautern,Wuppertaler SV,4,0,16
17/11/1973,VfB Stuttgart,Hertha BSC,2,0,16
17/11/1973,Bor. Mönchengladbach,Fortuna Düsseldorf,1,2,16
08/12/1973,Wuppertaler SV,VfB Stuttgart,3,4,17
08/12/1973,FC Schalke 04,1. FC Kaiserslautern,3,3,17
08/12/1973,Rot-Weiss Essen,Hamburger SV,1,1,17
08/12/1973,Hannover 96,1. FC Köln,1,0,17
08/12/1973,Fortuna Köln,Kickers Offenbach,2,1,17
08/12/1973,Bayern München,Bor. Mönchengladbach,4,3,17
08/12/1973,Fortuna Düsseldorf,Eintracht Frankfurt,1,0,17
11/12/1973,Hertha BSC,VfL Bochum,4,2,17
29/12/1973,Werder Bremen,MSV Duisburg,1,2,17
05/01/1974,Fortuna Köln,Bor. Mönchengladbach,3,5,18
05/01/1974,Eintracht Frankfurt,1. FC Köln,2,1,18
05/01/1974,Rot-Weiss Essen,Kickers Offenbach,1,2,18
05/01/1974,Werder Bremen,1. FC Kaiserslautern,3,1,18
05/01/1974,Hertha BSC,Hamburger SV,2,1,18
05/01/1974,FC Schalke 04,VfB Stuttgart,2,3,18
05/01/1974,Wuppertaler SV,VfL Bochum,2,0,18
05/01/1974,Hannover 96,MSV Duisburg,2,2,18
05/01/1974,Fortuna Düsseldorf,Bayern München,4,2,18
12/01/1974,VfB Stuttgart,Werder Bremen,2,2,19
12/01/1974,VfL Bochum,FC Schalke 04,2,5,19
12/01/1974,Bayern München,Fortuna Köln,5,1,19
12/01/1974,Bor. Mönchengladbach,Rot-Weiss Essen,2,2,19
12/01/1974,Kickers Offenbach,Hertha BSC,1,1,19
12/01/1974,Hamburger SV,Wuppertaler SV,2,1,19
12/01/1974,1. FC Köln,Fortuna Düsseldorf,4,2,19
12/01/1974,1. FC Kaiserslautern,Hannover 96,2,1,19
12/01/1974,MSV Duisburg,Eintracht Frankfurt,1,1,19
19/01/1974,Eintracht Frankfurt,1. FC Kaiserslautern,3,1,20
19/01/1974,1. FC Köln,MSV Duisburg,5,1,20
19/01/1974,Hannover 96,VfB Stuttgart,3,0,20
19/01/1974,Fortuna Düsseldorf,Fortuna Köln,5,1,20
19/01/1974,Hertha BSC,Bor. Mönchengladbach,3,4,20
19/01/1974,FC Schalke 04,Hamburger SV,3,1,20
19/01/1974,Werder Bremen,VfL Bochum,1,0,20
19/01/1974,Rot-Weiss Essen,Bayern München,0,1,20
30/01/1974,Wuppertaler SV,Kickers Offenbach,1,1,20
26/01/1974,VfB Stuttgart,Eintracht Frankfurt,3,1,21
26/01/1974,VfL Bochum,Hannover 96,3,1,21
26/01/1974,Kickers Offenbach,FC Schalke 04,1,2,21
26/01/1974,Bayern München,Hertha BSC,3,1,21
26/01/1974,Bor. Mönchengladbach,Wuppertaler SV,7,1,21
26/01/1974,Fortuna Köln,Rot-Weiss Essen,1,3,21
26/01/1974,Hamburger SV,Werder Bremen,3,0,21
26/01/1974,MSV Duisburg,Fortuna Düsseldorf,0,1,21
26/01/1974,1. FC Kaiserslautern,1. FC Köln,1,2,21
02/02/1974,Eintracht Frankfurt,VfL Bochum,3,1,22
02/02/1974,Werder Bremen,Kickers Offenbach,0,2,22
02/02/1974,MSV Duisburg,1. FC Kaiserslautern,2,1,22
02/02/1974,FC Schalke 04,Bor. Mönchengladbach,2,0,22
02/02/1974,1. FC Köln,VfB Stuttgart,5,2,22
02/02/1974,Hertha BSC,Fortuna Köln,1,1,22
02/02/1974,Fortuna Düsseldorf,Rot-Weiss Essen,3,0,22
