Date,HomeTeam,AwayTeam,FTHG,FTAG,round
14/08/1976,Bor. Mönchengladbach,MSV Duisburg,1,1,1
14/08/1976,Karlsruher SC,Hertha BSC,0,3,1
14/08/1976,1. FC Saarbrücken,VfL Bochum,0,1,1
14/08/1976,Hamburger SV,Borussia Dortmund,3,4,1
14/08/1976,FC Schalke 04,Werder Bremen,3,2,1
14/08/1976,1. FC Köln,1. FC Kaiserslautern,3,1,1
14/08/1976,TeBe Berlin,Rot-Weiss Essen,2,2,1
14/08/1976,Eintracht Braunschweig,Eintracht Frankfurt,3,1,1
14/08/1976,Bayern München,Fortuna Düsseldorf,2,1,1
20/08/1976,1. FC Kaiserslautern,FC Schalke 04,2,0,2
21/08/1976,Fortuna Düsseldorf,Eintracht Braunschweig,1,3,2
21/08/1976,Rot-Weiss Essen,1. FC Köln,0,3,2
21/08/1976,Werder Bremen,Hamburger SV,2,2,2
21/08/1976,Borussia Dortmund,1. FC Saarbrücken,2,1,2
21/08/1976,MSV Duisburg,Bayern München,5,2,2
21/08/1976,Hertha BSC,Bor. Mönchengladbach,0,1,2
21/08/1976,Eintracht Frankfurt,TeBe Berlin,7,1,2
05/10/1976,VfL Bochum,Karlsruher SC,1,0,2
27/08/1976,Bayern München,Eintracht Braunschweig,2,2,3
27/08/1976,Hamburger SV,1. FC Kaiserslautern,1,0,3
28/08/1976,Karlsruher SC,Borussia Dortmund,2,1,3
28/08/1976,Bor. Mönchengladbach,VfL Bochum,4,2,3
28/08/1976,FC Schalke 04,Rot-Weiss Essen,3,0,3
28/08/1976,1. FC Köln,Eintracht Frankfurt,2,0,3
28/08/1976,MSV Duisburg,Hertha BSC,1,1,3
28/08/1976,TeBe Berlin,Fortuna Düsseldorf,4,2,3
28/08/1976,1. FC Saarbrücken,Werder Bremen,2,0,3
03/09/1976,Eintracht Frankfurt,FC Schalke 04,6,3,4
03/09/1976,VfL Bochum,MSV Duisburg,2,1,4
03/09/1976,Eintracht Braunschweig,TeBe Berlin,3,1,4
04/09/1976,Fortuna Düsseldorf,1. FC Köln,1,3,4
04/09/1976,Rot-Weiss Essen,Hamburger SV,1,2,4
04/09/1976,1. FC Kaiserslautern,1. FC Saarbrücken,1,0,4
04/09/1976,Borussia Dortmund,Bor. Mönchengladbach,0,0,4
04/09/1976,Hertha BSC,Bayern München,1,1,4
04/09/1976,Werder Bremen,Karlsruher SC,1,1,4
10/09/1976,Bayern München,TeBe Berlin,9,0,5
10/09/1976,MSV Duisburg,Borussia Dortmund,0,0,5
11/09/1976,Karlsruher SC,1. FC Kaiserslautern,1,1,5
11/09/1976,1. FC Saarbrücken,Rot-Weiss Essen,2,1,5
11/09/1976,Hamburger SV,Eintracht Frankfurt,3,1,5
11/09/1976,FC Schalke 04,Fortuna Düsseldorf,2,1,5
11/09/1976,1. FC Köln,Eintracht Braunschweig,3,0,5
11/09/1976,Hertha BSC,VfL Bochum,2,0,5
11/09/1976,Bor. Mönchengladbach,Werder Bremen,3,1,5
17/09/1976,Borussia Dortmund,Hertha BSC,2,1,6
17/09/1976,Werder Bremen,MSV Duisburg,2,2,6
18/09/1976,Rot-Weiss Essen,Karlsruher SC,3,2,6
18/09/1976,1. FC Kaiserslautern,Bor. Mönchengladbach,1,2,6
18/09/1976,Fortuna Düsseldorf,Hamburger SV,2,0,6
18/09/1976,VfL Bochum,Bayern München,5,6,6
18/09/1976,TeBe Berlin,1. FC Köln,3,2,6
18/09/1976,Eintracht Braunschweig,FC Schalke 04,1,0,6
18/09/1976,Eintracht Frankfurt,1. FC Saarbrücken,2,1,6
21/09/1976,Hertha BSC,Werder Bremen,2,1,7
24/09/1976,Bor. Mönchengladbach,Rot-Weiss Essen,6,0,7
24/09/1976,MSV Duisburg,1. FC Kaiserslautern,1,0,7
24/09/1976,Hamburger SV,Eintracht Braunschweig,0,2,7
25/09/1976,FC Schalke 04,TeBe Berlin,5,4,7
25/09/1976,VfL Bochum,Borussia Dortmund,2,1,7
25/09/1976,Bayern München,1. FC Köln,4,1,7
25/09/1976,Karlsruher SC,Eintracht Frankfurt,2,0,7
25/09/1976,1. FC Saarbrücken,Fortuna Düsseldorf,0,0,7
01/10/1976,Werder Bremen,VfL Bochum,2,0,8
01/10/1976,1. FC Kaiserslautern,Hertha BSC,0,2,8
02/10/1976,Rot-Weiss Essen,MSV Duisburg,1,5,8
02/10/1976,Fortuna Düsseldorf,Karlsruher SC,3,0,8
02/10/1976,Borussia Dortmund,Bayern München,3,3,8
02/10/1976,1. FC Köln,FC Schalke 04,2,0,8
02/10/1976,TeBe Berlin,Hamburger SV,1,1,8
02/10/1976,Eintracht Braunschweig,1. FC Saarbrücken,1,0,8
02/10/1976,Eintracht Frankfurt,Bor. Mönchengladbach,1,3,8
08/10/1976,Borussia Dortmund,Werder Bremen,2,4,9
09/10/1976,Karlsruher SC,Eintracht Braunschweig,1,1,9
09/10/1976,1. FC Saarbrücken,TeBe Berlin,0,0,9
09/10/1976,Hamburger SV,1. FC Köln,2,1,9
09/10/1976,MSV Duisburg,Eintracht Frankfurt,4,3,9
09/10/1976,VfL Bochum,1. FC Kaiserslautern,1,0,9
09/10/1976,Hertha BSC,Rot-Weiss Essen,2,1,9
09/10/1976,Bor. Mönchengladbach,Fortuna Düsseldorf,3,1,9
09/10/1976,Bayern München,FC Schalke 04,0,7,9
23/10/1976,Fortuna Düsseldorf,MSV Duisburg,2,0,10
23/10/1976,Rot-Weiss Essen,VfL Bochum,3,3,10
23/10/1976,1. FC Kaiserslautern,Borussia Dortmund,2,1,10
23/10/1976,Werder Bremen,Bayern München,2,3,10
23/10/1976,FC Schalke 04,Hamburger SV,1,0,10
23/10/1976,1. FC Köln,1. FC Saarbrücken,5,1,10
23/10/1976,TeBe Berlin,Karlsruher SC,4,2,10
23/10/1976,Eintracht Braunschweig,Bor. Mönchengladbach,1,1,10
23/10/1976,Eintracht Frankfurt,Hertha BSC,3,3,10
29/10/1976,Bor. Mönchengladbach,TeBe Berlin,3,0,11
29/10/1976,Borussia Dortmund,Rot-Weiss Essen,4,2,11
29/10/1976,Werder Bremen,1. FC Kaiserslautern,2,0,11
30/10/1976,Karlsruher SC,1. FC Köln,2,1,11
30/10/1976,VfL Bochum,Eintracht Frankfurt,3,1,11
30/10/1976,MSV Duisburg,Eintracht Braunschweig,1,1,11
30/10/1976,Bayern München,Hamburger SV,6,2,11
30/10/1976,Hertha BSC,Fortuna Düsseldorf,4,0,11
30/10/1976,1. FC Saarbrücken,FC Schalke 04,2,3,11
06/11/1976,Fortuna Düsseldorf,VfL Bochum,1,0,12
06/11/1976,Rot-Weiss Essen,Werder Bremen,0,0,12
06/11/1976,1. FC Kaiserslautern,Bayern München,1,1,12
06/11/1976,Hamburger SV,1. FC Saarbrücken,0,0,12
06/11/1976,FC Schalke 04,Karlsruher SC,2,2,12
06/11/1976,1. FC Köln,Bor. Mönchengladbach,0,3,12
06/11/1976,TeBe Berlin,MSV Duisburg,1,5,12
06/11/1976,Eintracht Frankfurt,Borussia Dortmund,1,4,12
06/11/1976,Eintracht Braunschweig,Hertha BSC,2,2,12
12/11/1976,Borussia Dortmund,Fortuna Düsseldorf,1,2,13
13/11/1976,Bor. Mönchengladbach,FC Schalke 04,2,0,13
13/11/1976,Karlsruher SC,Hamburger SV,2,2,13
13/11/1976,1. FC Kaiserslautern,Rot-Weiss Essen,7,1,13
13/11/1976,Werder Bremen,Eintracht Frankfurt,2,1,13
13/11/1976,VfL Bochum,Eintracht Braunschweig,1,1,13
13/11/1976,Hertha BSC,TeBe Berlin,2,0,13
13/11/1976,MSV Duisburg,1. FC Köln,1,1,13
13/11/1976,Bayern München,1. FC Saarbrücken,5,1,13
20/11/1976,Fortuna Düsseldorf,Werder Bremen,3,2,14
20/11/1976,Rot-Weiss Essen,Bayern München,1,4,14
20/11/1976,1. FC Saarbrücken,Karlsruher SC,1,1,14
20/11/1976,Eintracht Frankfurt,1. FC Kaiserslautern,2,0,14
20/11/1976,Hamburger SV,Bor. Mönchengladbach,4,1,14
20/11/1976,1. FC Köln,Hertha BSC,3,2,14
20/11/1976,TeBe Berlin,VfL Bochum,1,1,14
20/11/1976,Eintracht Braunschweig,Borussia Dortmund,3,1,14
20/11/1976,FC Schalke 04,MSV Duisburg,3,2,14
27/11/1976,Bor. Mönchengladbach,1. FC Saarbrücken,3,0,15
27/11/1976,Karlsruher SC,Bayern München,1,2,15
27/11/1976,1. FC Kaiserslautern,Fortuna Düsseldorf,0,2,15
27/11/1976,Werder Bremen,Eintracht Braunschweig,2,2,15
27/11/1976,Borussia Dortmund,TeBe Berlin,4,0,15
27/11/1976,VfL Bochum,1. FC Köln,1,2,15
27/11/1976,Hertha BSC,FC Schalke 04,2,1,15
27/11/1976,Eintracht Frankfurt,Rot-Weiss Essen,3,1,15
27/11/1976,MSV Duisburg,Hamburger SV,0,0,15
03/12/1976,1. FC Köln,Borussia Dortmund,1,1,16
04/12/1976,Fortuna Düsseldorf,Rot-Weiss Essen,4,4,16
04/12/1976,Karlsruher SC,Bor. Mönchengladbach,4,0,16
04/12/1976,Hamburger SV,Hertha BSC,2,0,16
04/12/1976,FC Schalke 04,VfL Bochum,3,1,16
04/12/1976,Bayern München,Eintracht Frankfurt,0,3,16
04/12/1976,TeBe Berlin,Werder Bremen,2,4,16
04/12/1976,Eintracht Braunschweig,1. FC Kaiserslautern,2,1,16
15/12/1976,1. FC Saarbrücken,MSV Duisburg,1,0,16
10/12/1976,VfL Bochum,Hamburger SV,4,2,17
10/12/1976,MSV Duisburg,Karlsruher SC,3,1,17
11/12/1976,Bor. Mönchengladbach,Bayern München,1,0,17
11/12/1976,1. FC Kaiserslautern,TeBe Berlin,3,1,17
11/12/1976,Werder Bremen,1. FC Köln,2,1,17
11/12/1976,Borussia Dortmund,FC Schalke 04,2,2,17
11/12/1976,Rot-Weiss Essen,Eintracht Braunschweig,2,1,17
11/12/1976,Hertha BSC,1. FC Saarbrücken,1,1,17
11/12/1976,Eintracht Frankfurt,Fortuna Düsseldorf,1,1,17
15/01/1977,MSV Duisburg,Bor. Mönchengladbach,3,2,18
15/01/1977,VfL Bochum,1. FC Saarbrücken,1,2,18
15/01/1977,Borussia Dortmund,Hamburger SV,4,4,18
15/01/1977,Werder Bremen,FC Schalke 04,1,1,18
15/01/1977,1. FC Kaiserslautern,1. FC Köln,4,2,18
15/01/1977,Rot-Weiss Essen,TeBe Berlin,1,0,18
15/01/1977,Fortuna Düsseldorf,Bayern München,0,0,18
01/02/1977,Hertha BSC,Karlsruher SC,1,1,18
01/03/1977,Eintracht Frankfurt,Eintracht Braunschweig,3,0,18
22/01/1977,FC Schalke 04,1. FC Kaiserslautern,5,2,19
22/01/1977,1. FC Köln,Rot-Weiss Essen,2,2,19
22/01/1977,Hamburger SV,Werder Bremen,5,3,19
22/01/1977,Bayern München,MSV Duisburg,2,2,19
22/01/1977,Bor. Mönchengladbach,Hertha BSC,2,1,19
22/01/1977,Karlsruher SC,VfL Bochum,2,1,19
16/02/1977,1. FC Saarbrücken,Borussia Dortmund,2,2,19
18/02/1977,Eintracht Braunschweig,Fortuna Düsseldorf,0,0,19
15/03/1977,TeBe Berlin,Eintracht Frankfurt,1,1,19
29/01/1977,Eintracht Braunschweig,Bayern München,1,0,20
29/01/1977,1. FC Kaiserslautern,Hamburger SV,2,0,20
29/01/1977,Borussia Dortmund,Karlsruher SC,7,2,20
29/01/1977,VfL Bochum,Bor. Mönchengladbach,0,0,20
29/01/1977,Eintracht Frankfurt,1. FC Köln,4,0,20
29/01/1977,Hertha BSC,MSV Duisburg,2,4,20
29/01/1977,Fortuna Düsseldorf,TeBe Berlin,0,0,20
29/01/1977,Werder Bremen,1. FC Saarbrücken,1,0,20
01/03/1977,Rot-Weiss Essen,FC Schalke 04,2,2,20
05/02/1977,FC Schalke 04,Eintracht Frankfurt,1,1,21
05/02/1977,MSV Duisburg,VfL Bochum,0,0,21
05/02/1977,TeBe Berlin,Eintracht Braunschweig,0,0,21
05/02/1977,1. FC Köln,Fortuna Düsseldorf,2,2,21
05/02/1977,Hamburger SV,Rot-Weiss Essen,5,3,21
05/02/1977,1. FC Saarbrücken,1. FC Kaiserslautern,2,2,21
05/02/1977,Bayern München,Hertha BSC,1,0,21
05/02/1977,Karlsruher SC,Werder Bremen,3,1,21
30/03/1977,Bor. Mönchengladbach,Borussia Dortmund,1,1,21
12/02/1977,TeBe Berlin,Bayern München,3,1,22
12/02/1977,Borussia Dortmund,MSV Duisburg,2,1,22
12/02/1977,1. FC Kaiserslautern,Karlsruher SC,3,1,22
12/02/1977,Rot-Weiss Essen,1. FC Saarbrücken,1,0,22
12/02/1977,Eintracht Frankfurt,Hamburger SV,2,1,22
12/02/1977,Fortuna Düsseldorf,FC Schalke 04,1,2,22
12/02/1977,Eintracht Braunschweig,1. FC Köln,4,2,22
12/02/1977,VfL Bochum,Hertha BSC,4,2,22
12/02/1977,Werder Bremen,Bor. Mönchengladbach,1,0,22
26/02/1977,Hertha BSC,Borussia Dortmund,3,2,23
26/02/1977,MSV Duisburg,Werder Bremen,3,0,23
26/02/1977,Karlsruher SC,Rot-Weiss Essen,1,1,23
26/02/1977,Bor. Mönchengladbach,1. FC Kaiserslautern,0,0,23
26/02/1977,Hamburger SV,Fortuna Düsseldorf,1,1,23
26/02/1977,Bayern München,VfL Bochum,1,1,23
26/02/1977,1. FC Köln,TeBe Berlin,8,4,23
26/02/1977,FC Schalke 04,Eintracht Braunschweig,2,3,23
26/02/1977,1. FC Saarbrücken,Eintracht Frankfurt,2,2,23
05/03/1977,Rot-Weiss Essen,Bor. Mönchengladbach,1,0,24
