Date,HomeTeam,AwayTeam,FTHG,FTAG,round
17/08/1968,1. FC Nürnberg,Alemannia Aachen,1,4,1
17/08/1968,Bayern München,1. FC Kaiserslautern,2,0,1
17/08/1968,Eintracht Frankfurt,Hertha BSC,2,0,1
17/08/1968,1. FC Köln,Kickers Offenbach,2,1,1
17/08/1968,MSV Duisburg,FC Schalke 04,1,0,1
17/08/1968,Borussia Dortmund,Bor. Mönchengladbach,1,3,1
17/08/1968,Eintracht Braunschweig,Hamburger SV,1,0,1
17/08/1968,Werder Bremen,Hannover 96,3,2,1
17/08/1968,VfB Stuttgart,TSV 1860 München,1,1,1
24/08/1968,Hertha BSC,MSV Duisburg,1,1,2
24/08/1968,Bor. Mönchengladbach,1. FC Köln,2,1,2
24/08/1968,Kickers Offenbach,1. FC Nürnberg,2,1,2
24/08/1968,FC Schalke 04,Eintracht Braunschweig,0,2,2
24/08/1968,Hannover 96,Borussia Dortmund,1,1,2
24/08/1968,Hamburger SV,VfB Stuttgart,2,1,2
24/08/1968,1. FC Kaiserslautern,Werder Bremen,1,0,2
24/08/1968,TSV 1860 München,Bayern München,0,3,2
24/08/1968,Alemannia Aachen,Eintracht Frankfurt,4,2,2
31/08/1968,MSV Duisburg,Eintracht Frankfurt,1,1,3
31/08/1968,VfB Stuttgart,FC Schalke 04,1,1,3
31/08/1968,1. FC Nürnberg,Bor. Mönchengladbach,4,0,3
31/08/1968,Bayern München,Hamburger SV,5,1,3
31/08/1968,1. FC Köln,Hannover 96,1,0,3
31/08/1968,Eintracht Braunschweig,Hertha BSC,3,3,3
31/08/1968,Kickers Offenbach,Alemannia Aachen,1,1,3
17/09/1968,Borussia Dortmund,1. FC Kaiserslautern,2,3,3
17/09/1968,Werder Bremen,TSV 1860 München,4,1,3
04/09/1968,Hertha BSC,VfB Stuttgart,0,1,4
04/09/1968,Bor. Mönchengladbach,Kickers Offenbach,4,1,4
04/09/1968,Alemannia Aachen,MSV Duisburg,4,0,4
04/09/1968,Hannover 96,1. FC Nürnberg,2,2,4
04/09/1968,FC Schalke 04,Bayern München,1,2,4
04/09/1968,TSV 1860 München,Borussia Dortmund,2,1,4
04/09/1968,Hamburger SV,Werder Bremen,5,2,4
04/09/1968,1. FC Kaiserslautern,1. FC Köln,4,0,4
04/09/1968,Eintracht Frankfurt,Eintracht Braunschweig,0,1,4
07/09/1968,1. FC Köln,TSV 1860 München,0,0,5
07/09/1968,Bayern München,Hertha BSC,3,0,5
07/09/1968,1. FC Nürnberg,1. FC Kaiserslautern,1,0,5
07/09/1968,Werder Bremen,FC Schalke 04,1,3,5
07/09/1968,Borussia Dortmund,Hamburger SV,3,1,5
07/09/1968,Bor. Mönchengladbach,Alemannia Aachen,2,2,5
07/09/1968,VfB Stuttgart,Eintracht Frankfurt,2,0,5
07/09/1968,Kickers Offenbach,Hannover 96,1,1,5
07/09/1968,Eintracht Braunschweig,MSV Duisburg,0,0,5
13/09/1968,MSV Duisburg,VfB Stuttgart,2,0,6
14/09/1968,FC Schalke 04,Borussia Dortmund,4,1,6
14/09/1968,Hannover 96,Bor. Mönchengladbach,2,3,6
14/09/1968,Alemannia Aachen,Eintracht Braunschweig,1,4,6
14/09/1968,TSV 1860 München,1. FC Nürnberg,2,0,6
14/09/1968,Hertha BSC,Werder Bremen,1,0,6
14/09/1968,Eintracht Frankfurt,Bayern München,1,1,6
14/09/1968,1. FC Kaiserslautern,Kickers Offenbach,2,1,6
14/09/1968,Hamburger SV,1. FC Köln,3,1,6
20/09/1968,Kickers Offenbach,TSV 1860 München,2,3,7
21/09/1968,VfB Stuttgart,Eintracht Braunschweig,2,2,7
