Date,HomeTeam,AwayTeam,FTHG,FTAG,round
24/08/1984,Werder Bremen,Bayer 05 Uerdingen,1,0,1
24/08/1984,VfL Bochum,Eintracht Frankfurt,3,3,1
24/08/1984,Bor. Mönchengladbach,FC Schalke 04,3,1,1
25/08/1984,Arminia Bielefeld,Bayern München,1,3,1
25/08/1984,Eintracht Braunschweig,1. FC Köln,1,3,1
25/08/1984,1. FC Kaiserslautern,VfB Stuttgart,2,1,1
25/08/1984,Karlsruher SC,Waldhof Mannheim,3,2,1
25/08/1984,Bayer Leverkusen,Fortuna Düsseldorf,4,3,1
25/08/1984,Borussia Dortmund,Hamburger SV,1,2,1
28/08/1984,Eintracht Frankfurt,Bayer Leverkusen,2,0,2
28/08/1984,VfB Stuttgart,Eintracht Braunschweig,6,1,2
28/08/1984,Bayer 05 Uerdingen,Borussia Dortmund,2,1,2
29/08/1984,Waldhof Mannheim,1. FC Kaiserslautern,1,1,2
29/08/1984,Hamburger SV,Bor. Mönchengladbach,1,1,2
29/08/1984,Fortuna Düsseldorf,Karlsruher SC,2,2,2
29/08/1984,Bayern München,Werder Bremen,4,2,2
29/08/1984,FC Schalke 04,VfL Bochum,2,3,2
04/09/1984,1. FC Köln,Arminia Bielefeld,1,1,2
07/09/1984,Karlsruher SC,Eintracht Frankfurt,2,2,3
07/09/1984,Bayer Leverkusen,FC Schalke 04,2,2,3
07/09/1984,Borussia Dortmund,Bor. Mönchengladbach,2,3,3
08/09/1984,Werder Bremen,1. FC Köln,6,2,3
08/09/1984,Arminia Bielefeld,VfB Stuttgart,2,7,3
08/09/1984,Eintracht Braunschweig,Waldhof Mannheim,0,1,3
08/09/1984,1. FC Kaiserslautern,Fortuna Düsseldorf,3,1,3
08/09/1984,VfL Bochum,Hamburger SV,0,0,3
08/09/1984,Bayer 05 Uerdingen,Bayern München,1,3,3
15/09/1984,Hamburger SV,Bayer Leverkusen,1,1,4
15/09/1984,Eintracht Frankfurt,1. FC Kaiserslautern,1,1,4
15/09/1984,Fortuna Düsseldorf,Eintracht Braunschweig,4,1,4
15/09/1984,Waldhof Mannheim,Arminia Bielefeld,0,0,4
15/09/1984,VfB Stuttgart,Werder Bremen,1,3,4
15/09/1984,1. FC Köln,Bayer 05 Uerdingen,1,5,4
15/09/1984,Bayern München,Borussia Dortmund,1,0,4
15/09/1984,Bor. Mönchengladbach,VfL Bochum,4,3,4
15/09/1984,FC Schalke 04,Karlsruher SC,3,1,4
21/09/1984,Eintracht Braunschweig,Eintracht Frankfurt,5,0,5
21/09/1984,1. FC Kaiserslautern,FC Schalke 04,2,2,5
21/09/1984,Borussia Dortmund,VfL Bochum,3,0,5
22/09/1984,Werder Bremen,Waldhof Mannheim,1,1,5
22/09/1984,Arminia Bielefeld,Fortuna Düsseldorf,1,1,5
22/09/1984,Karlsruher SC,Hamburger SV,1,1,5
22/09/1984,Bayer Leverkusen,Bor. Mönchengladbach,3,2,5
22/09/1984,Bayern München,1. FC Köln,2,0,5
22/09/1984,Bayer 05 Uerdingen,VfB Stuttgart,3,2,5
05/09/1984,VfB Stuttgart,Bayern München,1,3,6
28/09/1984,Eintracht Frankfurt,Arminia Bielefeld,3,0,6
28/09/1984,FC Schalke 04,Eintracht Braunschweig,3,2,6
29/09/1984,Hamburger SV,1. FC Kaiserslautern,3,2,6
29/09/1984,Fortuna Düsseldorf,Werder Bremen,3,2,6
29/09/1984,Waldhof Mannheim,Bayer 05 Uerdingen,2,1,6
29/09/1984,1. FC Köln,Borussia Dortmund,6,1,6
29/09/1984,VfL Bochum,Bayer Leverkusen,0,0,6
29/09/1984,Bor. Mönchengladbach,Karlsruher SC,3,3,6
05/10/1984,Karlsruher SC,VfL Bochum,1,1,7
05/10/1984,Bayer 05 Uerdingen,Fortuna Düsseldorf,5,2,7
05/10/1984,Borussia Dortmund,Bayer Leverkusen,2,1,7
06/10/1984,Werder Bremen,Eintracht Frankfurt,3,3,7
06/10/1984,Arminia Bielefeld,FC Schalke 04,2,1,7
06/10/1984,Eintracht Braunschweig,Hamburger SV,3,1,7
06/10/1984,1. FC Kaiserslautern,Bor. Mönchengladbach,2,0,7
06/10/1984,1. FC Köln,VfB Stuttgart,1,1,7
06/10/1984,Bayern München,Waldhof Mannheim,1,2,7
10/10/1984,Hamburger SV,Arminia Bielefeld,4,0,8
10/10/1984,Eintracht Frankfurt,Bayer 05 Uerdingen,3,2,8
10/10/1984,Fortuna Düsseldorf,Bayern München,0,2,8
10/10/1984,VfB Stuttgart,Borussia Dortmund,2,0,8
10/10/1984,Bayer Leverkusen,Karlsruher SC,4,1,8
