Date,HomeTeam,AwayTeam,FTHG,FTAG,round
08/08/1986,FC 08 Homburg,Bayer 05 Uerdingen,0,2,1
08/08/1986,Waldhof Mannheim,VfB Stuttgart,3,2,1
09/08/1986,Bayer Leverkusen,FC Schalke 04,4,2,1
09/08/1986,Bayern München,Borussia Dortmund,2,2,1
09/08/1986,Eintracht Frankfurt,Fortuna Düsseldorf,5,0,1
09/08/1986,VfL Bochum,1. FC Köln,3,1,1
09/08/1986,Werder Bremen,1. FC Nürnberg,5,3,1
09/08/1986,Blau-Weiß 90 Berlin,1. FC Kaiserslautern,1,4,1
19/08/1986,Bor. Mönchengladbach,Hamburger SV,0,3,1
12/08/1986,VfB Stuttgart,FC 08 Homburg,4,0,2
15/08/1986,1. FC Köln,Eintracht Frankfurt,0,0,2
15/08/1986,Borussia Dortmund,Bayer Leverkusen,0,0,2
16/08/1986,1. FC Kaiserslautern,Bor. Mönchengladbach,1,1,2
16/08/1986,1. FC Nürnberg,VfL Bochum,3,3,2
16/08/1986,Fortuna Düsseldorf,Bayern München,0,3,2
16/08/1986,FC Schalke 04,Waldhof Mannheim,3,1,2
16/08/1986,Bayer 05 Uerdingen,Blau-Weiß 90 Berlin,2,1,2
16/08/1986,Hamburger SV,Werder Bremen,3,0,2
22/08/1986,FC 08 Homburg,FC Schalke 04,1,1,3
22/08/1986,Eintracht Frankfurt,1. FC Nürnberg,1,0,3
22/08/1986,Werder Bremen,1. FC Kaiserslautern,1,0,3
23/08/1986,Waldhof Mannheim,Borussia Dortmund,2,1,3
23/08/1986,Bayer Leverkusen,Fortuna Düsseldorf,5,0,3
23/08/1986,Bayern München,1. FC Köln,3,0,3
23/08/1986,VfL Bochum,Hamburger SV,1,1,3
23/08/1986,Bayer 05 Uerdingen,VfB Stuttgart,2,2,3
23/08/1986,Blau-Weiß 90 Berlin,Bor. Mönchengladbach,3,2,3
02/09/1986,1. FC Köln,Bayer Leverkusen,1,4,4
02/09/1986,Fortuna Düsseldorf,Waldhof Mannheim,2,0,4
02/09/1986,Borussia Dortmund,FC 08 Homburg,3,0,4
02/09/1986,FC Schalke 04,Bayer 05 Uerdingen,2,1,4
02/09/1986,Bor. Mönchengladbach,Werder Bremen,1,2,4
02/09/1986,Hamburger SV,Eintracht Frankfurt,2,0,4
03/09/1986,1. FC Kaiserslautern,VfL Bochum,4,1,4
03/09/1986,1. FC Nürnberg,Bayern München,1,2,4
03/09/1986,VfB Stuttgart,Blau-Weiß 90 Berlin,1,1,4
06/09/1986,FC 08 Homburg,Fortuna Düsseldorf,3,1,5
06/09/1986,Waldhof Mannheim,1. FC Köln,2,0,5
06/09/1986,Bayer Leverkusen,1. FC Nürnberg,2,0,5
06/09/1986,Bayern München,Hamburger SV,3,1,5
06/09/1986,Eintracht Frankfurt,1. FC Kaiserslautern,2,2,5
06/09/1986,VfL Bochum,Bor. Mönchengladbach,1,1,5
06/09/1986,VfB Stuttgart,FC Schalke 04,4,0,5
06/09/1986,Bayer 05 Uerdingen,Borussia Dortmund,2,4,5
06/09/1986,Blau-Weiß 90 Berlin,Werder Bremen,1,4,5
12/09/1986,1. FC Nürnberg,Waldhof Mannheim,1,1,6
12/09/1986,FC Schalke 04,Blau-Weiß 90 Berlin,3,0,6
12/09/1986,Werder Bremen,VfL Bochum,0,0,6
