Date,HomeTeam,AwayTeam,FTHG,FTAG,round
17/08/1982,Hertha BSC,Borussia Dortmund,1,3,2
20/08/1982,Borussia Dortmund,VfB Stuttgart,1,1,1
20/08/1982,1. FC Kaiserslautern,Hertha BSC,2,2,1
21/08/1982,SV Bayer 04 Leverkusen,Arminia Bielefeld,0,1,1
21/08/1982,Karlsruher SC,Eintracht Frankfurt,1,0,1
21/08/1982,Fortuna Düsseldorf,VfL Bochum,2,0,1
21/08/1982,Werder Bremen,Bayern München,1,0,1
21/08/1982,1. FC Nürnberg,Hamburger SV,2,2,1
21/08/1982,FC Schalke 04,Bor. Mönchengladbach,2,4,1
21/08/1982,Eintracht Braunschweig,1. FC Köln,2,2,1
24/08/1982,VfB Stuttgart,FC Schalke 04,2,1,2
24/08/1982,Bayern München,Fortuna Düsseldorf,1,0,2
24/08/1982,VfL Bochum,Karlsruher SC,0,1,2
24/08/1982,Eintracht Frankfurt,SV Bayer 04 Leverkusen,5,0,2
25/08/1982,Bor. Mönchengladbach,1. FC Nürnberg,1,2,2
25/08/1982,Hamburger SV,Werder Bremen,1,1,2
25/08/1982,Arminia Bielefeld,Eintracht Braunschweig,2,0,2
07/09/1982,1. FC Köln,1. FC Kaiserslautern,3,0,2
31/08/1982,Werder Bremen,Bor. Mönchengladbach,2,0,3
31/08/1982,FC Schalke 04,Hertha BSC,2,0,3
01/09/1982,SV Bayer 04 Leverkusen,VfL Bochum,1,0,3
01/09/1982,Borussia Dortmund,1. FC Köln,2,0,3
01/09/1982,Arminia Bielefeld,Eintracht Frankfurt,2,1,3
01/09/1982,Karlsruher SC,Bayern München,0,4,3
01/09/1982,1. FC Nürnberg,VfB Stuttgart,0,5,3
07/09/1982,Fortuna Düsseldorf,Hamburger SV,0,6,3
09/11/1982,Eintracht Braunschweig,1. FC Kaiserslautern,1,1,3
04/09/1982,1. FC Köln,FC Schalke 04,2,1,4
04/09/1982,VfB Stuttgart,Werder Bremen,4,1,4
04/09/1982,Bor. Mönchengladbach,Fortuna Düsseldorf,5,0,4
04/09/1982,Hamburger SV,Karlsruher SC,4,0,4
04/09/1982,Bayern München,SV Bayer 04 Leverkusen,5,0,4
04/09/1982,VfL Bochum,Arminia Bielefeld,1,1,4
04/09/1982,Eintracht Frankfurt,Eintracht Braunschweig,0,1,4
04/09/1982,1. FC Kaiserslautern,Borussia Dortmund,0,2,4
04/09/1982,Hertha BSC,1. FC Nürnberg,5,1,4
10/09/1982,SV Bayer 04 Leverkusen,Hamburger SV,0,1,5
10/09/1982,Karlsruher SC,Bor. Mönchengladbach,2,0,5
11/09/1982,Fortuna Düsseldorf,VfB Stuttgart,1,1,5
11/09/1982,Werder Bremen,Hertha BSC,3,1,5
11/09/1982,1. FC Nürnberg,1. FC Köln,2,1,5
11/09/1982,FC Schalke 04,1. FC Kaiserslautern,0,0,5
11/09/1982,Eintracht Frankfurt,VfL Bochum,0,1,5
11/09/1982,Arminia Bielefeld,Bayern München,2,4,5
11/09/1982,Eintracht Braunschweig,Borussia Dortmund,0,0,5
17/09/1982,Bor. Mönchengladbach,SV Bayer 04 Leverkusen,3,1,6
17/09/1982,VfL Bochum,Eintracht Braunschweig,0,2,6
18/09/1982,1. FC Köln,Werder Bremen,2,1,6
18/09/1982,VfB Stuttgart,Karlsruher SC,4,1,6
18/09/1982,Hamburger SV,Arminia Bielefeld,3,1,6
18/09/1982,Bayern München,Eintracht Frankfurt,4,0,6
18/09/1982,Borussia Dortmund,FC Schalke 04,2,0,6
18/09/1982,1. FC Kaiserslautern,1. FC Nürnberg,2,1,6
18/09/1982,Hertha BSC,Fortuna Düsseldorf,1,1,6
24/09/1982,1. FC Nürnberg,Borussia Dortmund,3,2,7
25/09/1982,SV Bayer 04 Leverkusen,VfB Stuttgart,0,3,7
25/09/1982,Karlsruher SC,Hertha BSC,1,1,7
25/09/1982,Fortuna Düsseldorf,1. FC Köln,2,6,7
25/09/1982,Werder Bremen,1. FC Kaiserslautern,3,0,7
25/09/1982,VfL Bochum,Bayern München,0,0,7
25/09/1982,Eintracht Frankfurt,Hamburger SV,1,1,7
25/09/1982,Arminia Bielefeld,Bor. Mönchengladbach,4,2,7
25/09/1982,Eintracht Braunschweig,FC Schalke 04,1,1,7
01/10/1982,Bor. Mönchengladbach,Eintracht Frankfurt,3,1,8
01/10/1982,FC Schalke 04,1. FC Nürnberg,0,1,8
01/10/1982,Hertha BSC,SV Bayer 04 Leverkusen,3,3,8
02/10/1982,1. FC Köln,Karlsruher SC,4,1,8
02/10/1982,VfB Stuttgart,Arminia Bielefeld,2,2,8
02/10/1982,Hamburger SV,VfL Bochum,0,0,8
02/10/1982,Bayern München,Eintracht Braunschweig,1,1,8
02/10/1982,Borussia Dortmund,Werder Bremen,0,0,8
02/10/1982,1. FC Kaiserslautern,Fortuna Düsseldorf,3,1,8
08/10/1982,Werder Bremen,FC Schalke 04,4,0,9
09/10/1982,SV Bayer 04 Leverkusen,1. FC Köln,0,0,9
09/10/1982,Karlsruher SC,1. FC Kaiserslautern,1,1,9
09/10/1982,Fortuna Düsseldorf,Borussia Dortmund,2,3,9
09/10/1982,Bayern München,Hamburger SV,2,2,9
09/10/1982,VfL Bochum,Bor. Mönchengladbach,3,1,9
09/10/1982,Eintracht Frankfurt,VfB Stuttgart,3,0,9
09/10/1982,Arminia Bielefeld,Hertha BSC,2,1,9
09/10/1982,Eintracht Braunschweig,1. FC Nürnberg,2,2,9
22/10/1982,FC Schalke 04,Fortuna Düsseldorf,3,3,10
23/10/1982,1. FC Köln,Arminia Bielefeld,1,0,10
23/10/1982,VfB Stuttgart,VfL Bochum,5,2,10
23/10/1982,Bor. Mönchengladbach,Bayern München,0,0,10
23/10/1982,Hamburger SV,Eintracht Braunschweig,4,0,10
23/10/1982,1. FC Nürnberg,Werder Bremen,2,0,10
23/10/1982,Borussia Dortmund,Karlsruher SC,4,3,10
23/10/1982,1. FC Kaiserslautern,SV Bayer 04 Leverkusen,2,0,10
23/10/1982,Hertha BSC,Eintracht Frankfurt,1,0,10
30/10/1982,SV Bayer 04 Leverkusen,Borussia Dortmund,1,2,11
30/10/1982,Karlsruher SC,FC Schalke 04,2,2,11
30/10/1982,Fortuna Düsseldorf,1. FC Nürnberg,3,1,11
30/10/1982,Hamburger SV,Bor. Mönchengladbach,4,3,11
30/10/1982,Bayern München,VfB Stuttgart,4,0,11
30/10/1982,VfL Bochum,Hertha BSC,4,0,11
30/10/1982,Eintracht Frankfurt,1. FC Köln,3,0,11
30/10/1982,Arminia Bielefeld,1. FC Kaiserslautern,2,2,11
30/10/1982,Eintracht Braunschweig,Werder Bremen,3,1,11
05/11/1982,Bor. Mönchengladbach,Eintracht Braunschweig,3,0,12
05/11/1982,FC Schalke 04,SV Bayer 04 Leverkusen,2,0,12
06/11/1982,1. FC Köln,VfL Bochum,4,1,12
06/11/1982,VfB Stuttgart,Hamburger SV,1,2,12
06/11/1982,Werder Bremen,Fortuna Düsseldorf,2,2,12
06/11/1982,1. FC Nürnberg,Karlsruher SC,3,1,12
06/11/1982,Borussia Dortmund,Arminia Bielefeld,11,1,12
06/11/1982,1. FC Kaiserslautern,Eintracht Frankfurt,3,0,12
06/11/1982,Hertha BSC,Bayern München,1,3,12
13/11/1982,SV Bayer 04 Leverkusen,1. FC Nürnberg,1,0,13
13/11/1982,Karlsruher SC,Werder Bremen,1,2,13
13/11/1982,Bor. Mönchengladbach,VfB Stuttgart,1,4,13
13/11/1982,Hamburger SV,Hertha BSC,1,1,13
13/11/1982,Bayern München,1. FC Köln,0,1,13
13/11/1982,VfL Bochum,1. FC Kaiserslautern,1,1,13
13/11/1982,Eintracht Frankfurt,Borussia Dortmund,3,1,13
13/11/1982,Arminia Bielefeld,FC Schalke 04,3,2,13
13/11/1982,Eintracht Braunschweig,Fortuna Düsseldorf,2,1,13
19/11/1982,Borussia Dortmund,VfL Bochum,3,1,14
20/11/1982,1. FC Köln,Hamburger SV,1,1,14
20/11/1982,VfB Stuttgart,Eintracht Braunschweig,4,0,14
20/11/1982,Fortuna Düsseldorf,Karlsruher SC,4,3,14
20/11/1982,Werder Bremen,SV Bayer 04 Leverkusen,3,1,14
20/11/1982,1. FC Nürnberg,Arminia Bielefeld,1,1,14
20/11/1982,FC Schalke 04,Eintracht Frankfurt,3,2,14
20/11/1982,1. FC Kaiserslautern,Bayern München,3,2,14
20/11/1982,Hertha BSC,Bor. Mönchengladbach,0,2,14
27/11/1982,SV Bayer 04 Leverkusen,Fortuna Düsseldorf,3,3,15
27/11/1982,Karlsruher SC,Eintracht Braunschweig,3,1,15
27/11/1982,Bor. Mönchengladbach,1. FC Köln,1,4,15
27/11/1982,Hamburger SV,1. FC Kaiserslautern,1,1,15
27/11/1982,Bayern München,Borussia Dortmund,3,0,15
27/11/1982,VfL Bochum,FC Schalke 04,2,1,15
27/11/1982,Eintracht Frankfurt,1. FC Nürnberg,3,0,15
27/11/1982,Arminia Bielefeld,Werder Bremen,1,2,15
27/11/1982,Hertha BSC,VfB Stuttgart,1,0,15
03/12/1982,Eintracht Braunschweig,Hertha BSC,1,0,16
04/12/1982,1. FC Köln,VfB Stuttgart,1,2,16
04/12/1982,Karlsruher SC,SV Bayer 04 Leverkusen,2,2,16
04/12/1982,Fortuna Düsseldorf,Arminia Bielefeld,2,0,16
04/12/1982,Werder Bremen,Eintracht Frankfurt,3,0,16
04/12/1982,1. FC Nürnberg,VfL Bochum,1,1,16
04/12/1982,Borussia Dortmund,Hamburger SV,1,3,16
04/12/1982,1. FC Kaiserslautern,Bor. Mönchengladbach,3,0,16
04/12/1982,FC Schalke 04,Bayern München,1,2,16
10/12/1982,Bor. Mönchengladbach,Borussia Dortmund,2,3,17
11/12/1982,SV Bayer 04 Leverkusen,Eintracht Braunschweig,1,0,17
11/12/1982,VfB Stuttgart,1. FC Kaiserslautern,1,1,17
11/12/1982,Hamburger SV,FC Schalke 04,6,2,17
11/12/1982,Bayern München,1. FC Nürnberg,1,0,17
11/12/1982,VfL Bochum,Werder Bremen,1,2,17
11/12/1982,Eintracht Frankfurt,Fortuna Düsseldorf,2,2,17
11/12/1982,Arminia Bielefeld,Karlsruher SC,5,1,17
11/12/1982,Hertha BSC,1. FC Köln,0,0,17
22/01/1983,Arminia Bielefeld,SV Bayer 04 Leverkusen,0,2,18
22/01/1983,Eintracht Frankfurt,Karlsruher SC,2,0,18
22/01/1983,VfL Bochum,Fortuna Düsseldorf,3,1,18
22/01/1983,Bayern München,Werder Bremen,1,1,18
22/01/1983,Hamburger SV,1. FC Nürnberg,3,0,18
22/01/1983,Bor. Mönchengladbach,FC Schalke 04,0,0,18
22/01/1983,VfB Stuttgart,Borussia Dortmund,2,1,18
22/01/1983,Hertha BSC,1. FC Kaiserslautern,0,0,18
22/01/1983,1. FC Köln,Eintracht Braunschweig,3,1,18
29/01/1983,1. FC Kaiserslautern,1. FC Köln,3,2,19
29/01/1983,FC Schalke 04,VfB Stuttgart,1,3,19
29/01/1983,1. FC Nürnberg,Bor. Mönchengladbach,1,0,19
29/01/1983,Werder Bremen,Hamburger SV,3,2,19
29/01/1983,Fortuna Düsseldorf,Bayern München,3,5,19
29/01/1983,Karlsruher SC,VfL Bochum,0,0,19
29/01/1983,SV Bayer 04 Leverkusen,Eintracht Frankfurt,1,1,19
29/01/1983,Eintracht Braunschweig,Arminia Bielefeld,3,0,19
29/01/1983,Borussia Dortmund,Hertha BSC,2,1,19
05/02/1983,Bayern München,Karlsruher SC,6,1,20
05/02/1983,VfB Stuttgart,1. FC Nürnberg,3,0,20
05/02/1983,Hertha BSC,FC Schalke 04,2,3,20
05/02/1983,1. FC Köln,Borussia Dortmund,2,2,20
05/02/1983,1. FC Kaiserslautern,Eintracht Braunschweig,3,2,20
12/02/1983,Eintracht Frankfurt,Arminia Bielefeld,2,1,20
01/03/1983,Bor. Mönchengladbach,Werder Bremen,1,2,20
08/03/1983,Hamburger SV,Fortuna Düsseldorf,2,0,20
02/04/1983,VfL Bochum,SV Bayer 04 Leverkusen,3,2,20
19/02/1983,FC Schalke 04,1. FC Köln,1,4,21
19/02/1983,Fortuna Düsseldorf,Bor. Mönchengladbach,2,1,21
19/02/1983,Karlsruher SC,Hamburger SV,1,2,21
19/02/1983,SV Bayer 04 Leverkusen,Bayern München,1,1,21
19/02/1983,Arminia Bielefeld,VfL Bochum,1,1,21
19/02/1983,Eintracht Braunschweig,Eintracht Frankfurt,1,0,21
19/02/1983,Borussia Dortmund,1. FC Kaiserslautern,4,0,21
19/02/1983,1. FC Nürnberg,Hertha BSC,4,2,21
22/03/1983,Werder Bremen,VfB Stuttgart,3,2,21
26/02/1983,Hamburger SV,SV Bayer 04 Leverkusen,3,0,22
26/02/1983,VfB Stuttgart,Fortuna Düsseldorf,1,1,22
26/02/1983,VfL Bochum,Eintracht Frankfurt,1,2,22
26/02/1983,Bayern München,Arminia Bielefeld,5,0,22
26/02/1983,Borussia Dortmund,Eintracht Braunschweig,3,2,22
22/03/1983,1. FC Köln,1. FC Nürnberg,5,2,22
02/04/1983,Bor. Mönchengladbach,Karlsruher SC,5,0,22
02/04/1983,Hertha BSC,Werder Bremen,0,1,22
02/04/1983,1. FC Kaiserslautern,FC Schalke 04,2,0,22
05/03/1983,Werder Bremen,1. FC Köln,1,1,23
05/03/1983,Karlsruher SC,VfB Stuttgart,1,2,23
05/03/1983,SV Bayer 04 Leverkusen,Bor. Mönchengladbach,3,2,23
05/03/1983,Arminia Bielefeld,Hamburger SV,2,0,23
05/03/1983,Eintracht Frankfurt,Bayern München,1,0,23
05/03/1983,Eintracht Braunschweig,VfL Bochum,0,2,23
05/03/1983,FC Schalke 04,Borussia Dortmund,1,2,23
05/03/1983,1. FC Nürnberg,1. FC Kaiserslautern,1,1,23
05/03/1983,Fortuna Düsseldorf,Hertha BSC,1,1,23
11/03/1983,Borussia Dortmund,1. FC Nürnberg,4,0,24
12/03/1983,VfB Stuttgart,SV Bayer 04 Leverkusen,5,3,24
12/03/1983,Hertha BSC,Karlsruher SC,5,2,24
12/03/1983,1. FC Köln,Fortuna Düsseldorf,4,0,24
12/03/1983,1. FC Kaiserslautern,Werder Bremen,2,1,24
12/03/1983,Bayern München,VfL Bochum,3,0,24
12/03/1983,Hamburger SV,Eintracht Frankfurt,3,0,24
12/03/1983,Bor. Mönchengladbach,Arminia Bielefeld,3,0,24
22/03/1983,FC Schalke 04,Eintracht Braunschweig,3,3,24
18/03/1983,1. FC Nürnberg,FC Schalke 04,3,2,25
18/03/1983,Werder Bremen,Borussia Dortmund,4,2,25
19/03/1983,Karlsruher SC,1. FC Köln,1,1,25
19/03/1983,Eintracht Frankfurt,Bor. Mönchengladbach,3,0,25
19/03/1983,VfL Bochum,Hamburger SV,1,1,25
19/03/1983,Eintracht Braunschweig,Bayern München,1,1,25
19/03/1983,Fortuna Düsseldorf,1. FC Kaiserslautern,2,1,25
19/03/1983,SV Bayer 04 Leverkusen,Hertha BSC,2,1,25
03/05/1983,Arminia Bielefeld,VfB Stuttgart,2,2,25
25/03/1983,Borussia Dortmund,Fortuna Düsseldorf,1,2,26
25/03/1983,Hertha BSC,Arminia Bielefeld,2,0,26
26/03/1983,1. FC Kaiserslautern,Karlsruher SC,7,0,26
26/03/1983,FC Schalke 04,Werder Bremen,0,2,26
26/03/1983,Hamburger SV,Bayern München,1,1,26
26/03/1983,Bor. Mönchengladbach,VfL Bochum,3,1,26
26/03/1983,VfB Stuttgart,Eintracht Frankfurt,4,1,26
26/03/1983,1. FC Nürnberg,Eintracht Braunschweig,0,0,26
19/04/1983,1. FC Köln,SV Bayer 04 Leverkusen,4,1,26
08/04/1983,Werder Bremen,1. FC Nürnberg,3,2,27
08/04/1983,SV Bayer 04 Leverkusen,1. FC Kaiserslautern,0,0,27
09/04/1983,Arminia Bielefeld,1. FC Köln,2,0,27
09/04/1983,VfL Bochum,VfB Stuttgart,2,2,27
09/04/1983,Bayern München,Bor. Mönchengladbach,3,1,27
09/04/1983,Eintracht Braunschweig,Hamburger SV,2,4,27
09/04/1983,Fortuna Düsseldorf,FC Schalke 04,3,1,27
09/04/1983,Eintracht Frankfurt,Hertha BSC,3,1,27
19/04/1983,Karlsruher SC,Borussia Dortmund,2,0,27
15/04/1983,Borussia Dortmund,SV Bayer 04 Leverkusen,3,3,28
15/04/1983,1. FC Nürnberg,Fortuna Düsseldorf,3,1,28
15/04/1983,1. FC Kaiserslautern,Arminia Bielefeld,3,0,28
16/04/1983,FC Schalke 04,Karlsruher SC,1,0,28
16/04/1983,Bor. Mönchengladbach,Hamburger SV,1,1,28
16/04/1983,VfB Stuttgart,Bayern München,1,1,28
16/04/1983,Hertha BSC,VfL Bochum,1,1,28
16/04/1983,1. FC Köln,Eintracht Frankfurt,2,2,28
16/04/1983,Werder Bremen,Eintracht Braunschweig,6,0,28
29/04/1983,Karlsruher SC,1. FC Nürnberg,2,1,29
29/04/1983,Arminia Bielefeld,Borussia Dortmund,1,0,29
30/04/1983,Bayern München,Hertha BSC,4,0,29
30/04/1983,VfL Bochum,1. FC Köln,0,0,29
30/04/1983,Hamburger SV,VfB Stuttgart,2,0,29
30/04/1983,Eintracht Braunschweig,Bor. Mönchengladbach,0,0,29
30/04/1983,Fortuna Düsseldorf,Werder Bremen,2,5,29
30/04/1983,SV Bayer 04 Leverkusen,FC Schalke 04,3,1,29
30/04/1983,Eintracht Frankfurt,1. FC Kaiserslautern,2,2,29
06/05/1983,VfB Stuttgart,Bor. Mönchengladbach,3,2,30
06/05/1983,Hertha BSC,Hamburger SV,1,2,30
06/05/1983,Fortuna Düsseldorf,Eintracht Braunschweig,5,0,30
07/05/1983,1. FC Nürnberg,SV Bayer 04 Leverkusen,0,1,30
07/05/1983,Werder Bremen,Karlsruher SC,3,0,30
07/05/1983,1. FC Köln,Bayern München,2,0,30
07/05/1983,1. FC Kaiserslautern,VfL Bochum,1,0,30
07/05/1983,Borussia Dortmund,Eintracht Frankfurt,4,1,30
07/05/1983,FC Schalke 04,Arminia Bielefeld,5,0,30
13/05/1983,Arminia Bielefeld,1. FC Nürnberg,3,0,31
13/05/1983,Karlsruher SC,Fortuna Düsseldorf,2,1,31
13/05/1983,SV Bayer 04 Leverkusen,Werder Bremen,1,1,31
14/05/1983,Hamburger SV,1. FC Köln,2,1,31
14/05/1983,Eintracht Braunschweig,VfB Stuttgart,1,2,31
14/05/1983,Eintracht Frankfurt,FC Schalke 04,3,2,31
14/05/1983,VfL Bochum,Borussia Dortmund,2,2,31
14/05/1983,Bayern München,1. FC Kaiserslautern,0,1,31
14/05/1983,Bor. Mönchengladbach,Hertha BSC,3,1,31
20/05/1983,1. FC Köln,Bor. Mönchengladbach,2,1,32
20/05/1983,FC Schalke 04,VfL Bochum,2,0,32
20/05/1983,VfB Stuttgart,Hertha BSC,4,1,32
21/05/1983,Fortuna Düsseldorf,SV Bayer 04 Leverkusen,4,0,32
21/05/1983,Eintracht Braunschweig,Karlsruher SC,5,1,32
21/05/1983,1. FC Kaiserslautern,Hamburger SV,2,2,32
21/05/1983,Borussia Dortmund,Bayern München,4,4,32
21/05/1983,1. FC Nürnberg,Eintracht Frankfurt,3,0,32
21/05/1983,Werder Bremen,Arminia Bielefeld,5,1,32
28/05/1983,VfB Stuttgart,1. FC Köln,2,1,33
28/05/1983,SV Bayer 04 Leverkusen,Karlsruher SC,3,1,33
28/05/1983,Arminia Bielefeld,Fortuna Düsseldorf,2,1,33
28/05/1983,Eintracht Frankfurt,Werder Bremen,0,1,33
28/05/1983,VfL Bochum,1. FC Nürnberg,6,0,33
28/05/1983,Bayern München,FC Schalke 04,0,1,33
28/05/1983,Hamburger SV,Borussia Dortmund,5,0,33
28/05/1983,Bor. Mönchengladbach,1. FC Kaiserslautern,4,2,33
28/05/1983,Hertha BSC,Eintracht Braunschweig,3,3,33
04/06/1983,Eintracht Braunschweig,SV Bayer 04 Leverkusen,1,3,34
04/06/1983,1. FC Kaiserslautern,VfB Stuttgart,2,3,34
04/06/1983,Borussia Dortmund,Bor. Mönchengladbach,4,6,34
04/06/1983,FC Schalke 04,Hamburger SV,1,2,34
04/06/1983,1. FC Nürnberg,Bayern München,2,3,34
04/06/1983,Werder Bremen,VfL Bochum,3,2,34
04/06/1983,Fortuna Düsseldorf,Eintracht Frankfurt,5,1,34
04/06/1983,Karlsruher SC,Arminia Bielefeld,1,1,34
04/06/1983,1. FC Köln,Hertha BSC,3,2,34
