Date,HomeTeam,AwayTeam,FTHG,FTAG,round
18/11/1967,VfB Stuttgart,Borussia Dortmund,4,1,14
18/11/1967,Eintracht Braunschweig,Hamburger SV,0,1,14
18/11/1967,Bor. Mönchengladbach,Frankfurter SG Eintracht,1,1,14
18/11/1967,1. FC Kaiserslautern,Hannover 96,0,0,14
18/11/1967,FC Schalke 04,Karlsruher SC,2,0,14
18/11/1967,1. FC Köln,MSV Duisburg,3,0,14
18/11/1967,1. FC Nürnberg,Alemannia Aachen,4,1,14
18/11/1967,TSV 1860 München,Borussia Neunkirchen,5,0,14
18/11/1967,Werder Bremen,Bayern München,4,1,14
25/11/1967,Bayern München,1. FC Kaiserslautern,4,1,15
25/11/1967,Karlsruher SC,VfB Stuttgart,1,4,15
25/11/1967,Frankfurter SG Eintracht,Eintracht Braunschweig,2,0,15
25/11/1967,Hannover 96,1. FC Nürnberg,1,1,15
25/11/1967,MSV Duisburg,Alemannia Aachen,3,0,15
25/11/1967,1. FC Köln,Bor. Mönchengladbach,2,5,15
25/11/1967,Borussia Dortmund,Werder Bremen,1,1,15
25/11/1967,Hamburger SV,TSV 1860 München,2,2,15
25/11/1967,Borussia Neunkirchen,FC Schalke 04,1,5,15
02/12/1967,1. FC Kaiserslautern,Borussia Dortmund,2,2,16
02/12/1967,FC Schalke 04,Hamburger SV,3,0,16
02/12/1967,TSV 1860 München,Frankfurter SG Eintracht,5,0,16
02/12/1967,MSV Duisburg,Hannover 96,1,2,16
02/12/1967,Eintracht Braunschweig,Bor. Mönchengladbach,2,1,16
02/12/1967,1. FC Nürnberg,Bayern München,7,3,16
02/12/1967,Werder Bremen,Karlsruher SC,6,1,16
02/12/1967,Alemannia Aachen,1. FC Köln,4,2,16
16/12/1967,VfB Stuttgart,Borussia Neunkirchen,2,1,16
09/12/1967,Borussia Dortmund,1. FC Nürnberg,1,2,17
09/12/1967,Borussia Neunkirchen,Werder Bremen,0,0,17
09/12/1967,Frankfurter SG Eintracht,FC Schalke 04,2,2,17
09/12/1967,Hamburger SV,VfB Stuttgart,1,1,17
09/12/1967,Hannover 96,Alemannia Aachen,1,1,17
09/12/1967,Bayern München,MSV Duisburg,0,4,17
09/12/1967,1. FC Köln,Eintracht Braunschweig,1,0,17
09/12/1967,Bor. Mönchengladbach,TSV 1860 München,1,1,17
09/12/1967,Karlsruher SC,1. FC Kaiserslautern,2,2,17
06/01/1968,Hamburger SV,Werder Bremen,2,1,18
06/01/1968,Borussia Neunkirchen,1. FC Kaiserslautern,2,1,18
06/01/1968,Karlsruher SC,1. FC Nürnberg,1,1,18
06/01/1968,1. FC Köln,Hannover 96,2,1,18
06/01/1968,Bor. Mönchengladbach,FC Schalke 04,1,6,18
06/01/1968,Borussia Dortmund,MSV Duisburg,4,3,18
06/01/1968,Bayern München,Alemannia Aachen,4,1,18
03/04/1968,Eintracht Frankfurt,VfB Stuttgart,4,0,18
03/04/1968,Eintracht Braunschweig,TSV 1860 München,0,1,18
13/01/1968,TSV 1860 München,1. FC Köln,0,1,19
13/01/1968,1. FC Nürnberg,Borussia Neunkirchen,3,0,19
13/01/1968,FC Schalke 04,Eintracht Braunschweig,0,2,19
13/01/1968,Hannover 96,Bayern München,2,1,19
13/01/1968,VfB Stuttgart,Bor. Mönchengladbach,1,3,19
13/01/1968,MSV Duisburg,Karlsruher SC,2,1,19
13/01/1968,Werder Bremen,Eintracht Frankfurt,2,0,19
13/01/1968,Alemannia Aachen,Borussia Dortmund,3,0,19
24/02/1968,1. FC Kaiserslautern,Hamburger SV,3,3,19
20/01/1968,Eintracht Frankfurt,1. FC Kaiserslautern,5,2,20
20/01/1968,Bor. Mönchengladbach,Werder Bremen,3,1,20
20/01/1968,Borussia Dortmund,Hannover 96,3,1,20
20/01/1968,Hamburger SV,1. FC Nürnberg,3,1,20
20/01/1968,Borussia Neunkirchen,MSV Duisburg,2,1,20
20/01/1968,Karlsruher SC,Alemannia Aachen,2,4,20
20/01/1968,Eintracht Braunschweig,VfB Stuttgart,2,1,20
20/01/1968,TSV 1860 München,FC Schalke 04,1,2,20
20/01/1968,1. FC Köln,Bayern München,3,3,20
03/02/1968,Alemannia Aachen,Borussia Neunkirchen,5,1,21
03/02/1968,FC Schalke 04,1. FC Köln,1,1,21
03/02/1968,VfB Stuttgart,TSV 1860 München,2,1,21
03/02/1968,Werder Bremen,Eintracht Braunschweig,3,2,21
03/02/1968,Hannover 96,Karlsruher SC,2,0,21
03/02/1968,1. FC Kaiserslautern,Bor. Mönchengladbach,0,1,21
03/02/1968,MSV Duisburg,Hamburger SV,1,2,21
03/02/1968,1. FC Nürnberg,Eintracht Frankfurt,0,2,21
02/04/1968,Bayern München,Borussia Dortmund,2,0,21
10/02/1968,Karlsruher SC,Bayern München,0,2,22
10/02/1968,Eintracht Frankfurt,MSV Duisburg,3,2,22
10/02/1968,Borussia Neunkirchen,Hannover 96,3,1,22
10/02/1968,Eintracht Braunschweig,1. FC Kaiserslautern,1,0,22
10/02/1968,1. FC Köln,Borussia Dortmund,3,0,22
10/02/1968,FC Schalke 04,VfB Stuttgart,2,1,22
10/02/1968,Bor. Mönchengladbach,1. FC Nürnberg,1,1,22
10/02/1968,Hamburger SV,Alemannia Aachen,5,1,22
10/02/1968,TSV 1860 München,Werder Bremen,1,3,22
17/02/1968,1. FC Nürnberg,Eintracht Braunschweig,3,1,23
17/02/1968,Hannover 96,Hamburger SV,2,2,23
17/02/1968,MSV Duisburg,Bor. Mönchengladbach,2,2,23
17/02/1968,Alemannia Aachen,Eintracht Frankfurt,2,1,23
17/02/1968,1. FC Kaiserslautern,TSV 1860 München,0,0,23
17/02/1968,Bayern München,Borussia Neunkirchen,4,0,23
17/02/1968,Werder Bremen,FC Schalke 04,2,0,23
17/02/1968,Borussia Dortmund,Karlsruher SC,5,0,23
17/02/1968,VfB Stuttgart,1. FC Köln,2,0,23
02/03/1968,FC Schalke 04,1. FC Kaiserslautern,2,1,24
02/03/1968,Eintracht Braunschweig,MSV Duisburg,3,0,24
02/03/1968,Bor. Mönchengladbach,Alemannia Aachen,3,0,24
02/03/1968,Eintracht Frankfurt,Hannover 96,3,0,24
02/03/1968,TSV 1860 München,1. FC Nürnberg,1,2,24
02/03/1968,Hamburger SV,Bayern München,2,1,24
02/03/1968,Borussia Neunkirchen,Borussia Dortmund,3,2,24
02/03/1968,VfB Stuttgart,Werder Bremen,0,3,24
02/03/1968,1. FC Köln,Karlsruher SC,4,0,24
09/03/1968,1. FC Kaiserslautern,VfB Stuttgart,2,0,25
09/03/1968,Karlsruher SC,Borussia Neunkirchen,5,1,25
09/03/1968,Werder Bremen,1. FC Köln,3,1,25
09/03/1968,Alemannia Aachen,Eintracht Braunschweig,2,1,25
09/03/1968,1. FC Nürnberg,FC Schalke 04,2,3,25
09/03/1968,Borussia Dortmund,Hamburger SV,2,2,25
09/03/1968,Hannover 96,Bor. Mönchengladbach,1,1,25
09/03/1968,Bayern München,Eintracht Frankfurt,3,0,25
09/03/1968,MSV Duisburg,TSV 1860 München,2,1,25
16/03/1968,TSV 1860 München,Alemannia Aachen,6,0,26
16/03/1968,FC Schalke 04,MSV Duisburg,0,3,26
16/03/1968,Eintracht Braunschweig,Hannover 96,0,1,26
16/03/1968,Werder Bremen,1. FC Kaiserslautern,2,1,26
16/03/1968,Hamburger SV,Karlsruher SC,0,0,26
16/03/1968,VfB Stuttgart,1. FC Nürnberg,1,1,26
16/03/1968,Eintracht Frankfurt,Borussia Dortmund,4,1,26
16/03/1968,1. FC Köln,Borussia Neunkirchen,2,1,26
16/03/1968,Bor. Mönchengladbach,Bayern München,1,1,26
23/03/1968,MSV Duisburg,VfB Stuttgart,3,3,27
23/03/1968,1. FC Nürnberg,Werder Bremen,0,0,27
23/03/1968,Karlsruher SC,Eintracht Frankfurt,0,1,27
23/03/1968,Borussia Neunkirchen,Hamburger SV,0,3,27
23/03/1968,Borussia Dortmund,Bor. Mönchengladbach,3,1,27
23/03/1968,Hannover 96,TSV 1860 München,1,2,27
23/03/1968,Bayern München,Eintracht Braunschweig,3,0,27
23/03/1968,Alemannia Aachen,FC Schalke 04,2,1,27
23/03/1968,1. FC Kaiserslautern,1. FC Köln,2,1,27
30/03/1968,Eintracht Frankfurt,Borussia Neunkirchen,4,1,28
30/03/1968,Werder Bremen,MSV Duisburg,3,3,28
30/03/1968,Eintracht Braunschweig,Borussia Dortmund,2,0,28
30/03/1968,Bor. Mönchengladbach,Karlsruher SC,0,0,28
30/03/1968,FC Schalke 04,Hannover 96,1,1,28
30/03/1968,1. FC Köln,Hamburger SV,2,1,28
30/03/1968,1. FC Kaiserslautern,1. FC Nürnberg,1,0,28
30/03/1968,TSV 1860 München,Bayern München,3,2,28
30/03/1968,VfB Stuttgart,Alemannia Aachen,4,1,28
05/04/1968,Alemannia Aachen,Werder Bremen,1,1,29
06/04/1968,Borussia Dortmund,TSV 1860 München,0,0,29
06/04/1968,Hamburger SV,Eintracht Frankfurt,0,1,29
06/04/1968,1. FC Nürnberg,1. FC Köln,2,1,29
06/04/1968,Bayern München,FC Schalke 04,2,0,29
06/04/1968,MSV Duisburg,1. FC Kaiserslautern,7,0,29
06/04/1968,Hannover 96,VfB Stuttgart,2,1,29
06/04/1968,Borussia Neunkirchen,Bor. Mönchengladbach,0,3,29
06/04/1968,Karlsruher SC,Eintracht Braunschweig,1,2,29
20/04/1968,Werder Bremen,Hannover 96,1,0,30
20/04/1968,Bor. Mönchengladbach,Hamburger SV,4,1,30
20/04/1968,1. FC Nürnberg,MSV Duisburg,4,1,30
20/04/1968,Eintracht Braunschweig,Borussia Neunkirchen,4,2,30
20/04/1968,VfB Stuttgart,Bayern München,3,0,30
20/04/1968,1. FC Köln,Eintracht Frankfurt,5,1,30
20/04/1968,TSV 1860 München,Karlsruher SC,3,0,30
20/04/1968,FC Schalke 04,Borussia Dortmund,1,0,30
20/04/1968,1. FC Kaiserslautern,Alemannia Aachen,1,0,30
26/04/1968,MSV Duisburg,1. FC Köln,3,2,31
27/04/1968,Borussia Dortmund,VfB Stuttgart,2,1,31
27/04/1968,Hannover 96,1. FC Kaiserslautern,2,0,31
27/04/1968,Borussia Neunkirchen,TSV 1860 München,1,0,31
27/04/1968,Bayern München,Werder Bremen,2,3,31
27/04/1968,Karlsruher SC,FC Schalke 04,1,0,31
27/04/1968,Eintracht Frankfurt,Bor. Mönchengladbach,3,1,31
27/04/1968,Alemannia Aachen,1. FC Nürnberg,2,0,31
27/04/1968,Hamburger SV,Eintracht Braunschweig,0,0,31
11/05/1968,1. FC Kaiserslautern,Bayern München,2,2,32
11/05/1968,Bor. Mönchengladbach,1. FC Köln,1,0,32
11/05/1968,Alemannia Aachen,MSV Duisburg,4,4,32
11/05/1968,Eintracht Braunschweig,Eintracht Frankfurt,0,0,32
11/05/1968,1. FC Nürnberg,Hannover 96,2,1,32
11/05/1968,VfB Stuttgart,Karlsruher SC,3,2,32
11/05/1968,Werder Bremen,Borussia Dortmund,2,1,32
11/05/1968,FC Schalke 04,Borussia Neunkirchen,2,0,32
11/05/1968,TSV 1860 München,Hamburger SV,0,1,32
18/05/1968,Bor. Mönchengladbach,Eintracht Braunschweig,2,0,33
18/05/1968,Eintracht Frankfurt,TSV 1860 München,2,1,33
18/05/1968,Bayern München,1. FC Nürnberg,0,2,33
18/05/1968,Hamburger SV,FC Schalke 04,1,1,33
18/05/1968,Hannover 96,MSV Duisburg,2,2,33
18/05/1968,1. FC Köln,Alemannia Aachen,3,1,33
18/05/1968,Karlsruher SC,Werder Bremen,1,2,33
18/05/1968,Borussia Neunkirchen,VfB Stuttgart,0,5,33
18/05/1968,Borussia Dortmund,1. FC Kaiserslautern,4,0,33
25/05/1968,FC Schalke 04,Eintracht Frankfurt,0,0,34
25/05/1968,MSV Duisburg,Bayern München,3,3,34
25/05/1968,TSV 1860 München,Bor. Mönchengladbach,0,0,34
25/05/1968,1. FC Nürnberg,Borussia Dortmund,2,1,34
25/05/1968,1. FC Kaiserslautern,Karlsruher SC,1,1,34
25/05/1968,Werder Bremen,Borussia Neunkirchen,2,1,34
25/05/1968,Alemannia Aachen,Hannover 96,2,2,34
25/05/1968,Eintracht Braunschweig,1. FC Köln,1,2,34
28/05/1968,VfB Stuttgart,Hamburger SV,4,1,34
