Date,HomeTeam,AwayTeam,FTHG,FTAG,round
11/08/1978,MSV Duisburg,Arminia Bielefeld,1,1,1
12/08/1978,FC Schalke 04,Eintracht Frankfurt,4,0,1
12/08/1978,Borussia Dortmund,Bayern München,1,0,1
12/08/1978,Hamburger SV,Bor. Mönchengladbach,3,0,1
12/08/1978,Fortuna Düsseldorf,Werder Bremen,3,1,1
12/08/1978,1. FC Nürnberg,VfL Bochum,0,2,1
12/08/1978,1. FC Kaiserslautern,VfB Stuttgart,5,1,1
12/08/1978,SV Darmstadt 98,Hertha BSC,0,0,1
12/08/1978,Eintracht Braunschweig,1. FC Köln,1,0,1
17/08/1978,Hertha BSC,1. FC Kaiserslautern,0,3,2
19/08/1978,1. FC Köln,SV Darmstadt 98,2,1,2
19/08/1978,VfB Stuttgart,1. FC Nürnberg,4,0,2
19/08/1978,VfL Bochum,Fortuna Düsseldorf,2,2,2
19/08/1978,Werder Bremen,Hamburger SV,1,1,2
19/08/1978,Bor. Mönchengladbach,Borussia Dortmund,2,2,2
19/08/1978,Bayern München,MSV Duisburg,6,2,2
19/08/1978,Arminia Bielefeld,FC Schalke 04,3,2,2
19/08/1978,Eintracht Frankfurt,Eintracht Braunschweig,3,1,2
25/08/1978,Borussia Dortmund,Werder Bremen,1,0,3
25/08/1978,Fortuna Düsseldorf,VfB Stuttgart,2,0,3
26/08/1978,FC Schalke 04,Bayern München,2,1,3
26/08/1978,MSV Duisburg,Bor. Mönchengladbach,0,3,3
26/08/1978,Hamburger SV,VfL Bochum,1,1,3
26/08/1978,1. FC Nürnberg,Hertha BSC,2,1,3
26/08/1978,1. FC Kaiserslautern,1. FC Köln,1,1,3
26/08/1978,Eintracht Frankfurt,Arminia Bielefeld,1,0,3
26/08/1978,Eintracht Braunschweig,SV Darmstadt 98,4,1,3
02/09/1978,1. FC Köln,1. FC Nürnberg,2,0,4
02/09/1978,VfB Stuttgart,Hamburger SV,1,0,4
02/09/1978,VfL Bochum,Borussia Dortmund,4,1,4
02/09/1978,Werder Bremen,MSV Duisburg,3,2,4
02/09/1978,Bor. Mönchengladbach,FC Schalke 04,0,0,4
02/09/1978,Bayern München,Eintracht Frankfurt,3,1,4
02/09/1978,Arminia Bielefeld,Eintracht Braunschweig,2,2,4
02/09/1978,SV Darmstadt 98,1. FC Kaiserslautern,2,2,4
02/09/1978,Hertha BSC,Fortuna Düsseldorf,4,1,4
