Date,HomeTeam,AwayTeam,FTHG,FTAG,round
19/08/1994,FC Schalke 04,Bor. Mönchengladbach,1,1,1
19/08/1994,VfB Stuttgart,Hamburger SV,2,1,1
19/08/1994,Bayer Leverkusen,1. FC Kaiserslautern,0,1,1
20/08/1994,Dynamo Dresden,Werder Bremen,1,1,1
20/08/1994,Bayern München,VfL Bochum,3,1,1
20/08/1994,Karlsruher SC,SC Freiburg,2,0,1
20/08/1994,Bayer 05 Uerdingen,MSV Duisburg,1,1,1
20/08/1994,Borussia Dortmund,TSV 1860 München,4,0,1
20/08/1994,Eintracht Frankfurt,1. FC Köln,0,0,1
23/08/1994,SC Freiburg,Bayern München,5,1,2
23/08/1994,TSV 1860 München,VfB Stuttgart,0,2,2
23/08/1994,VfL Bochum,Dynamo Dresden,2,0,2
23/08/1994,1. FC Köln,Borussia Dortmund,1,6,2
23/08/1994,1. FC Kaiserslautern,Eintracht Frankfurt,1,1,2
24/08/1994,MSV Duisburg,FC Schalke 04,2,2,2
24/08/1994,Hamburger SV,Bayer 05 Uerdingen,0,0,2
24/08/1994,Bor. Mönchengladbach,Karlsruher SC,2,2,2
24/08/1994,Werder Bremen,Bayer Leverkusen,3,2,2
26/08/1994,Dynamo Dresden,SC Freiburg,1,3,3
26/08/1994,Borussia Dortmund,1. FC Kaiserslautern,2,1,3
27/08/1994,Bayern München,Bor. Mönchengladbach,3,0,3
27/08/1994,Karlsruher SC,MSV Duisburg,4,1,3
27/08/1994,FC Schalke 04,Hamburger SV,0,1,3
27/08/1994,Bayer 05 Uerdingen,TSV 1860 München,1,1,3
27/08/1994,VfB Stuttgart,1. FC Köln,2,2,3
27/08/1994,Werder Bremen,VfL Bochum,3,0,3
28/08/1994,Bayer Leverkusen,Eintracht Frankfurt,4,0,3
02/09/1994,MSV Duisburg,Bayern München,0,3,4
02/09/1994,SC Freiburg,Werder Bremen,1,3,4
02/09/1994,Bor. Mönchengladbach,Dynamo Dresden,2,0,4
03/09/1994,1. FC Kaiserslautern,VfB Stuttgart,3,2,4
03/09/1994,TSV 1860 München,FC Schalke 04,0,1,4
03/09/1994,Hamburger SV,Karlsruher SC,3,1,4
03/09/1994,VfL Bochum,Bayer Leverkusen,1,3,4
03/09/1994,Eintracht Frankfurt,Borussia Dortmund,4,1,4
03/09/1994,1. FC Köln,Bayer 05 Uerdingen,2,0,4
16/09/1994,Karlsruher SC,TSV 1860 München,3,1,5
16/09/1994,VfL Bochum,SC Freiburg,1,3,5
17/09/1994,Dynamo Dresden,MSV Duisburg,4,2,5
17/09/1994,Bayern München,Hamburger SV,1,1,5
17/09/1994,FC Schalke 04,1. FC Köln,3,1,5
17/09/1994,Bayer 05 Uerdingen,1. FC Kaiserslautern,1,3,5
17/09/1994,Werder Bremen,Bor. Mönchengladbach,1,0,5
17/09/1994,Bayer Leverkusen,Borussia Dortmund,2,2,5
18/09/1994,VfB Stuttgart,Eintracht Frankfurt,4,1,5
21/09/1994,TSV 1860 München,Bayern München,1,3,6
23/09/1994,MSV Duisburg,Werder Bremen,0,2,6
23/09/1994,Eintracht Frankfurt,Bayer 05 Uerdingen,0,3,6
24/09/1994,1. FC Kaiserslautern,FC Schalke 04,3,1,6
24/09/1994,Hamburger SV,Dynamo Dresden,2,1,6
24/09/1994,Bor. Mönchengladbach,VfL Bochum,7,1,6
24/09/1994,SC Freiburg,Bayer Leverkusen,1,1,6
24/09/1994,Borussia Dortmund,VfB Stuttgart,5,0,6
24/09/1994,1. FC Köln,Karlsruher SC,3,4,6
30/09/1994,Dynamo Dresden,TSV 1860 München,1,1,7
30/09/1994,VfL Bochum,MSV Duisburg,1,0,7
01/10/1994,Bayern München,1. FC Köln,2,2,7
01/10/1994,Karlsruher SC,1. FC Kaiserslautern,3,3,7
01/10/1994,FC Schalke 04,Eintracht Frankfurt,0,0,7
01/10/1994,Bayer 05 Uerdingen,Borussia Dortmund,0,2,7
01/10/1994,Bayer Leverkusen,VfB Stuttgart,3,1,7
02/10/1994,SC Freiburg,Bor. Mönchengladbach,1,1,7
06/10/1994,Werder Bremen,Hamburger SV,1,4,7
05/10/1994,1. FC Kaiserslautern,Bayern München,1,1,8
07/10/1994,Bor. Mönchengladbach,Bayer Leverkusen,3,3,8
07/10/1994,Eintracht Frankfurt,Karlsruher SC,1,0,8
08/10/1994,MSV Duisburg,SC Freiburg,1,2,8
08/10/1994,VfB Stuttgart,Bayer 05 Uerdingen,3,1,8
08/10/1994,Borussia Dortmund,FC Schalke 04,3,2,8
08/10/1994,1. FC Köln,Dynamo Dresden,1,2,8
09/10/1994,TSV 1860 München,Werder Bremen,1,2,8
09/10/1994,Hamburger SV,VfL Bochum,3,1,8
14/10/1994,SC Freiburg,Hamburger SV,3,0,9
14/10/1994,VfL Bochum,TSV 1860 München,2,2,9
15/10/1994,Dynamo Dresden,1. FC Kaiserslautern,1,0,9
15/10/1994,Bayern München,Eintracht Frankfurt,3,3,9
15/10/1994,Karlsruher SC,Borussia Dortmund,0,0,9
15/10/1994,FC Schalke 04,VfB Stuttgart,1,1,9
15/10/1994,Bor. Mönchengladbach,MSV Duisburg,1,0,9
15/10/1994,Werder Bremen,1. FC Köln,2,2,9
15/10/1994,Bayer Leverkusen,Bayer 05 Uerdingen,1,1,9
21/10/1994,Hamburger SV,Bor. Mönchengladbach,1,2,10
21/10/1994,1. FC Köln,VfL Bochum,2,1,10
22/10/1994,TSV 1860 München,SC Freiburg,4,0,10
22/10/1994,MSV Duisburg,Bayer Leverkusen,0,2,10
22/10/1994,Bayer 05 Uerdingen,FC Schalke 04,1,1,10
22/10/1994,VfB Stuttgart,Karlsruher SC,4,0,10
22/10/1994,Borussia Dortmund,Bayern München,1,0,10
22/10/1994,Eintracht Frankfurt,Dynamo Dresden,2,0,10
23/10/1994,1. FC Kaiserslautern,Werder Bremen,1,1,10
28/10/1994,Karlsruher SC,Bayer 05 Uerdingen,2,1,11
28/10/1994,VfL Bochum,1. FC Kaiserslautern,0,2,11
29/10/1994,Dynamo Dresden,Borussia Dortmund,0,1,11
29/10/1994,Bayern München,VfB Stuttgart,2,2,11
29/10/1994,Bor. Mönchengladbach,TSV 1860 München,2,0,11
29/10/1994,SC Freiburg,1. FC Köln,4,2,11
29/10/1994,Werder Bremen,Eintracht Frankfurt,2,0,11
29/10/1994,Bayer Leverkusen,FC Schalke 04,2,2,11
30/10/1994,MSV Duisburg,Hamburger SV,0,5,11
04/11/1994,FC Schalke 04,Karlsruher SC,0,0,12
04/11/1994,VfB Stuttgart,Dynamo Dresden,4,2,12
05/11/1994,1. FC Kaiserslautern,SC Freiburg,3,2,12
05/11/1994,TSV 1860 München,MSV Duisburg,1,1,12
05/11/1994,Hamburger SV,Bayer Leverkusen,1,2,12
05/11/1994,Bayer 05 Uerdingen,Bayern München,1,1,12
05/11/1994,Eintracht Frankfurt,VfL Bochum,2,1,12
05/11/1994,1. FC Köln,Bor. Mönchengladbach,1,3,12
06/11/1994,Borussia Dortmund,Werder Bremen,2,0,12
11/11/1994,Bor. Mönchengladbach,1. FC Kaiserslautern,4,0,13
11/11/1994,VfL Bochum,Borussia Dortmund,0,2,13
12/11/1994,Dynamo Dresden,Bayer 05 Uerdingen,1,2,13
12/11/1994,Bayern München,FC Schalke 04,2,0,13
12/11/1994,MSV Duisburg,1. FC Köln,1,3,13
