Date,HomeTeam,AwayTeam,FTHG,FTAG,round
31/07/1987,Bayer Leverkusen,Waldhof Mannheim,1,0,1
31/07/1987,Bayer 05 Uerdingen,1. FC Nürnberg,0,2,1
31/07/1987,VfL Bochum,Bor. Mönchengladbach,1,2,1
01/08/1987,Borussia Dortmund,Bayern München,1,3,1
01/08/1987,VfB Stuttgart,FC 08 Homburg,2,1,1
01/08/1987,1. FC Kaiserslautern,Eintracht Frankfurt,2,2,1
01/08/1987,Karlsruher SC,1. FC Köln,1,1,1
01/08/1987,Hannover 96,Werder Bremen,0,1,1
01/08/1987,Hamburger SV,FC Schalke 04,5,2,1
06/08/1987,Waldhof Mannheim,Borussia Dortmund,1,0,2
07/08/1987,1. FC Köln,1. FC Kaiserslautern,2,1,2
07/08/1987,Eintracht Frankfurt,VfL Bochum,0,1,2
08/08/1987,FC Schalke 04,Hannover 96,0,2,2
08/08/1987,Bor. Mönchengladbach,Bayer 05 Uerdingen,2,1,2
08/08/1987,1. FC Nürnberg,VfB Stuttgart,0,0,2
08/08/1987,FC 08 Homburg,Bayer Leverkusen,1,1,2
08/08/1987,Bayern München,Hamburger SV,6,0,2
08/08/1987,Werder Bremen,Karlsruher SC,2,0,2
14/08/1987,Borussia Dortmund,FC 08 Homburg,2,0,3
14/08/1987,Bayer 05 Uerdingen,Eintracht Frankfurt,3,0,3
15/08/1987,Bayer Leverkusen,1. FC Nürnberg,1,1,3
15/08/1987,VfB Stuttgart,Bor. Mönchengladbach,6,0,3
15/08/1987,VfL Bochum,1. FC Köln,0,0,3
15/08/1987,1. FC Kaiserslautern,Werder Bremen,0,0,3
15/08/1987,Karlsruher SC,FC Schalke 04,4,1,3
15/08/1987,Bayern München,Waldhof Mannheim,2,1,3
18/08/1987,Hamburger SV,Hannover 96,3,3,3
19/08/1987,Eintracht Frankfurt,VfB Stuttgart,0,2,4
21/08/1987,Bor. Mönchengladbach,Bayer Leverkusen,2,1,4
21/08/1987,1. FC Nürnberg,Borussia Dortmund,0,0,4
22/08/1987,FC Schalke 04,1. FC Kaiserslautern,5,0,4
22/08/1987,1. FC Köln,Bayer 05 Uerdingen,2,0,4
22/08/1987,FC 08 Homburg,Bayern München,3,2,4
22/08/1987,Waldhof Mannheim,Hamburger SV,2,2,4
22/08/1987,Hannover 96,Karlsruher SC,3,2,4
