Date,HomeTeam,AwayTeam,FTHG,FTAG,round
12/08/1983,Eintracht Frankfurt,Borussia Dortmund,2,2,1
13/08/1983,Hamburger SV,1. FC Kaiserslautern,3,2,1
13/08/1983,1. FC Nürnberg,Bayer 05 Uerdingen,2,4,1
13/08/1983,Bayern München,SV Bayer 04 Leverkusen,2,1,1
13/08/1983,1. FC Köln,Arminia Bielefeld,2,3,1
13/08/1983,Bor. Mönchengladbach,Fortuna Düsseldorf,1,1,1
13/08/1983,VfL Bochum,Kickers Offenbach,1,0,1
13/08/1983,Waldhof Mannheim,Werder Bremen,2,0,1
13/08/1983,VfB Stuttgart,Eintracht Braunschweig,3,0,1
17/08/1983,Fortuna Düsseldorf,1. FC Köln,2,0,2
19/08/1983,Bayer 05 Uerdingen,Eintracht Frankfurt,5,2,2
19/08/1983,1. FC Kaiserslautern,VfB Stuttgart,2,2,2
20/08/1983,Eintracht Braunschweig,Waldhof Mannheim,3,2,2
20/08/1983,Kickers Offenbach,Bor. Mönchengladbach,4,3,2
20/08/1983,Arminia Bielefeld,Bayern München,1,3,2
20/08/1983,SV Bayer 04 Leverkusen,1. FC Nürnberg,3,0,2
20/08/1983,Borussia Dortmund,Hamburger SV,1,2,2
20/08/1983,Werder Bremen,VfL Bochum,5,2,2
16/08/1983,1. FC Kaiserslautern,Borussia Dortmund,2,2,3
23/08/1983,1. FC Nürnberg,Arminia Bielefeld,2,0,3
23/08/1983,Bayern München,Fortuna Düsseldorf,1,1,3
23/08/1983,VfL Bochum,Eintracht Braunschweig,3,1,3
23/08/1983,VfB Stuttgart,Waldhof Mannheim,0,0,3
24/08/1983,Hamburger SV,Bayer 05 Uerdingen,2,2,3
24/08/1983,Eintracht Frankfurt,SV Bayer 04 Leverkusen,2,2,3
24/08/1983,1. FC Köln,Kickers Offenbach,1,0,3
24/08/1983,Bor. Mönchengladbach,Werder Bremen,3,1,3
30/08/1983,Bayer 05 Uerdingen,1. FC Kaiserslautern,3,1,4
30/08/1983,Werder Bremen,1. FC Köln,1,0,4
31/08/1983,Waldhof Mannheim,VfL Bochum,3,3,4
31/08/1983,Arminia Bielefeld,Eintracht Frankfurt,2,1,4
31/08/1983,Eintracht Braunschweig,Bor. Mönchengladbach,3,1,4
31/08/1983,Kickers Offenbach,Bayern München,2,3,4
31/08/1983,Fortuna Düsseldorf,1. FC Nürnberg,2,1,4
31/08/1983,Borussia Dortmund,VfB Stuttgart,0,3,4
13/09/1983,SV Bayer 04 Leverkusen,Hamburger SV,2,0,4
02/09/1983,1. FC Kaiserslautern,SV Bayer 04 Leverkusen,3,0,5
03/09/1983,Hamburger SV,Arminia Bielefeld,2,0,5
03/09/1983,Eintracht Frankfurt,Fortuna Düsseldorf,3,0,5
03/09/1983,1. FC Nürnberg,Kickers Offenbach,4,0,5
03/09/1983,Bayern München,Werder Bremen,0,0,5
03/09/1983,1. FC Köln,Eintracht Braunschweig,2,1,5
03/09/1983,Borussia Dortmund,Bayer 05 Uerdingen,2,1,5
03/09/1983,VfB Stuttgart,VfL Bochum,4,2,5
03/09/1983,Bor. Mönchengladbach,Waldhof Mannheim,3,0,5
09/09/1983,SV Bayer 04 Leverkusen,Borussia Dortmund,4,2,6
10/09/1983,Eintracht Braunschweig,Bayern München,1,2,6
10/09/1983,Kickers Offenbach,Eintracht Frankfurt,2,1,6
10/09/1983,Fortuna Düsseldorf,Hamburger SV,2,3,6
10/09/1983,Arminia Bielefeld,1. FC Kaiserslautern,3,2,6
10/09/1983,Bayer 05 Uerdingen,VfB Stuttgart,3,2,6
10/09/1983,VfL Bochum,Bor. Mönchengladbach,0,4,6
10/09/1983,Waldhof Mannheim,1. FC Köln,2,2,6
10/09/1983,Werder Bremen,1. FC Nürnberg,2,0,6
16/09/1983,1. FC Nürnberg,Eintracht Braunschweig,4,2,7
17/09/1983,Hamburger SV,Kickers Offenbach,6,0,7
17/09/1983,Eintracht Frankfurt,Werder Bremen,0,0,7
17/09/1983,Bayern München,Waldhof Mannheim,6,0,7
17/09/1983,1. FC Köln,VfL Bochum,3,0,7
17/09/1983,Bayer 05 Uerdingen,SV Bayer 04 Leverkusen,2,1,7
17/09/1983,Borussia Dortmund,Arminia Bielefeld,1,0,7
17/09/1983,1. FC Kaiserslautern,Fortuna Düsseldorf,5,2,7
17/09/1983,VfB Stuttgart,Bor. Mönchengladbach,0,0,7
23/09/1983,Kickers Offenbach,1. FC Kaiserslautern,3,2,8
23/09/1983,Fortuna Düsseldorf,Borussia Dortmund,7,0,8
23/09/1983,Werder Bremen,Hamburger SV,0,0,8
24/09/1983,Eintracht Braunschweig,Eintracht Frankfurt,4,3,8
24/09/1983,Arminia Bielefeld,Bayer 05 Uerdingen,3,1,8
24/09/1983,SV Bayer 04 Leverkusen,VfB Stuttgart,1,1,8
24/09/1983,Bor. Mönchengladbach,1. FC Köln,4,2,8
24/09/1983,VfL Bochum,Bayern München,3,1,8
24/09/1983,Waldhof Mannheim,1. FC Nürnberg,1,0,8
30/09/1983,1. FC Nürnberg,VfL Bochum,3,1,9
01/10/1983,Hamburger SV,Eintracht Braunschweig,3,0,9
01/10/1983,Eintracht Frankfurt,Waldhof Mannheim,1,3,9
01/10/1983,Bayern München,Bor. Mönchengladbach,4,0,9
01/10/1983,SV Bayer 04 Leverkusen,Arminia Bielefeld,0,0,9
01/10/1983,Bayer 05 Uerdingen,Fortuna Düsseldorf,1,3,9
01/10/1983,Borussia Dortmund,Kickers Offenbach,4,1,9
01/10/1983,1. FC Kaiserslautern,Werder Bremen,3,3,9
01/10/1983,VfB Stuttgart,1. FC Köln,3,2,9
14/10/1983,Kickers Offenbach,Bayer 05 Uerdingen,3,2,10
14/10/1983,Werder Bremen,Borussia Dortmund,2,1,10
15/10/1983,Eintracht Braunschweig,1. FC Kaiserslautern,4,0,10
15/10/1983,Fortuna Düsseldorf,SV Bayer 04 Leverkusen,2,2,10
15/10/1983,Arminia Bielefeld,VfB Stuttgart,0,0,10
15/10/1983,1. FC Köln,Bayern München,2,0,10
15/10/1983,Bor. Mönchengladbach,1. FC Nürnberg,2,0,10
15/10/1983,VfL Bochum,Eintracht Frankfurt,4,1,10
15/10/1983,Waldhof Mannheim,Hamburger SV,0,1,10
22/10/1983,Hamburger SV,VfL Bochum,2,1,11
22/10/1983,Eintracht Frankfurt,Bor. Mönchengladbach,1,1,11
22/10/1983,1. FC Nürnberg,1. FC Köln,1,3,11
22/10/1983,Arminia Bielefeld,Fortuna Düsseldorf,1,3,11
22/10/1983,SV Bayer 04 Leverkusen,Kickers Offenbach,3,1,11
22/10/1983,Bayer 05 Uerdingen,Werder Bremen,0,3,11
22/10/1983,Borussia Dortmund,Eintracht Braunschweig,0,2,11
22/10/1983,1. FC Kaiserslautern,Waldhof Mannheim,2,0,11
22/10/1983,VfB Stuttgart,Bayern München,1,0,11
29/10/1983,Waldhof Mannheim,Borussia Dortmund,4,1,12
29/10/1983,Eintracht Braunschweig,Bayer 05 Uerdingen,1,2,12
29/10/1983,Kickers Offenbach,Arminia Bielefeld,2,2,12
29/10/1983,Fortuna Düsseldorf,VfB Stuttgart,3,0,12
29/10/1983,Bayern München,1. FC Nürnberg,4,2,12
29/10/1983,1. FC Köln,Eintracht Frankfurt,7,0,12
29/10/1983,Bor. Mönchengladbach,Hamburger SV,4,0,12
29/10/1983,VfL Bochum,1. FC Kaiserslautern,4,1,12
29/10/1983,Werder Bremen,SV Bayer 04 Leverkusen,3,0,12
04/11/1983,Bayer 05 Uerdingen,Waldhof Mannheim,1,1,13
04/11/1983,Borussia Dortmund,VfL Bochum,1,1,13
05/11/1983,Hamburger SV,1. FC Köln,2,2,13
05/11/1983,Eintracht Frankfurt,Bayern München,0,0,13
05/11/1983,Fortuna Düsseldorf,Kickers Offenbach,5,0,13
05/11/1983,Arminia Bielefeld,Werder Bremen,2,0,13
05/11/1983,SV Bayer 04 Leverkusen,Eintracht Braunschweig,3,0,13
05/11/1983,1. FC Kaiserslautern,Bor. Mönchengladbach,0,2,13
05/11/1983,VfB Stuttgart,1. FC Nürnberg,7,0,13
11/11/1983,Werder Bremen,Fortuna Düsseldorf,2,0,14
12/11/1983,Waldhof Mannheim,SV Bayer 04 Leverkusen,0,3,14
12/11/1983,Eintracht Braunschweig,Arminia Bielefeld,2,0,14
12/11/1983,Kickers Offenbach,VfB Stuttgart,1,2,14
12/11/1983,1. FC Nürnberg,Eintracht Frankfurt,0,0,14
12/11/1983,Bayern München,Hamburger SV,1,0,14
12/11/1983,1. FC Köln,1. FC Kaiserslautern,1,4,14
12/11/1983,Bor. Mönchengladbach,Borussia Dortmund,2,1,14
12/11/1983,VfL Bochum,Bayer 05 Uerdingen,2,2,14
25/11/1983,Bayer 05 Uerdingen,Bor. Mönchengladbach,1,1,15
26/11/1983,Hamburger SV,1. FC Nürnberg,4,0,15
26/11/1983,Eintracht Frankfurt,VfB Stuttgart,1,3,15
