Date,HomeTeam,AwayTeam,FTHG,FTAG,round
15/08/1980,SV Bayer 04 Leverkusen,1. FC Kaiserslautern,0,1,1
15/08/1980,Borussia Dortmund,Bayer 05 Uerdingen,2,1,1
16/08/1980,TSV 1860 München,VfL Bochum,2,2,1
16/08/1980,Hamburger SV,MSV Duisburg,0,0,1
16/08/1980,VfB Stuttgart,1. FC Nürnberg,2,1,1
16/08/1980,Arminia Bielefeld,1. FC Köln,2,5,1
16/08/1980,FC Schalke 04,Eintracht Frankfurt,1,4,1
16/08/1980,Fortuna Düsseldorf,Bor. Mönchengladbach,2,1,1
16/08/1980,Karlsruher SC,Bayern München,0,3,1
19/08/1980,Bor. Mönchengladbach,FC Schalke 04,3,1,2
19/08/1980,MSV Duisburg,TSV 1860 München,1,0,2
19/08/1980,Bayern München,Borussia Dortmund,5,3,2
19/08/1980,Eintracht Frankfurt,Arminia Bielefeld,2,0,2
19/08/1980,Bayer 05 Uerdingen,Fortuna Düsseldorf,0,1,2
20/08/1980,VfL Bochum,Karlsruher SC,0,0,2
20/08/1980,1. FC Köln,SV Bayer 04 Leverkusen,1,1,2
20/08/1980,1. FC Kaiserslautern,VfB Stuttgart,1,0,2
20/08/1980,1. FC Nürnberg,Hamburger SV,2,3,2
23/08/1980,TSV 1860 München,1. FC Nürnberg,2,4,3
23/08/1980,Hamburger SV,1. FC Kaiserslautern,3,2,3
23/08/1980,VfB Stuttgart,1. FC Köln,3,0,3
23/08/1980,SV Bayer 04 Leverkusen,Eintracht Frankfurt,3,2,3
23/08/1980,Arminia Bielefeld,Bor. Mönchengladbach,2,3,3
23/08/1980,FC Schalke 04,Bayer 05 Uerdingen,3,1,3
23/08/1980,Fortuna Düsseldorf,Bayern München,3,0,3
23/08/1980,VfL Bochum,MSV Duisburg,1,1,3
23/08/1980,Karlsruher SC,Borussia Dortmund,1,1,3
02/09/1980,Bor. Mönchengladbach,SV Bayer 04 Leverkusen,1,0,4
02/09/1980,1. FC Kaiserslautern,TSV 1860 München,3,2,4
02/09/1980,MSV Duisburg,Karlsruher SC,2,2,4
02/09/1980,Borussia Dortmund,Fortuna Düsseldorf,2,1,4
03/09/1980,Bayern München,FC Schalke 04,5,1,4
03/09/1980,Eintracht Frankfurt,VfB Stuttgart,2,1,4
03/09/1980,1. FC Köln,Hamburger SV,0,3,4
03/09/1980,1. FC Nürnberg,VfL Bochum,0,2,4
03/09/1980,Bayer 05 Uerdingen,Arminia Bielefeld,2,2,4
05/09/1980,VfL Bochum,1. FC Kaiserslautern,0,0,5
06/09/1980,TSV 1860 München,1. FC Köln,2,1,5
06/09/1980,Hamburger SV,Eintracht Frankfurt,3,1,5
06/09/1980,VfB Stuttgart,Bor. Mönchengladbach,4,2,5
06/09/1980,SV Bayer 04 Leverkusen,Bayer 05 Uerdingen,4,1,5
06/09/1980,Arminia Bielefeld,Bayern München,1,2,5
06/09/1980,FC Schalke 04,Borussia Dortmund,1,2,5
06/09/1980,MSV Duisburg,1. FC Nürnberg,2,0,5
06/09/1980,Karlsruher SC,Fortuna Düsseldorf,3,0,5
12/09/1980,1. FC Kaiserslautern,MSV Duisburg,1,1,6
12/09/1980,Fortuna Düsseldorf,FC Schalke 04,3,3,6
13/09/1980,Bayern München,SV Bayer 04 Leverkusen,3,0,6
13/09/1980,Bor. Mönchengladbach,Hamburger SV,2,2,6
13/09/1980,Eintracht Frankfurt,TSV 1860 München,2,1,6
13/09/1980,1. FC Köln,VfL Bochum,2,2,6
13/09/1980,1. FC Nürnberg,Karlsruher SC,5,0,6
13/09/1980,Borussia Dortmund,Arminia Bielefeld,5,0,6
13/09/1980,Bayer 05 Uerdingen,VfB Stuttgart,3,3,6
