Date,HomeTeam,AwayTeam,FTHG,FTAG,round
24/08/1974,FC Schalke 04,1. FC Kaiserslautern,2,1,1
24/08/1974,Wuppertaler SV,MSV Duisburg,1,4,1
24/08/1974,1. FC Köln,Rot-Weiss Essen,0,1,1
24/08/1974,Bor. Mönchengladbach,Hamburger SV,1,3,1
24/08/1974,Kickers Offenbach,Bayern München,6,0,1
24/08/1974,Werder Bremen,Eintracht Frankfurt,0,3,1
24/08/1974,Hertha BSC,Fortuna Düsseldorf,3,3,1
24/08/1974,Eintracht Braunschweig,TeBe Berlin,5,0,1
24/08/1974,VfB Stuttgart,VfL Bochum,1,0,1
30/08/1974,Hamburger SV,Kickers Offenbach,1,0,2
30/08/1974,1. FC Kaiserslautern,Eintracht Braunschweig,2,0,2
30/08/1974,Fortuna Düsseldorf,VfB Stuttgart,4,0,2
31/08/1974,Rot-Weiss Essen,Wuppertaler SV,2,0,2
31/08/1974,TeBe Berlin,Werder Bremen,4,0,2
31/08/1974,Eintracht Frankfurt,Bor. Mönchengladbach,1,1,2
31/08/1974,VfL Bochum,1. FC Köln,3,2,2
31/08/1974,MSV Duisburg,FC Schalke 04,2,0,2
31/08/1974,Bayern München,Hertha BSC,2,1,2
10/09/1974,Bor. Mönchengladbach,TeBe Berlin,3,1,3
11/09/1974,Werder Bremen,1. FC Kaiserslautern,3,1,3
11/09/1974,Hertha BSC,Kickers Offenbach,4,1,3
11/09/1974,Eintracht Frankfurt,Hamburger SV,1,3,3
11/09/1974,VfB Stuttgart,Bayern München,1,2,3
11/09/1974,Wuppertaler SV,VfL Bochum,1,1,3
11/09/1974,Eintracht Braunschweig,MSV Duisburg,4,1,3
11/09/1974,1. FC Köln,Fortuna Düsseldorf,2,2,3
11/09/1974,FC Schalke 04,Rot-Weiss Essen,3,0,3
14/09/1974,Fortuna Düsseldorf,Wuppertaler SV,2,0,4
14/09/1974,Rot-Weiss Essen,Eintracht Braunschweig,1,2,4
14/09/1974,Bayern München,1. FC Köln,6,3,4
